body_0_w,body_0_x,body_0_y,body_0_z,body_1_w,body_1_x,body_1_y,body_1_z,body_2_w,body_2_x,body_2_y,body_2_z,body_3_w,body_3_x,body_3_y,body_3_z,body_4_w,body_4_x,body_4_y,body_4_z,body_5_w,body_5_x,body_5_y,body_5_z,body_6_w,body_6_x,body_6_y,body_6_z,body_7_w,body_7_x,body_7_y,body_7_z,body_8_w,body_8_x,body_8_y,body_8_z,body_9_w,body_9_x,body_9_y,body_9_z,body_10_w,body_10_x,body_10_y,body_10_z,body_11_w,body_11_x,body_11_y,body_11_z,body_12_w,body_12_x,body_12_y,body_12_z,body_13_w,body_13_x,body_13_y,body_13_z
0.994269,-0.092042,-0.025354,-0.048113,0.915026,-0.112871,-0.386983,-0.015192,0.927370,0.140664,0.294145,-0.183515,0.974843,-0.026471,-0.005177,-0.221257,0.928016,-0.304455,-0.201338,-0.074539,0.881240,-0.044755,0.281480,-0.377071,0.926058,0.004954,0.059832,-0.372574,0.985290,-0.109788,0.128947,0.022861,0.987127,0.079477,0.138775,-0.002356,0.784061,0.143457,0.577623,-0.176123,0.806730,0.030547,0.589266,0.031916,0.906731,-0.375370,0.185735,0.049377,0.503568,-0.436873,0.740119,0.088232,0.643356,-0.350472,0.668296,-0.129009
0.993741,-0.095751,-0.029058,-0.049662,0.909163,-0.112700,-0.400712,-0.012326,0.920536,0.154644,0.312608,-0.175994,0.975016,-0.025388,-0.003517,-0.220652,0.923726,-0.306394,-0.216603,-0.077054,0.874344,-0.032321,0.306854,-0.374591,0.928569,0.004567,0.052434,-0.367409,0.984081,-0.119065,0.130553,0.019093,0.986083,0.083606,0.143452,-0.008521,0.775206,0.153279,0.581776,-0.192607,0.800696,0.044113,0.597370,0.009463,0.896401,-0.404391,0.174094,0.051225,0.497945,-0.461807,0.730256,0.074239,0.651576,-0.374757,0.645966,-0.133170
0.993054,-0.098662,-0.033968,-0.054367,0.904548,-0.112243,-0.411139,-0.012636,0.913702,0.166414,0.329429,-0.170094,0.975041,-0.023497,-0.000715,-0.220777,0.919155,-0.307630,-0.231705,-0.082646,0.867849,-0.021882,0.328078,-0.372457,0.930169,0.005102,0.048276,-0.363908,0.983093,-0.126762,0.131586,0.012001,0.985442,0.088010,0.144388,-0.017619,0.761545,0.168247,0.588499,-0.213099,0.791578,0.061198,0.607768,-0.016672,0.885810,-0.431218,0.164181,0.049365,0.491668,-0.482684,0.722367,0.058857,0.656457,-0.396542,0.625851,-0.141877
0.991981,-0.099971,-0.041289,-0.065381,0.902697,-0.111119,-0.415217,-0.019646,0.907370,0.174638,0.342900,-0.169117,0.974506,-0.019889,0.004281,-0.223438,0.914144,-0.307615,-0.246532,-0.094528,0.863270,-0.014898,0.341146,-0.371702,0.930049,0.007609,0.050555,-0.363862,0.982571,-0.131320,0.131561,-0.001188,0.985544,0.092862,0.138128,-0.031633,0.737991,0.194217,0.600088,-0.239882,0.776318,0.085959,0.622570,-0.048458,0.875885,-0.454106,0.157909,0.040971,0.484928,-0.496326,0.718893,0.041213,0.656110,-0.413834,0.610470,-0.159963
0.990693,-0.100522,-0.045668,-0.079610,0.903849,-0.107975,-0.412954,-0.029442,0.902934,0.179072,0.351259,-0.171057,0.973661,-0.017777,0.007738,-0.227176,0.910954,-0.305480,-0.255327,-0.107949,0.861497,-0.011326,0.344978,-0.372404,0.929462,0.009547,0.051295,-0.365210,0.982120,-0.134375,0.129951,-0.022291,0.985979,0.093747,0.127857,-0.052053,0.707594,0.226410,0.611395,-0.272479,0.755880,0.114866,0.638398,-0.088880,0.867574,-0.472073,0.154577,0.023851,0.485684,-0.499899,0.716837,0.018908,0.658087,-0.421370,0.594905,-0.188300
0.989140,-0.100678,-0.048569,-0.095432,0.906322,-0.103547,-0.407667,-0.040824,0.899510,0.181953,0.356896,-0.174355,0.972654,-0.016069,0.010238,-0.231477,0.908541,-0.302350,-0.261220,-0.122073,0.861272,-0.009481,0.344078,-0.373806,0.928684,0.011200,0.051122,-0.367160,0.981221,-0.136743,0.127736,-0.046799,0.986095,0.092327,0.115926,-0.075192,0.672525,0.263319,0.620585,-0.305365,0.731183,0.147262,0.653061,-0.131138,0.859479,-0.487686,0.153131,0.002986,0.489324,-0.498985,0.715225,-0.005416,0.660007,-0.424560,0.578924,-0.221331
0.987284,-0.101142,-0.045996,-0.113689,0.912121,-0.098005,-0.394248,-0.054758,0.899788,0.179170,0.353496,-0.182537,0.971224,-0.016436,0.011390,-0.237326,0.909978,-0.295592,-0.257209,-0.135679,0.866257,-0.013403,0.329440,-0.375352,0.927963,0.012465,0.049664,-0.369139,0.979163,-0.137973,0.124110,-0.082467,0.984451,0.085432,0.108283,-0.108779,0.637090,0.298076,0.623679,-0.341017,0.700292,0.180290,0.666369,-0.181764,0.856429,-0.492421,0.152078,-0.030389,0.511113,-0.482083,0.710570,-0.038063,0.668798,-0.408366,0.563344,-0.261897
0.984873,-0.101107,-0.042785,-0.134060,0.918444,-0.091397,-0.378103,-0.071734,0.901087,0.174610,0.347345,-0.192106,0.969685,-0.016350,0.012687,-0.243480,0.911821,-0.287721,-0.250950,-0.151076,0.872441,-0.019312,0.310153,-0.377199,0.926910,0.014012,0.049148,-0.371788,0.975606,-0.138370,0.120507,-0.120517,0.981104,0.077830,0.102135,-0.144723,0.602248,0.332300,0.622565,-0.373210,0.666103,0.211514,0.677604,-0.228955,0.853382,-0.493999,0.152628,-0.066403,0.536876,-0.461338,0.702619,-0.072516,0.676398,-0.387885,0.548951,-0.301137
0.981499,-0.100086,-0.038308,-0.158664,0.925862,-0.082812,-0.356348,-0.094536,0.904368,0.166228,0.335844,-0.204196,0.968004,-0.015468,0.014412,-0.250043,0.914573,-0.277440,-0.240053,-0.170169,0.880761,-0.029026,0.281726,-0.379536,0.925154,0.016332,0.050712,-0.375835,0.970024,-0.136952,0.116632,-0.163386,0.975280,0.069253,0.098575,-0.185248,0.570701,0.362685,0.617240,-0.402212,0.628876,0.236815,0.688584,-0.272554,0.851611,-0.488840,0.155397,-0.107918,0.571892,-0.432732,0.688067,-0.110659,0.684525,-0.358814,0.537178,-0.337814
0.976848,-0.096919,-0.032078,-0.188003,0.932273,-0.074880,-0.331087,-0.125066,0.908092,0.154884,0.321213,-0.219550,0.965723,-0.014264,0.016579,-0.258652,0.916843,-0.266891,-0.224082,-0.194822,0.888880,-0.042653,0.244701,-0.384960,0.922515,0.016242,0.048299,-0.382583,0.963037,-0.131925,0.113209,-0.205763,0.967330,0.064314,0.096820,-0.225307,0.545827,0.388082,0.608544,-0.425605,0.594093,0.253324,0.699501,-0.305907,0.848666,-0.480939,0.162197,-0.148852,0.600048,-0.403326,0.675000,-0.147125,0.687702,-0.332032,0.532328,-0.365306
0.970871,-0.092611,-0.024952,-0.219566,0.936800,-0.066243,-0.304187,-0.159650,0.911878,0.142894,0.305025,-0.234561,0.963393,-0.011209,0.018710,-0.267206,0.918044,-0.255601,-0.205873,-0.222442,0.895725,-0.058157,0.203014,-0.391254,0.919434,0.015532,0.043642,-0.390506,0.954309,-0.125652,0.110064,-0.247772,0.957493,0.060942,0.096401,-0.264952,0.523815,0.410320,0.598316,-0.446400,0.559902,0.265091,0.710757,-0.333257,0.843966,-0.471803,0.171026,-0.189402,0.622899,-0.374485,0.661779,-0.183865,0.687626,-0.307846,0.530162,-0.389011
0.962404,-0.083614,-0.017743,-0.257824,0.937858,-0.055788,-0.275086,-0.204051,0.916255,0.128994,0.285718,-0.249406,0.960983,-0.011363,0.020225,-0.275633,0.914077,-0.250526,-0.184573,-0.260063,0.889791,-0.063465,0.158336,-0.423291,0.907637,-0.037570,0.026738,-0.417215,0.944117,-0.117200,0.108692,-0.288260,0.945076,0.069097,0.097915,-0.304088,0.510179,0.428840,0.581615,-0.466410,0.535147,0.284704,0.710217,-0.357984,0.836903,-0.462721,0.183717,-0.227443,0.630238,-0.346843,0.660377,-0.215411,0.693000,-0.282515,0.526786,-0.403030
0.952038,-0.074874,-0.010685,-0.296484,0.935429,-0.043597,-0.247399,-0.248728,0.920643,0.117582,0.265839,-0.260616,0.959134,-0.009609,0.022389,-0.281901,0.907076,-0.246061,-0.166856,-0.298038,0.875407,-0.061935,0.122914,-0.463378,0.886784,-0.079158,0.014547,-0.455122,0.931861,-0.109131,0.108616,-0.328523,0.930346,0.081120,0.099686,-0.343421,0.495782,0.447645,0.562094,-0.487713,0.512066,0.309716,0.703671,-0.383030,0.827468,-0.454025,0.197842,-0.264605,0.633742,-0.320632,0.659597,-0.245963,0.696869,-0.258477,0.522508,-0.417790
0.939385,-0.066793,-0.003969,-0.336273,0.929075,-0.030308,-0.222473,-0.293951,0.925122,0.108733,0.244737,-0.269129,0.957668,-0.008108,0.026275,-0.286557,0.895373,-0.245715,-0.155752,-0.337152,0.847075,-0.042968,0.104129,-0.519398,0.853837,-0.096218,0.007622,-0.511514,0.917428,-0.100893,0.110594,-0.368666,0.912417,0.101080,0.100784,-0.383562,0.480743,0.467750,0.536805,-0.511797,0.493848,0.345107,0.684362,-0.410688,0.815457,-0.445826,0.214397,-0.300504,0.632813,-0.296032,0.661144,-0.273499,0.699492,-0.234728,0.517527,-0.433336
0.926060,-0.059110,0.000977,-0.372717,0.919805,-0.020912,-0.201814,-0.335846,0.927735,0.102032,0.226075,-0.278903,0.955450,-0.009037,0.033161,-0.293144,0.882373,-0.246307,-0.146315,-0.373287,0.812779,-0.013890,0.102467,-0.573321,0.817225,-0.097846,0.020509,-0.567582,0.900981,-0.091840,0.114071,-0.408396,0.891206,0.127274,0.099168,-0.423933,-0.458936,-0.491683,-0.504535,0.541360,0.475056,0.390008,0.652442,-0.443323,0.800390,-0.439059,0.233883,-0.334518,0.625095,-0.272806,0.667454,-0.298896,0.691761,-0.214641,0.519629,-0.453191
0.911853,-0.051598,0.005034,-0.407231,0.908390,-0.013559,-0.182951,-0.375729,0.929208,0.096264,0.209010,-0.289171,0.952792,-0.011012,0.041908,-0.300517,0.868037,-0.247871,-0.137214,-0.407731,0.773775,0.021506,0.107400,-0.623920,0.777758,-0.089499,0.042730,-0.620691,0.882626,-0.082260,0.118312,-0.447446,0.866847,0.156298,0.095074,-0.463797,-0.431175,-0.515229,-0.468834,0.573429,0.453054,0.436754,0.612702,-0.478104,0.783143,-0.432400,0.255157,-0.366896,0.613474,-0.249900,0.676138,-0.322549,0.678390,-0.195899,0.525521,-0.474594
0.898542,-0.044238,0.006589,-0.436603,0.896125,-0.012052,-0.171360,-0.409208,0.926052,0.095264,0.198216,-0.306696,0.946994,-0.019836,0.057978,-0.315353,0.855764,-0.246075,-0.125007,-0.437593,0.735535,0.061237,0.121782,-0.663632,0.741549,-0.075514,0.074730,-0.662433,0.864302,-0.072377,0.123235,-0.482242,0.838619,0.196447,0.088228,-0.500342,-0.401982,-0.535867,-0.430639,0.604819,0.431525,0.484883,0.558508,-0.516472,0.764592,-0.427852,0.278157,-0.393662,0.591140,-0.227172,0.692959,-0.344607,0.650644,-0.181875,0.539972,-0.502011
0.884676,-0.036350,0.007558,-0.464725,0.882739,-0.012526,-0.161386,-0.441100,0.920041,0.096509,0.189901,-0.328860,0.938885,-0.026508,0.075465,-0.334809,0.843502,-0.241795,-0.112337,-0.466283,0.697231,0.100401,0.133983,-0.697020,0.706560,-0.057845,0.102642,-0.697776,0.845474,-0.062348,0.128083,-0.514667,0.806400,0.240614,0.078705,-0.534443,-0.372321,-0.551277,-0.393176,0.634731,-0.406289,-0.524865,-0.501439,0.554982,0.745208,-0.423135,0.302553,-0.417233,0.565616,-0.204411,0.711158,-0.364074,0.618636,-0.169057,0.556707,-0.528002
0.870786,-0.027464,0.007363,-0.490840,0.868540,-0.017211,-0.154929,-0.470467,0.908661,0.101619,0.186218,-0.359627,0.926427,-0.030018,0.095301,-0.362972,0.832262,-0.232987,-0.099142,-0.493181,-0.662170,-0.136652,-0.145374,0.722304,-0.675896,0.037264,-0.122460,0.725796,0.827345,-0.052231,0.132753,-0.543276,0.768596,0.293052,0.065878,-0.564837,-0.346016,-0.560522,-0.356105,0.662780,-0.378522,-0.555555,-0.441053,0.594603,0.725444,-0.419080,0.329176,-0.435599,0.535033,-0.182354,0.732374,-0.379625,0.579105,-0.158975,0.578201,-0.552312
0.856058,-0.017601,0.006127,-0.516544,0.852910,-0.026167,-0.149644,-0.499466,0.889232,0.112044,0.185644,-0.402801,0.907172,-0.022425,0.111917,-0.404982,0.820486,-0.221607,-0.086103,-0.519883,-0.629183,-0.168210,-0.153822,0.743084,-0.647280,0.015055,-0.137152,0.749661,0.810469,-0.041408,0.136477,-0.568154,0.724789,0.351202,0.048539,-0.590747,-0.324165,-0.564598,-0.318553,0.688963,-0.348717,-0.573554,-0.387609,0.631816,0.705033,-0.415610,0.360233,-0.447693,0.499820,-0.161657,0.758146,-0.386344,0.534496,-0.150904,0.606290,-0.569169
0.840485,-0.007244,0.004368,-0.541768,0.836049,-0.037039,-0.144173,-0.528076,0.864016,0.125126,0.186180,-0.450729,0.882700,-0.008794,0.126090,-0.452620,0.808044,-0.208376,-0.073416,-0.546126,-0.596919,-0.197617,-0.160540,0.760830,-0.619295,-0.008169,-0.148969,0.770854,0.793873,-0.030112,0.139725,-0.591046,0.674607,0.409996,0.027378,-0.613236,-0.300659,-0.564564,-0.280075,0.715842,-0.313790,-0.584546,-0.336508,0.668284,0.684462,-0.411337,0.393519,-0.455474,0.462122,-0.140900,0.785423,-0.386913,0.486862,-0.143447,0.637189,-0.579981
0.822465,0.000529,0.003025,-0.568808,0.817684,-0.044393,-0.130264,-0.558975,0.831303,0.141270,0.183364,-0.505327,0.851430,0.005476,0.111019,-0.512554,0.793345,-0.196718,-0.053633,-0.573611,-0.554473,-0.224424,-0.165017,0.784196,-0.581050,-0.028994,-0.168956,0.795609,0.781803,-0.019299,0.137316,-0.607911,-0.611839,-0.482086,-0.004157,0.627079,-0.298967,-0.558217,-0.231991,0.738372,-0.285486,-0.586514,-0.288545,0.700886,0.666119,-0.405490,0.429960,-0.454969,0.417755,-0.119194,0.817113,-0.378945,0.432810,-0.136294,0.673157,-0.583916
0.802721,0.007647,0.001851,-0.596303,0.798007,-0.048089,-0.112758,-0.590049,0.796960,0.154712,0.179490,-0.555610,0.817855,0.008639,0.089451,-0.568364,0.777382,-0.182589,-0.033154,-0.601032,-0.509922,-0.246616,-0.165248,0.807374,-0.538591,-0.049537,-0.160149,0.825723,0.771882,-0.008533,0.130782,-0.622110,-0.542860,-0.549971,0.018609,0.634420,-0.300165,-0.547781,-0.171345,0.761891,-0.248535,-0.587904,-0.233714,0.733469,0.650545,-0.395756,0.466470,-0.450083,0.372483,-0.096276,0.846224,-0.368635,0.377659,-0.127676,0.707371,-0.583695
0.780338,0.013448,0.001018,-0.625212,0.776504,-0.045008,-0.089452,-0.622105,0.763704,0.163511,0.174697,-0.599584,0.784212,-0.008402,0.057598,-0.617757,0.759572,-0.164528,-0.011284,-0.629169,-0.462423,-0.259054,-0.159148,0.832903,-0.488158,-0.061999,-0.094126,0.865447,0.766632,0.002043,0.116095,-0.631500,-0.469810,-0.615316,0.036304,0.631939,-0.310949,-0.531712,-0.085235,0.783153,-0.199914,-0.593922,-0.166795,0.761229,0.640392,-0.380232,0.503112,-0.438406,0.326101,-0.072774,0.872381,-0.356810,0.321658,-0.116859,0.739438,-0.579751
0.755271,0.013862,-0.000809,-0.655265,0.752338,-0.041819,-0.071223,-0.653580,0.739594,0.171480,0.181044,-0.625155,0.761230,-0.024065,0.033107,-0.647189,0.736029,-0.157861,0.000256,-0.658286,-0.430914,-0.263603,-0.155319,0.848942,-0.455641,-0.050128,-0.043653,0.887678,0.764768,0.016580,0.091608,-0.637545,0.432766,0.654030,-0.072037,-0.616254,-0.327783,-0.517808,0.027053,0.789748,-0.178222,-0.606351,-0.081267,0.770695,0.640027,-0.354941,0.533328,-0.424198,0.285166,-0.046261,0.891332,-0.349382,0.271171,-0.098846,0.765692,-0.574814
0.728190,0.011570,-0.003131,-0.685270,0.726052,-0.038038,-0.056023,-0.684297,0.720518,0.180915,0.191988,-0.641298,0.744545,-0.037375,0.011275,-0.666430,0.709076,-0.157037,0.006769,-0.687390,-0.407759,-0.264956,-0.152411,0.860408,-0.433458,-0.027561,-0.001751,0.900750,0.763869,0.032790,0.062218,-0.641528,0.414214,0.680762,-0.116203,-0.592862,-0.336624,-0.501814,0.153770,0.781807,-0.162786,-0.623490,0.014830,0.764553,0.645843,-0.325706,0.558746,-0.405716,0.247620,-0.021732,0.906353,-0.341667,0.224865,-0.080283,0.788354,-0.567000
-0.699969,-0.004828,-0.003702,0.714147,-0.698012,0.052752,0.075774,0.710109,0.707632,0.210545,0.224533,-0.636014,0.741884,-0.026248,0.015267,-0.669841,-0.676078,0.181841,0.008759,0.713986,-0.406115,-0.280557,-0.153550,0.856026,-0.432684,-0.028411,0.000738,0.901098,0.775797,0.053505,0.025065,-0.628210,0.454384,0.674803,-0.215410,-0.540162,-0.362137,-0.482675,0.325224,0.728087,-0.182714,-0.644210,0.134549,0.730415,0.677708,-0.273554,0.565139,-0.382751,0.226057,0.014740,0.910207,-0.346705,0.182122,-0.042513,0.802698,-0.566303
-0.673105,0.004331,-0.010529,0.739460,-0.672525,0.068655,0.100753,0.729963,0.694767,0.240261,0.256088,-0.627688,0.740530,-0.007723,0.026553,-0.671454,-0.646337,0.203790,0.022700,0.734985,-0.403789,-0.292593,-0.154287,0.852959,-0.431113,-0.027051,0.001957,0.901890,0.787979,0.067916,-0.007045,-0.611904,0.498474,0.645720,-0.323589,-0.479437,-0.369846,-0.447557,0.489631,0.650514,-0.208615,-0.652576,0.268983,0.676958,0.707514,-0.221935,0.564880,-0.362048,0.212015,0.052001,0.911515,-0.348547,0.146414,-0.004554,0.815370,-0.560101
-0.650462,0.018303,-0.017345,0.759120,-0.653687,0.084892,0.136934,0.739416,0.684745,0.272027,0.285151,-0.613037,0.741877,0.028025,0.050776,-0.668023,-0.624977,0.217681,0.035780,0.748825,-0.401372,-0.302707,-0.150421,0.851259,-0.427871,-0.026636,0.004647,0.903435,0.804076,0.068111,-0.030143,-0.589843,0.557804,0.570470,-0.446066,-0.405516,-0.381751,-0.388426,0.638605,0.543668,0.267023,0.620422,-0.428966,-0.599803,0.732619,-0.169467,0.554943,-0.355792,0.212888,0.096117,0.906642,-0.351340,0.123843,0.039010,0.824643,-0.550550
-0.634194,0.027849,-0.019888,0.772416,-0.640765,0.112325,0.179020,0.738075,0.667615,0.304755,0.310287,-0.604265,0.729904,0.109874,0.101593,-0.666968,-0.611940,0.219149,0.043500,0.758691,-0.399046,-0.306522,-0.143982,0.852101,-0.423812,-0.023695,0.006852,0.905414,0.814247,0.055777,-0.035763,-0.576725,0.603912,0.465945,-0.548721,-0.342185,-0.396125,-0.307783,0.747699,0.435086,-0.338445,-0.517166,0.587707,0.522106,0.741865,-0.125458,0.542808,-0.373170,0.220991,0.143419,0.898431,-0.351306,0.113703,0.094015,0.831577,-0.535456
-0.621190,0.035180,-0.020294,0.782607,-0.630772,0.145474,0.222624,0.728974,0.648258,0.338830,0.332789,-0.595153,0.700980,0.215183,0.162852,-0.660153,-0.602779,0.214151,0.048896,0.767076,-0.396477,-0.307722,-0.135667,0.854229,-0.418856,-0.020024,0.009272,0.907785,0.821813,0.036272,-0.033305,-0.567625,0.635045,0.343065,-0.633825,-0.278010,-0.409758,-0.212293,0.826327,0.322822,-0.397625,-0.357828,0.726171,0.431890,0.743034,-0.086974,0.526975,-0.403278,0.234951,0.191162,0.885588,-0.352121,0.112664,0.154128,0.833187,-0.518990
-0.602401,0.030546,-0.018549,0.797393,-0.613779,0.165692,0.257906,0.727534,0.643929,0.350468,0.332249,-0.593413,0.693936,0.234728,0.175595,-0.657664,-0.584668,0.212369,0.055738,0.780997,-0.393459,-0.307069,-0.128205,0.857008,-0.413667,-0.015723,0.013013,0.910200,0.809182,0.015883,-0.018807,-0.587042,-0.643425,-0.231947,0.686394,0.247118,-0.419669,-0.111808,0.867576,0.242257,-0.396924,-0.080564,0.812585,0.419126,0.729702,-0.072193,0.501289,-0.459383,0.247026,0.237199,0.868019,-0.359523,0.128983,0.248609,0.810975,-0.513690
-0.580172,0.026669,-0.015772,0.813904,-0.594877,0.181422,0.289818,0.727470,0.643205,0.356629,0.327617,-0.593102,0.690787,0.245217,0.178876,-0.656267,-0.563495,0.209474,0.062477,0.796674,-0.390274,-0.303987,-0.120160,0.860720,-0.408094,-0.010301,0.018063,0.912703,0.790839,-0.003087,-0.002941,-0.612009,-0.644209,-0.121534,0.723393,0.216627,-0.428486,-0.007480,0.888441,0.164365,-0.354950,0.193098,0.827820,0.389150,0.712452,-0.061282,0.471397,-0.516180,0.260818,0.280169,0.845999,-0.371168,0.149215,0.337957,0.777702,-0.508625
-0.551176,0.024316,-0.010939,0.833963,-0.571981,0.186840,0.317791,0.732760,0.649508,0.353355,0.312290,-0.596452,0.694533,0.239490,0.160481,-0.659178,-0.536284,0.204053,0.069424,0.816053,-0.386930,-0.296528,-0.110645,0.866091,-0.401910,-0.003113,0.026145,0.915300,0.760569,-0.019151,0.014824,-0.648805,-0.639768,-0.016188,0.742976,0.196016,-0.438829,0.099558,0.887696,0.097533,-0.272305,0.418383,0.793172,0.348833,0.686771,-0.056297,0.437439,-0.577775,0.272099,0.321838,0.817698,-0.392112,0.171077,0.421403,0.732222,-0.506954
-0.519827,0.023325,-0.005424,0.853936,-0.547216,0.190935,0.338964,0.741081,0.655367,0.343384,0.288916,-0.607544,0.697011,0.223455,0.138155,-0.667201,-0.506837,0.197587,0.074157,0.835809,-0.382741,-0.285881,-0.101979,0.872572,-0.395319,0.003765,0.036759,0.917800,0.724182,-0.031326,0.029534,-0.688263,-0.633581,0.077891,0.746972,0.185852,-0.465731,0.201575,0.860411,0.046422,-0.221136,0.564475,0.744122,0.280623,0.655480,-0.048093,0.405972,-0.634996,0.282803,0.361645,0.786434,-0.413227,0.189573,0.481524,0.688174,-0.508540
-0.486899,0.022997,0.000432,0.873155,-0.521212,0.194753,0.356967,0.750322,0.660221,0.329208,0.261182,-0.622506,0.697733,0.201709,0.113527,-0.677934,-0.475805,0.190543,0.078236,0.855092,-0.378303,-0.273658,-0.093293,0.879371,-0.388686,0.010462,0.049189,0.919997,-0.683313,0.040391,-0.043004,0.727738,-0.626742,0.165264,0.739628,0.181200,-0.500036,0.300557,0.812119,0.009563,-0.193290,0.670635,0.687440,0.200784,-0.619912,0.039441,-0.375319,0.687960,0.292731,0.398269,0.752754,-0.434800,0.206747,0.527633,0.644943,-0.512745
-0.453675,0.022550,0.007833,0.890848,-0.490847,0.198919,0.359969,0.768064,0.656677,0.308360,0.221621,-0.651593,-0.688816,-0.165321,-0.084437,0.700765,-0.442923,0.181656,0.072297,0.874982,-0.365563,-0.253107,-0.085606,0.891612,-0.375281,0.021683,0.071712,0.923878,-0.642619,0.040649,-0.049204,0.763523,-0.614323,0.237636,0.728889,0.186703,-0.536011,0.368284,0.759227,0.025186,-0.203460,0.751439,0.608504,0.153839,-0.586756,0.029130,-0.343982,0.732492,0.297219,0.434503,0.719222,-0.453418,0.223723,0.565803,0.599992,-0.519446
-0.420619,0.022401,0.014929,0.906838,-0.459453,0.203168,0.358513,0.786825,-0.647304,-0.286082,-0.178614,0.683558,-0.672469,-0.127947,-0.053932,0.726985,-0.409194,0.174739,0.061603,0.893438,-0.344468,-0.233906,-0.078994,0.905754,-0.354811,0.033825,0.087469,0.930223,-0.602998,0.039546,-0.050951,0.795131,-0.600291,0.299511,0.714871,0.197240,-0.572415,0.421457,0.700706,0.061051,-0.226348,0.819638,0.511371,0.124334,-0.553576,0.019189,-0.315571,0.770455,0.298124,0.467299,0.685205,-0.472492,0.236639,0.598275,0.552884,-0.529516
-0.388675,0.022881,0.021420,0.920842,-0.426709,0.206959,0.347867,0.808749,-0.627451,-0.262063,-0.129352,0.721732,-0.643540,-0.089058,-0.019861,0.759954,-0.374696,0.171883,0.040230,0.910187,-0.305922,-0.216600,-0.075894,0.923979,-0.318921,0.048208,0.088152,0.942441,-0.568064,0.038534,-0.043830,0.820912,-0.583091,0.342414,0.703754,0.217915,-0.611579,0.445709,0.641142,0.127482,-0.273024,0.868429,0.394789,0.124218,-0.522862,0.007291,-0.293727,0.800179,0.291529,0.498451,0.651156,-0.492496,0.239646,0.625825,0.503081,-0.545731
-0.356695,0.023793,0.025903,0.933559,-0.392820,0.208412,0.330315,0.832556,-0.594920,-0.239458,-0.075713,0.763543,-0.600552,-0.059898,0.016568,0.797167,-0.340284,0.171067,0.019194,0.924432,-0.265868,-0.201513,-0.075093,0.939717,-0.282072,0.065349,0.081363,0.953701,-0.539164,0.037649,-0.028900,0.840863,-0.564344,0.365060,0.699842,0.241802,0.654506,-0.430927,-0.583133,-0.214196,-0.354290,0.874959,0.293954,0.150054,-0.497077,-0.003901,-0.278525,0.821780,0.279158,0.525892,0.621726,-0.508887,0.232936,0.649039,0.459575,-0.559714
-0.324516,0.024905,0.029364,0.945096,-0.357937,0.207640,0.309340,0.856198,-0.551915,-0.213814,-0.022946,0.805696,-0.547646,-0.032526,0.051370,0.834498,-0.305729,0.170580,-0.001748,0.936712,-0.224899,-0.187672,-0.076016,0.953111,-0.244613,0.082838,0.069951,0.963540,-0.512897,0.037677,-0.010041,0.857564,-0.544332,0.377698,0.700073,0.266353,0.695114,-0.386595,-0.524917,-0.303023,-0.451215,0.848419,0.207661,0.182942,-0.473690,-0.014707,-0.266439,0.839292,0.263734,0.551373,0.594128,-0.522920,0.221148,0.669660,0.418819,-0.572049
-0.289029,0.026633,0.030897,0.956451,-0.318777,0.200360,0.281243,0.882689,-0.491028,-0.194127,0.025970,0.848841,-0.480823,-0.029932,0.078208,0.872810,-0.265137,0.182863,-0.026098,0.946352,-0.171964,-0.182537,-0.080282,0.964709,-0.195152,0.096971,0.041412,0.975088,-0.494289,0.032731,0.032843,0.868060,-0.514512,0.342597,0.726431,0.300336,0.733598,-0.242651,-0.499115,-0.392222,-0.593188,0.728136,0.211263,0.270765,-0.462908,-0.025243,-0.266230,0.845104,0.245750,0.570559,0.582417,-0.524271,0.207379,0.687162,0.395364,-0.573140
-0.251627,0.028977,0.032061,0.966859,-0.277927,0.193410,0.254140,0.905959,-0.423555,-0.176544,0.062562,0.886295,-0.411539,-0.035676,0.095074,0.905717,-0.220658,0.199199,-0.053774,0.953277,-0.112121,-0.180050,-0.085002,0.973543,-0.138263,0.104569,0.007721,0.984829,-0.465720,0.020410,0.081069,0.880975,-0.475310,0.269209,0.763930,0.343537,0.746618,-0.049521,-0.504757,-0.430499,0.706390,-0.547142,-0.273227,-0.356364,-0.449764,-0.036269,-0.270680,0.850370,0.227075,0.587495,0.572813,-0.524569,0.192847,0.702345,0.375068,-0.573452
-0.210788,0.032580,0.032521,0.976447,-0.234440,0.189571,0.228622,0.925653,-0.352069,-0.172001,0.084779,0.916120,-0.342412,-0.064513,0.101300,0.931842,-0.168439,0.224694,-0.087969,0.955721,-0.038675,-0.182330,-0.088331,0.978498,-0.066480,0.101462,-0.032832,0.992073,-0.419363,-0.005722,0.141646,0.896682,-0.401369,0.116753,0.822316,0.386092,0.690682,0.204778,-0.574837,-0.388055,0.745657,-0.264518,-0.419534,-0.444992,-0.432447,-0.046766,-0.283559,0.854632,0.208061,0.598980,0.567872,-0.524838,0.178100,0.712995,0.361280,-0.573929
