body_0_vel_x,body_0_vel_y,body_0_vel_z,body_1_vel_x,body_1_vel_y,body_1_vel_z,body_2_vel_x,body_2_vel_y,body_2_vel_z,body_3_vel_x,body_3_vel_y,body_3_vel_z,body_4_vel_x,body_4_vel_y,body_4_vel_z,body_5_vel_x,body_5_vel_y,body_5_vel_z,body_6_vel_x,body_6_vel_y,body_6_vel_z,body_7_vel_x,body_7_vel_y,body_7_vel_z,body_8_vel_x,body_8_vel_y,body_8_vel_z,body_9_vel_x,body_9_vel_y,body_9_vel_z,body_10_vel_x,body_10_vel_y,body_10_vel_z,body_11_vel_x,body_11_vel_y,body_11_vel_z,body_12_vel_x,body_12_vel_y,body_12_vel_z,body_13_vel_x,body_13_vel_y,body_13_vel_z
-0.341279,0.030612,0.724958,-0.419000,-0.023882,0.640328,-0.375594,0.291135,0.573645,0.036286,-0.073800,0.394147,-0.440096,0.107396,0.789327,-0.968541,0.325670,0.795386,-1.242274,-0.259185,0.393050,-0.325403,0.033953,0.726518,-0.475932,0.008949,0.879110,-0.779039,-0.654112,1.515625,-0.643917,-0.626198,1.219972,-0.489961,0.214524,0.718556,-0.571739,-0.383499,1.184644,-0.705982,-0.538043,1.411846
-0.343380,0.061687,0.580273,-0.413460,0.007937,0.508947,-0.300912,0.158156,0.493105,0.009906,-0.075772,0.386109,-0.429415,0.123691,0.639349,-0.959804,0.313263,0.666461,-1.324757,-0.240505,0.317489,-0.333911,0.064149,0.581644,-0.519001,0.033531,0.753233,-0.781296,-0.486824,1.373043,-0.543203,-0.470197,1.098401,-0.524577,0.184358,0.545657,-0.615168,-0.326818,1.058501,-0.800361,-0.432343,1.222322
-0.349095,0.088059,0.412861,-0.413464,0.033869,0.351442,-0.235555,0.046113,0.376920,-0.032107,-0.079609,0.323451,-0.424593,0.128381,0.468532,-0.907836,0.287338,0.510051,-1.341995,-0.213993,0.224406,-0.344329,0.092280,0.413764,-0.553252,0.054598,0.593355,-0.775318,-0.339422,1.167340,-0.469179,-0.336903,0.961001,-0.551112,0.163483,0.358726,-0.661102,-0.261090,0.922606,-0.890381,-0.340914,1.059468
-0.357546,0.106964,0.235891,-0.420374,0.051178,0.179481,-0.181074,-0.042294,0.239842,-0.081778,-0.088990,0.221915,-0.427283,0.122481,0.291837,-0.834504,0.256008,0.338997,-1.307981,-0.183373,0.118637,-0.355066,0.114882,0.236084,-0.577841,0.065521,0.413652,-0.775033,-0.225165,0.921674,-0.450484,-0.237323,0.810077,-0.568740,0.150724,0.170950,-0.696723,-0.195744,0.784143,-0.956827,-0.267774,0.930989
-0.367454,0.117824,0.058168,-0.433538,0.059578,0.002067,-0.133872,-0.113526,0.095835,-0.130144,-0.101775,0.101933,-0.436892,0.109527,0.118552,-0.757522,0.230790,0.162135,-1.239338,-0.147874,0.001087,-0.364875,0.130237,0.057488,-0.594344,0.062295,0.225785,-0.791479,-0.149258,0.656383,-0.503154,-0.174107,0.642218,-0.579411,0.143088,-0.011179,-0.711765,-0.137252,0.635836,-0.980588,-0.213423,0.823605
-0.379555,0.121185,-0.114956,-0.452881,0.060423,-0.174076,-0.093197,-0.172683,-0.045287,-0.170741,-0.111452,-0.020292,-0.453187,0.093066,-0.046644,-0.687357,0.218888,-0.014662,-1.147780,-0.103063,-0.126662,-0.375012,0.137767,-0.116582,-0.605221,0.048498,0.038121,-0.822877,-0.105167,0.389904,-0.613303,-0.138653,0.456450,-0.585995,0.137008,-0.184752,-0.702296,-0.089497,0.465340,-0.949711,-0.175702,0.713474
-0.396268,0.118173,-0.279179,-0.479267,0.055623,-0.342880,-0.064729,-0.218909,-0.178114,-0.200370,-0.111214,-0.136047,-0.476721,0.075162,-0.200659,-0.628754,0.218338,-0.185703,-1.037799,-0.045141,-0.258806,-0.388540,0.137951,-0.281769,-0.611090,0.036536,-0.143138,-0.852577,-0.075752,0.140832,-0.738325,-0.113365,0.264023,-0.589201,0.130280,-0.346135,-0.670520,-0.054050,0.268976,-0.862100,-0.150490,0.582124
-0.417802,0.110165,-0.429458,-0.511689,0.046224,-0.498007,-0.056312,-0.249306,-0.299837,-0.218027,-0.097597,-0.241670,-0.506057,0.055749,-0.339189,-0.582393,0.216701,-0.342815,-0.909658,0.023290,-0.383876,-0.406170,0.132296,-0.433057,-0.609642,0.041029,-0.311575,-0.860387,-0.042099,-0.072295,-0.832026,-0.080549,0.089332,-0.586447,0.123521,-0.489596,-0.621570,-0.029971,0.059046,-0.724321,-0.132146,0.428009
-0.439328,0.097856,-0.560028,-0.545363,0.030715,-0.633417,-0.069690,-0.266588,-0.407367,-0.223434,-0.071986,-0.332901,-0.535877,0.032138,-0.455887,-0.546737,0.192088,-0.474676,-0.764719,0.090735,-0.484725,-0.423286,0.122382,-0.564828,-0.597180,0.067984,-0.459692,-0.837354,0.004858,-0.235483,-0.872010,-0.032861,-0.041729,-0.573593,0.118969,-0.609140,-0.560600,-0.014517,-0.139935,-0.550718,-0.114896,0.267740
-0.453878,0.080508,-0.666260,-0.574099,0.004913,-0.744677,-0.095638,-0.282546,-0.494617,-0.215823,-0.039803,-0.400181,-0.559563,-0.000155,-0.544781,-0.520976,0.118966,-0.569982,-0.609358,0.141421,-0.541745,-0.432895,0.108613,-0.672648,-0.571598,0.109135,-0.581607,-0.790145,0.059431,-0.346422,-0.864828,0.023153,-0.119056,-0.548186,0.117060,-0.701136,-0.492575,-0.005127,-0.302997,-0.363824,-0.095171,0.126079
-0.457850,0.057383,-0.746208,-0.593360,-0.034303,-0.828812,-0.116979,-0.312235,-0.551984,-0.194080,-0.008248,-0.429460,-0.572770,-0.043589,-0.604337,-0.505959,-0.018067,-0.623136,-0.455238,0.164237,-0.540825,-0.431569,0.090794,-0.754647,-0.533938,0.147586,-0.676182,-0.732379,0.107636,-0.417615,-0.828674,0.073870,-0.157330,-0.511230,0.115038,-0.764970,-0.422824,-0.000508,-0.416343,-0.191049,-0.072548,0.020124
-0.451358,0.030969,-0.798646,-0.598359,-0.083025,-0.881265,-0.117852,-0.361482,-0.569389,-0.159111,0.016015,-0.409798,-0.571979,-0.093707,-0.638000,-0.499739,-0.208120,-0.636681,-0.316083,0.158056,-0.481767,-0.420369,0.070766,-0.809356,-0.485954,0.171075,-0.744851,-0.671161,0.139970,-0.468652,-0.772631,0.110518,-0.186248,-0.464766,0.110317,-0.799999,-0.354524,0.000927,-0.480053,-0.054148,-0.047860,-0.050040
-0.432658,0.007957,-0.818668,-0.579572,-0.128412,-0.892937,-0.092506,-0.418314,-0.541739,-0.116212,0.028458,-0.342727,-0.549759,-0.138844,-0.649108,-0.491683,-0.409739,-0.617436,-0.202823,0.129874,-0.380125,-0.399320,0.053594,-0.831306,-0.426425,0.181291,-0.784553,-0.600692,0.159459,-0.510353,-0.690651,0.136111,-0.226712,-0.407794,0.104451,-0.801612,-0.285065,0.002649,-0.501164,0.041838,-0.021217,-0.096114
-0.394976,-0.005115,-0.797254,-0.524380,-0.155196,-0.853131,-0.046933,-0.458186,-0.473510,-0.073760,0.027930,-0.245024,-0.495265,-0.167168,-0.635899,-0.463870,-0.567380,-0.571337,-0.119831,0.090226,-0.260877,-0.363456,0.044055,-0.810846,-0.352684,0.190058,-0.784320,-0.510029,0.177403,-0.534558,-0.574257,0.160925,-0.272716,-0.337219,0.101487,-0.762754,-0.208280,0.007818,-0.486467,0.108307,0.006552,-0.128596
-0.331006,-0.008286,-0.727628,-0.426353,-0.156277,-0.758163,0.006986,-0.460159,-0.379008,-0.038556,0.017529,-0.141590,-0.402248,-0.175361,-0.592882,-0.401360,-0.639371,-0.502665,-0.064346,0.050270,-0.148537,-0.306122,0.040947,-0.740826,-0.266556,0.206011,-0.731548,-0.397773,0.201048,-0.520530,-0.429693,0.190851,-0.295919,-0.253701,0.101977,-0.681163,-0.122125,0.014997,-0.441700,0.160817,0.030814,-0.149052
-0.239723,-0.009537,-0.611843,-0.292403,-0.137446,-0.616751,0.058618,-0.419565,-0.277063,-0.012630,0.003756,-0.053740,-0.275981,-0.170133,-0.516434,-0.301981,-0.616249,-0.416004,-0.029173,0.019491,-0.059271,-0.225147,0.035887,-0.623330,-0.175601,0.225470,-0.622452,-0.277116,0.225948,-0.452625,-0.279907,0.220586,-0.268827,-0.163708,0.100673,-0.563410,-0.031513,0.017751,-0.372714,0.208457,0.043746,-0.151249
-0.128019,-0.018670,-0.459861,-0.139626,-0.111717,-0.445224,0.101557,-0.346768,-0.182418,0.005816,-0.006775,0.008799,-0.131216,-0.161064,-0.407838,-0.176575,-0.516726,-0.316044,-0.006490,0.002697,0.001832,-0.124941,0.019286,-0.468620,-0.086590,0.236165,-0.465929,-0.166110,0.240392,-0.332567,-0.149666,0.238284,-0.184982,-0.074010,0.091483,-0.419775,0.058431,0.009677,-0.282804,0.255023,0.039415,-0.125567
-0.006788,-0.039465,-0.282752,0.014582,-0.089405,-0.257252,0.132747,-0.256325,-0.099328,0.019689,-0.011061,0.048250,0.016164,-0.152431,-0.271814,-0.041259,-0.368954,-0.205284,0.009881,-0.001530,0.038315,-0.013929,-0.011828,-0.288151,0.000644,0.228269,-0.278057,-0.075370,0.236097,-0.176954,-0.051085,0.235922,-0.060113,0.014297,0.073852,-0.256110,0.150041,-0.010431,-0.169470,0.306272,0.018175,-0.062794
0.113785,-0.067367,-0.088809,0.159606,-0.073285,-0.059303,0.151039,-0.158626,-0.022425,0.031615,-0.010722,0.073518,0.155573,-0.141377,-0.114853,0.089998,-0.195528,-0.083789,0.024522,0.000753,0.057755,0.099050,-0.051490,-0.090585,0.091987,0.201034,-0.075055,-0.004616,0.214040,-0.006790,0.018188,0.214782,0.080756,0.105380,0.053610,-0.072942,0.251919,-0.037830,-0.027305,0.371463,-0.013486,0.041820
0.226546,-0.093560,0.112991,0.291533,-0.061209,0.143819,0.157201,-0.060414,0.055989,0.044272,-0.009538,0.094433,0.282237,-0.122011,0.053251,0.207493,-0.012570,0.047353,0.041411,0.002073,0.068753,0.206988,-0.089194,0.114730,0.193032,0.160512,0.127756,0.053634,0.181468,0.158900,0.068995,0.182329,0.214398,0.203598,0.038471,0.126679,0.370151,-0.064460,0.143244,0.456772,-0.046062,0.183764
0.327426,-0.110249,0.307340,0.409135,-0.050911,0.340606,0.154922,0.029758,0.138825,0.061511,-0.009922,0.119257,0.394232,-0.089948,0.217013,0.304293,0.162427,0.182189,0.064495,-0.003703,0.080490,0.305426,-0.115830,0.312140,0.304117,0.113599,0.313056,0.109486,0.145402,0.303001,0.115118,0.145778,0.322195,0.309033,0.033413,0.328974,0.500720,-0.081921,0.328559,0.558252,-0.070069,0.346355
0.414575,-0.112867,0.472918,0.510846,-0.041779,0.511574,0.150894,0.099658,0.222362,0.089479,-0.011166,0.154154,0.490087,-0.043872,0.356939,0.374772,0.306150,0.309962,0.098039,-0.019704,0.102408,0.392108,-0.126360,0.480071,0.418753,0.064987,0.462183,0.171631,0.109293,0.410730,0.168340,0.108858,0.391011,0.415975,0.039212,0.509586,0.629269,-0.084118,0.502582,0.661511,-0.078580,0.502925
0.487196,-0.099568,0.589616,0.594159,-0.033553,0.636286,0.152662,0.139076,0.298187,0.136607,-0.010196,0.200507,0.568171,0.014905,0.455670,0.414292,0.394493,0.419089,0.147482,-0.045315,0.141406,0.465827,-0.119168,0.598309,0.525284,0.018124,0.560711,0.243643,0.074092,0.473716,0.233073,0.072948,0.416772,0.514408,0.053377,0.642530,0.737386,-0.069542,0.635751,0.747883,-0.069527,0.624316
0.543952,-0.070651,0.645697,0.655804,-0.025067,0.701170,0.165422,0.148156,0.355066,0.211173,-0.003741,0.250290,0.626469,0.082600,0.503354,0.419180,0.413002,0.500860,0.219993,-0.076554,0.197229,0.524761,-0.094857,0.655123,0.611499,-0.023054,0.602268,0.323089,0.040628,0.492049,0.305094,0.039350,0.405434,0.594103,0.071721,0.710681,0.810470,-0.041681,0.706485,0.802191,-0.046214,0.688269
0.581762,-0.029171,0.639151,0.691946,-0.015049,0.701985,0.190622,0.139278,0.380569,0.316801,0.009380,0.285612,0.662233,0.152292,0.498022,0.387421,0.364514,0.549772,0.322490,-0.108080,0.259928,0.565417,-0.056302,0.648551,0.670285,-0.054423,0.586302,0.404250,0.010510,0.469800,0.376841,0.009908,0.366279,0.649477,0.089877,0.710545,0.842948,-0.006742,0.708422,0.818139,-0.015007,0.686060
0.596822,0.018388,0.574772,0.699779,-0.003930,0.642117,0.227132,0.129272,0.364547,0.448498,0.026658,0.286236,0.673039,0.213907,0.442684,0.321704,0.268688,0.561813,0.456577,-0.136522,0.312598,0.583800,-0.009272,0.583418,0.702469,-0.073642,0.514220,0.481059,-0.014502,0.408891,0.443460,-0.013836,0.303168,0.681848,0.104577,0.649981,0.839181,0.029414,0.649816,0.799741,0.018010,0.623190
0.587972,0.063346,0.461344,0.680626,0.005781,0.530464,0.272468,0.128516,0.303395,0.592029,0.041850,0.239979,0.659621,0.256543,0.343159,0.233939,0.153248,0.533478,0.613605,-0.163120,0.338259,0.578632,0.038279,0.468557,0.714590,-0.081374,0.389626,0.547742,-0.033219,0.308677,0.503226,-0.031251,0.213096,0.697265,0.114427,0.542243,0.809948,0.063060,0.546525,0.758127,0.049084,0.514179
0.559452,0.097945,0.310590,0.641714,0.011236,0.380070,0.321856,0.136187,0.201711,0.727022,0.047246,0.147645,0.627843,0.272641,0.207967,0.146783,0.041757,0.462425,0.774291,-0.192979,0.326096,0.553832,0.078651,0.315816,0.713684,-0.080585,0.221839,0.598602,-0.045237,0.171405,0.553631,-0.042446,0.093261,0.701816,0.119878,0.400759,0.766316,0.092861,0.414085,0.705067,0.077061,0.375371
0.519867,0.117877,0.136976,0.594026,0.011167,0.206960,0.367013,0.143899,0.070710,0.831786,0.037692,0.020930,0.587110,0.261052,0.048992,0.088184,-0.054438,0.349166,0.914124,-0.230412,0.273270,0.517421,0.106561,0.139898,0.703281,-0.075122,0.027779,0.628565,-0.051181,0.007484,0.588803,-0.048193,-0.050691,0.698085,0.122054,0.237553,0.714828,0.118770,0.264410,0.647693,0.102106,0.220834
0.477714,0.122321,-0.042820,0.547357,0.006175,0.028879,0.398297,0.141958,-0.073810,0.887869,0.013959,-0.121490,0.546018,0.226730,-0.118775,0.080048,-0.135288,0.199128,1.011588,-0.273385,0.183175,0.477234,0.119340,-0.042174,0.682977,-0.068880,-0.170429,0.634277,-0.053034,-0.164361,0.601219,-0.050252,-0.202345,0.684855,0.120701,0.064971,0.657287,0.139642,0.107709,0.588304,0.123197,0.062575
0.437257,0.112688,-0.211363,0.506514,-0.001926,-0.136173,0.410012,0.122199,-0.212337,0.883616,-0.017126,-0.255858,0.508892,0.177973,-0.279022,0.127526,-0.204249,0.024173,1.054582,-0.311637,0.063585,0.437048,0.116289,-0.212600,0.651017,-0.064761,-0.350773,0.615437,-0.053286,-0.321954,0.586437,-0.050784,-0.339229,0.659705,0.112932,-0.102380,0.594615,0.151237,-0.044650,0.528295,0.136058,-0.088266
0.398302,0.092321,-0.353165,0.471539,-0.010312,-0.272255,0.404312,0.077554,-0.323396,0.816644,-0.046085,-0.355461,0.475997,0.123678,-0.417111,0.215963,-0.260562,-0.157729,1.041733,-0.330724,-0.073731,0.396481,0.099227,-0.355640,0.607924,-0.062325,-0.496842,0.576432,-0.052209,-0.446521,0.547475,-0.049845,-0.441094,0.622697,0.094701,-0.248704,0.531167,0.147228,-0.180739,0.471822,0.134095,-0.222856
0.359818,0.066913,-0.458324,0.441303,-0.015353,-0.368948,0.389997,0.002957,-0.388994,0.695442,-0.065324,-0.397132,0.446883,0.071358,-0.523423,0.316712,-0.298067,-0.325014,0.978674,-0.319571,-0.212479,0.354637,0.073746,-0.461416,0.558873,-0.055886,-0.601469,0.527090,-0.045370,-0.528478,0.495783,-0.042951,-0.497448,0.578844,0.064391,-0.361640,0.475872,0.123268,-0.292592,0.425925,0.112430,-0.338666
0.323434,0.043323,-0.525248,0.416405,-0.014469,-0.424562,0.376805,-0.100123,-0.402545,0.539610,-0.071946,-0.371490,0.422867,0.025252,-0.595279,0.396843,-0.311772,-0.455936,0.873108,-0.276690,-0.331272,0.313587,0.048341,-0.528686,0.512469,-0.036539,-0.667036,0.480142,-0.025075,-0.569536,0.446977,-0.022424,-0.510709,0.536863,0.025002,-0.437260,0.438416,0.080635,-0.380439,0.396705,0.071720,-0.441637
0.292382,0.026064,-0.559461,0.397212,-0.009143,-0.446200,0.368537,-0.218916,-0.373343,0.376513,-0.067802,-0.290024,0.404671,-0.014895,-0.635007,0.428443,-0.306057,-0.532091,0.733391,-0.211836,-0.405324,0.277390,0.030221,-0.563478,0.475131,0.001476,-0.701217,0.444379,0.013751,-0.579059,0.411836,0.016863,-0.492470,0.503407,-0.017254,-0.480455,0.421824,0.026384,-0.450802,0.383624,0.018692,-0.540818
0.266724,0.014526,-0.567810,0.378753,-0.005500,-0.445087,0.359531,-0.329996,-0.322299,0.233043,-0.057445,-0.181918,0.387080,-0.052243,-0.644478,0.397299,-0.294964,-0.542840,0.571404,-0.142441,-0.413972,0.247400,0.020956,-0.572938,0.444884,0.055055,-0.709533,0.417714,0.068082,-0.565868,0.388068,0.072037,-0.454361,0.476665,-0.056063,-0.498936,0.417079,-0.029327,-0.507650,0.376562,-0.036231,-0.636200
0.241173,0.004503,-0.552363,0.350160,-0.009851,-0.429510,0.338327,-0.407127,-0.270284,0.126153,-0.045263,-0.080566,0.358526,-0.088396,-0.621160,0.309934,-0.291739,-0.490263,0.404809,-0.085710,-0.352708,0.219807,0.016515,-0.558960,0.411313,0.112960,-0.690122,0.387715,0.127254,-0.531533,0.361208,0.132606,-0.400392,0.446169,-0.086580,-0.495660,0.406271,-0.076211,-0.544337,0.360083,-0.082060,-0.710420
0.208808,-0.007243,-0.509548,0.301787,-0.022500,-0.400447,0.296655,-0.432116,-0.227114,0.058437,-0.033444,-0.008189,0.308710,-0.120246,-0.560359,0.193282,-0.297158,-0.391140,0.253729,-0.050266,-0.240473,0.188616,0.011629,-0.517379,0.363197,0.162670,-0.635832,0.341030,0.179185,-0.471065,0.315800,0.186523,-0.327122,0.400472,-0.105336,-0.466644,0.373582,-0.106243,-0.544916,0.323011,-0.110242,-0.734492
0.165745,-0.020630,-0.434791,0.232251,-0.036660,-0.352871,0.235277,-0.401597,-0.189062,0.021168,-0.022206,0.031123,0.236185,-0.142165,-0.461239,0.082898,-0.299166,-0.272143,0.133472,-0.033528,-0.113085,0.149753,0.003428,-0.443008,0.296634,0.196701,-0.542073,0.273036,0.216294,-0.379824,0.246496,0.226026,-0.230316,0.335582,-0.110728,-0.405307,0.314706,-0.115944,-0.493757,0.264787,-0.117489,-0.683840
0.111259,-0.034328,-0.327317,0.147265,-0.044172,-0.280697,0.161019,-0.325326,-0.145399,0.001527,-0.011558,0.046711,0.147332,-0.151303,-0.329615,0.005593,-0.283656,-0.159054,0.049458,-0.026651,-0.005337,0.101433,-0.008921,-0.334809,0.216072,0.213046,-0.412658,0.188884,0.236100,-0.259260,0.159049,0.248325,-0.110619,0.256280,-0.104553,-0.308019,0.236672,-0.107833,-0.384235,0.193183,-0.107180,-0.550713
0.045272,-0.048462,-0.190800,0.053097,-0.041867,-0.180885,0.079564,-0.217944,-0.087264,-0.011040,-0.002291,0.051020,0.049439,-0.149631,-0.174747,-0.030796,-0.244023,-0.066335,-0.002292,-0.021499,0.064763,0.042412,-0.026091,-0.196615,0.128817,0.211525,-0.257774,0.097078,0.237925,-0.116228,0.062989,0.252422,0.026563,0.170286,-0.092148,-0.176222,0.149743,-0.089210,-0.220732,0.116840,-0.087487,-0.345140
-0.031964,-0.064068,-0.031190,-0.047033,-0.032446,-0.054820,-0.007568,-0.090963,-0.012252,-0.022331,0.004476,0.052232,-0.053495,-0.140891,-0.004447,-0.034092,-0.181659,0.006359,-0.031353,-0.013771,0.098990,-0.027828,-0.048306,-0.034728,0.038942,0.191503,-0.086563,0.002852,0.220575,0.041941,-0.035381,0.236750,0.174721,0.081167,-0.079689,-0.015894,0.058899,-0.068210,-0.016526,0.039121,-0.066760,-0.088939
-0.117726,-0.080541,0.144087,-0.151210,-0.020653,0.091434,-0.099883,0.049112,0.076195,-0.034606,0.007752,0.053423,-0.159327,-0.127154,0.175863,-0.016987,-0.102041,0.069446,-0.049621,-0.002107,0.111065,-0.107052,-0.073426,0.143101,-0.054952,0.153017,0.097444,-0.093923,0.183150,0.210151,-0.134760,0.199860,0.327910,-0.014613,-0.070890,0.162456,-0.039118,-0.050221,0.207628,-0.043432,-0.049812,0.189155
-0.205559,-0.094668,0.323973,-0.255516,-0.009375,0.246328,-0.193346,0.196126,0.171327,-0.049212,0.006330,0.055964,-0.264332,-0.108983,0.359154,0.010711,-0.013463,0.134625,-0.069742,0.014041,0.117219,-0.189352,-0.096509,0.325573,-0.157099,0.099004,0.292647,-0.196113,0.127315,0.382623,-0.236292,0.142768,0.478282,-0.124256,-0.066344,0.342645,-0.151231,-0.037781,0.423957,-0.137304,-0.038217,0.455198
-0.286603,-0.101962,0.491359,-0.352786,0.001959,0.392516,-0.278961,0.337907,0.265014,-0.068294,-0.001209,0.063033,-0.361546,-0.087559,0.531891,0.042379,0.071956,0.207402,-0.103977,0.035905,0.130793,-0.266580,-0.111637,0.495386,-0.268948,0.036470,0.490479,-0.304457,0.059298,0.547473,-0.339764,0.071371,0.612902,-0.250730,-0.065447,0.503001,-0.278735,-0.033011,0.600578,-0.244561,-0.033326,0.672449
-0.352485,-0.098296,0.624395,-0.433964,0.017107,0.509418,-0.345095,0.454266,0.349000,-0.095025,-0.015195,0.080226,-0.441819,-0.065189,0.673406,0.070877,0.140186,0.283848,-0.162184,0.065259,0.159306,-0.331022,-0.113921,0.630497,-0.384587,-0.023496,0.669988,-0.413873,-0.009123,0.685088,-0.441040,-0.002076,0.714580,-0.386118,-0.067875,0.620213,-0.410456,-0.038593,0.708868,-0.356943,-0.037631,0.808132
-0.398008,-0.080858,0.702698,-0.491071,0.041079,0.579117,-0.381570,0.522680,0.415982,-0.133192,-0.032957,0.112355,-0.496850,-0.043784,0.761602,0.086229,0.182005,0.351799,-0.249001,0.102300,0.201032,-0.377785,-0.100423,0.710318,-0.491019,-0.067481,0.802235,-0.513368,-0.062392,0.773309,-0.531630,-0.060747,0.767281,-0.511982,-0.073065,0.676333,-0.524915,-0.055541,0.732978,-0.457004,-0.052546,0.843399
-0.422460,-0.049346,0.715002,-0.520231,0.076548,0.592464,-0.383524,0.529204,0.459948,-0.186614,-0.047812,0.158262,-0.522557,-0.023852,0.781719,0.076797,0.199682,0.395237,-0.361528,0.143300,0.242819,-0.405918,-0.070912,0.723391,-0.573573,-0.084386,0.862377,-0.589848,-0.087093,0.796335,-0.600567,-0.089848,0.762268,-0.607418,-0.079288,0.665054,-0.601027,-0.080575,0.675680,-0.526570,-0.075486,0.780485
-0.428951,-0.007547,0.662696,-0.522915,0.120446,0.551046,-0.353806,0.476699,0.475430,-0.258009,-0.050225,0.207990,-0.520665,-0.005440,0.731883,0.033080,0.206401,0.400101,-0.489270,0.180979,0.263886,-0.417805,-0.029141,0.670999,-0.622698,-0.071165,0.840569,-0.633715,-0.079062,0.751028,-0.638488,-0.084486,0.700888,-0.659199,-0.084259,0.592753,-0.629314,-0.106792,0.555581,-0.556337,-0.100135,0.640824
-0.422236,0.036498,0.557019,-0.504631,0.163791,0.463962,-0.303067,0.383130,0.456959,-0.347208,-0.031827,0.245741,-0.497430,0.010424,0.621942,-0.046759,0.216945,0.359107,-0.616980,0.207885,0.245530,-0.417239,0.016829,0.564454,-0.637419,-0.035131,0.744254,-0.642806,-0.045944,0.646533,-0.641940,-0.052423,0.592587,-0.666836,-0.086770,0.473683,-0.615193,-0.127494,0.397131,-0.549413,-0.120033,0.454372
-0.406781,0.073213,0.413082,-0.472442,0.195565,0.342763,-0.247196,0.271206,0.400389,-0.449287,0.008977,0.256999,-0.460920,0.021830,0.467915,-0.151591,0.236969,0.273287,-0.728844,0.219734,0.179823,-0.407764,0.056986,0.419144,-0.623919,0.009702,0.592045,-0.622334,-0.002795,0.498593,-0.614844,-0.009319,0.450015,-0.640173,-0.087330,0.323554,-0.573380,-0.139510,0.220881,-0.517178,-0.131879,0.247760
-0.386492,0.095679,0.245289,-0.433511,0.208033,0.198203,-0.202437,0.158603,0.305403,-0.553373,0.063753,0.234044,-0.419164,0.027445,0.286706,-0.257537,0.259636,0.150150,-0.811445,0.216198,0.071548,-0.392559,0.083532,0.249833,-0.591804,0.049690,0.405208,-0.581912,0.035828,0.323366,-0.566514,0.029622,0.284772,-0.593275,-0.087073,0.155772,-0.519723,-0.143293,0.039930,-0.472446,-0.135748,0.038699
-0.365314,0.102042,0.065984,-0.394846,0.199614,0.039621,-0.179677,0.055961,0.176970,-0.643174,0.116689,0.176093,-0.379562,0.027261,0.093762,-0.337427,0.270688,0.001136,-0.854506,0.199807,-0.064976,-0.375060,0.093701,0.069162,-0.550910,0.076768,0.202432,-0.532251,0.061470,0.134606,-0.508368,0.055531,0.106469,-0.539374,-0.086450,-0.018876,-0.466453,-0.140819,-0.137799,-0.425316,-0.133194,-0.162296
-0.346651,0.094579,-0.113222,-0.362561,0.173849,-0.123782,-0.180554,-0.029329,0.025123,-0.700459,0.152200,0.086481,-0.347988,0.021695,-0.096244,-0.374795,0.255556,-0.158573,-0.850704,0.174564,-0.208584,-0.358311,0.089271,-0.111123,-0.509074,0.088716,-0.000382,-0.482518,0.072038,-0.055256,-0.450896,0.066188,-0.075172,-0.488173,-0.085086,-0.190391,-0.421215,-0.133839,-0.305061,-0.382464,-0.125706,-0.346410
-0.331577,0.077385,-0.279370,-0.340120,0.136564,-0.281028,-0.197535,-0.090686,-0.135506,-0.711016,0.162306,-0.027890,-0.327149,0.010737,-0.267646,-0.372492,0.203197,-0.308342,-0.796620,0.144484,-0.331981,-0.343128,0.074344,-0.278082,-0.470731,0.086274,-0.187564,-0.438548,0.068694,-0.232712,-0.401421,0.062816,-0.248092,-0.445016,-0.082092,-0.347559,-0.387740,-0.123035,-0.452175,-0.347980,-0.114024,-0.502184
-0.318505,0.055614,-0.418303,-0.327615,0.094228,-0.419069,-0.217646,-0.124979,-0.285803,-0.669874,0.149206,-0.153208,-0.316201,-0.005032,-0.404301,-0.350112,0.107795,-0.423340,-0.695456,0.112180,-0.405147,-0.327871,0.054411,-0.417660,-0.437706,0.071406,-0.342794,-0.403151,0.053753,-0.383205,-0.363861,0.047787,-0.398787,-0.412335,-0.075387,-0.478383,-0.367698,-0.107158,-0.568207,-0.325082,-0.097271,-0.616807
-0.305862,0.035977,-0.518842,-0.323431,0.053620,-0.525961,-0.227207,-0.137434,-0.403782,-0.582657,0.122350,-0.265908,-0.312854,-0.022764,-0.494452,-0.331918,-0.027575,-0.483097,-0.559621,0.078722,-0.406204,-0.311309,0.036726,-0.518829,-0.411839,0.048383,-0.453200,-0.378217,0.031477,-0.495334,-0.340245,0.025318,-0.516699,-0.392204,-0.060978,-0.573972,-0.362473,-0.082857,-0.646289,-0.317237,-0.072560,-0.683137
-0.294824,0.025410,-0.578160,-0.325939,0.020621,-0.595472,-0.215579,-0.142649,-0.469726,-0.463516,0.092391,-0.336754,-0.315358,-0.038080,-0.537037,-0.332395,-0.185845,-0.483724,-0.410009,0.045248,-0.335816,-0.295503,0.029003,-0.578953,-0.395235,0.025247,-0.516279,-0.364794,0.009563,-0.566020,-0.330563,0.003058,-0.597952,-0.385745,-0.034651,-0.632388,-0.371218,-0.047080,-0.687589,-0.325214,-0.037085,-0.705473
