body_0_vel_x,body_0_vel_y,body_0_vel_z,body_1_vel_x,body_1_vel_y,body_1_vel_z,body_2_vel_x,body_2_vel_y,body_2_vel_z,body_3_vel_x,body_3_vel_y,body_3_vel_z,body_4_vel_x,body_4_vel_y,body_4_vel_z,body_5_vel_x,body_5_vel_y,body_5_vel_z,body_6_vel_x,body_6_vel_y,body_6_vel_z,body_7_vel_x,body_7_vel_y,body_7_vel_z,body_8_vel_x,body_8_vel_y,body_8_vel_z,body_9_vel_x,body_9_vel_y,body_9_vel_z,body_10_vel_x,body_10_vel_y,body_10_vel_z,body_11_vel_x,body_11_vel_y,body_11_vel_z,body_12_vel_x,body_12_vel_y,body_12_vel_z,body_13_vel_x,body_13_vel_y,body_13_vel_z
0.259682,0.351554,0.762810,0.412210,0.264030,0.762303,-0.334676,0.264532,0.366634,0.004508,0.021887,0.017571,-0.179261,0.537580,0.690743,-0.696732,0.789740,0.449883,0.057907,0.304516,0.020819,0.317181,0.343940,0.768096,0.851021,-0.113495,0.831163,0.923815,-0.095562,0.827387,0.783612,0.072486,0.841125,-0.197667,0.316448,0.792829,-0.619903,0.538064,0.772177,-0.646655,0.523305,0.784351
0.248508,0.369821,0.773532,0.417283,0.278527,0.783830,-0.379987,0.309005,0.402597,0.006784,0.024520,0.023926,-0.217007,0.612170,0.686198,-0.751741,0.886975,0.448814,0.082351,0.517686,0.048823,0.308742,0.350159,0.780937,0.828997,-0.183123,0.864806,0.914824,-0.084528,0.876357,0.851102,0.033027,0.885794,-0.199154,0.326371,0.788842,-0.651440,0.603013,0.760375,-0.749207,0.590375,0.776776
0.214057,0.363001,0.738880,0.399537,0.263960,0.760273,-0.404748,0.331232,0.415565,0.014395,0.029931,0.034822,-0.256677,0.656992,0.642342,-0.756857,0.936784,0.426507,0.101689,0.795415,0.093553,0.273527,0.333063,0.747522,0.772038,-0.268756,0.841532,0.893487,-0.079415,0.872655,0.892785,-0.019171,0.875147,-0.213749,0.318762,0.740723,-0.685194,0.643562,0.721364,-0.866208,0.633961,0.746331
0.164793,0.341157,0.671750,0.364135,0.230326,0.702986,-0.404268,0.330187,0.409727,0.030999,0.041438,0.051356,-0.289061,0.676203,0.572540,-0.716928,0.946999,0.387892,0.117480,1.110571,0.148978,0.220354,0.303910,0.680680,0.690749,-0.358307,0.775232,0.872290,-0.080125,0.832230,0.915075,-0.076789,0.827732,-0.237891,0.302779,0.662204,-0.719325,0.670020,0.665317,-0.990856,0.670951,0.698605
0.113291,0.315842,0.584562,0.322185,0.191000,0.624310,-0.375054,0.307739,0.389067,0.059619,0.062695,0.073124,-0.304716,0.679068,0.486921,-0.647928,0.936662,0.333146,0.138450,1.421350,0.203121,0.162317,0.274357,0.593044,0.596698,-0.438081,0.682034,0.862610,-0.082578,0.774601,0.925685,-0.131405,0.765116,-0.263280,0.286767,0.565668,-0.746371,0.691094,0.601115,-1.113470,0.714554,0.641405
0.070373,0.294174,0.487342,0.285049,0.155392,0.535243,-0.318104,0.267621,0.356869,0.102059,0.096777,0.098065,-0.298929,0.674427,0.391905,-0.568489,0.927772,0.260504,0.175770,1.684552,0.243387,0.110907,0.250775,0.495001,0.498823,-0.497874,0.576343,0.871224,-0.082926,0.718739,0.931119,-0.178771,0.707433,-0.282002,0.274236,0.460689,-0.758592,0.709902,0.535535,-1.223969,0.770464,0.583195
0.041267,0.277048,0.386922,0.259556,0.125510,0.443592,-0.240568,0.214713,0.315337,0.159228,0.145051,0.122393,-0.273588,0.667441,0.291553,-0.490910,0.935896,0.170405,0.235987,1.868749,0.261053,0.072118,0.233032,0.393715,0.402087,-0.533530,0.468694,0.898857,-0.082053,0.680211,0.935559,-0.222660,0.670790,-0.290732,0.263826,0.353547,-0.753094,0.724732,0.472974,-1.313681,0.837981,0.531005
0.025951,0.261639,0.286248,0.246937,0.097867,0.352413,-0.154715,0.155558,0.264450,0.231403,0.206096,0.139772,-0.234988,0.659997,0.188181,-0.418873,0.965451,0.066752,0.317017,1.961355,0.251836,0.046663,0.217512,0.292334,0.308411,-0.545610,0.365100,0.940625,-0.086586,0.669435,0.940822,-0.275119,0.666273,-0.291485,0.252587,0.246563,-0.733114,0.732935,0.414581,-1.377172,0.914008,0.488231
0.021845,0.244723,0.184096,0.244447,0.067364,0.259373,-0.075022,0.099379,0.200870,0.316947,0.275008,0.140557,-0.190206,0.652387,0.082077,-0.351955,1.011114,-0.045144,0.409248,1.967534,0.213880,0.032513,0.200728,0.189696,0.217849,-0.535877,0.267514,0.986443,-0.105396,0.690842,0.945710,-0.353332,0.700228,-0.289815,0.239447,0.137709,-0.705593,0.734020,0.356894,-1.413548,0.995981,0.453120
0.026095,0.224037,0.076514,0.247419,0.029623,0.158396,-0.014628,0.057227,0.118941,0.409057,0.343129,0.113409,-0.144800,0.643929,-0.027877,-0.290663,1.062200,-0.160754,0.499499,1.902232,0.146202,0.027120,0.180714,0.081822,0.128703,-0.504668,0.175724,1.020390,-0.144357,0.742569,0.943786,-0.474776,0.775500,-0.292718,0.226314,0.021895,-0.677879,0.729729,0.291471,-1.425895,1.081611,0.418732
0.036640,0.198000,-0.039364,0.251090,-0.018636,0.044195,0.018530,0.036756,0.014975,0.492730,0.398445,0.051217,-0.101963,0.632590,-0.141577,-0.236963,1.105342,-0.275623,0.574042,1.779485,0.049642,0.028495,0.156493,-0.034219,0.037493,-0.451209,0.090587,1.020622,-0.203202,0.815925,0.920935,-0.651463,0.892678,-0.307088,0.216561,-0.105532,-0.655767,0.721885,0.206841,-1.418599,1.166500,0.374283
0.052806,0.165734,-0.160826,0.252311,-0.079469,-0.082345,0.025290,0.033342,-0.107341,0.546268,0.427671,-0.040426,-0.062120,0.615048,-0.254211,-0.191859,1.123397,-0.382057,0.619060,1.605667,-0.069168,0.035880,0.127741,-0.155793,-0.059696,-0.376127,0.016689,0.963095,-0.275404,0.894564,0.856233,-0.882458,1.050502,-0.337899,0.212358,-0.244753,-0.642538,0.710173,0.092155,-1.393873,1.242453,0.306658
0.075357,0.128692,-0.278107,0.250109,-0.152187,-0.212317,0.015952,0.023847,-0.235389,0.549719,0.420492,-0.138787,-0.023428,0.588475,-0.355054,-0.155431,1.094201,-0.467086,0.621085,1.382249,-0.193011,0.050054,0.096051,-0.273248,-0.164376,-0.282827,-0.038811,0.830894,-0.348459,0.955551,0.729137,-1.144955,1.246007,-0.385399,0.212956,-0.389784,-0.637423,0.691803,-0.059832,-1.349123,1.299059,0.200973
0.104700,0.093010,-0.378082,0.243491,-0.230470,-0.332737,0.005428,-0.028851,-0.352435,0.496476,0.373763,-0.209541,0.015263,0.553897,-0.430737,-0.130553,0.996533,-0.515579,0.571386,1.116590,-0.294235,0.071973,0.067018,-0.373623,-0.272761,-0.175269,-0.071930,0.625920,-0.403480,0.974808,0.530607,-1.388556,1.475229,-0.442344,0.215329,-0.530026,-0.633412,0.664097,-0.251011,-1.276065,1.329085,0.041906
0.136863,0.069418,-0.450291,0.227402,-0.300928,-0.432525,0.004230,-0.158664,-0.444144,0.399080,0.291678,-0.220179,0.049798,0.518160,-0.471150,-0.124489,0.825427,-0.517665,0.473265,0.831211,-0.344663,0.099101,0.050155,-0.446622,-0.374331,-0.054890,-0.087591,0.375082,-0.418551,0.935674,0.270333,-1.540567,1.731876,-0.493563,0.216706,-0.651873,-0.616540,0.629237,-0.473900,-1.161984,1.334983,-0.179197
0.160487,0.067740,-0.489592,0.191413,-0.347415,-0.504020,0.011353,-0.375459,-0.499250,0.283418,0.180637,-0.152028,0.068986,0.490339,-0.473164,-0.143043,0.605997,-0.474733,0.345199,0.561486,-0.331664,0.122171,0.053974,-0.487142,-0.452193,0.077099,-0.098492,0.125141,-0.380800,0.835333,-0.024510,-1.527023,1.999732,-0.519307,0.216927,-0.737111,-0.568769,0.597888,-0.703328,-0.993171,1.331336,-0.449889
0.159567,0.088205,-0.493608,0.125117,-0.360910,-0.539049,0.015145,-0.655693,-0.504250,0.175878,0.042888,-0.003981,0.059906,0.473461,-0.439649,-0.181298,0.389461,-0.399011,0.214746,0.341404,-0.267920,0.126921,0.078296,-0.492601,-0.485708,0.211035,-0.115932,-0.072253,-0.302279,0.685859,-0.314867,-1.304533,2.242338,-0.501745,0.218837,-0.761238,-0.474262,0.587283,-0.891834,-0.760249,1.339233,-0.725480
0.122598,0.117758,-0.459838,0.027794,-0.347116,-0.526549,0.002436,-0.952486,-0.441920,0.093763,-0.124795,0.209120,0.018172,0.460035,-0.376564,-0.221416,0.228259,-0.307506,0.106993,0.188140,-0.184770,0.101909,0.111000,-0.460067,-0.456807,0.322444,-0.140462,-0.178638,-0.224857,0.511486,-0.554858,-0.887710,2.403643,-0.432386,0.227041,-0.700103,-0.326482,0.612417,-0.983059,-0.464167,1.374069,-0.939161
0.052028,0.136999,-0.387950,-0.086025,-0.323768,-0.458358,-0.030992,-1.216002,-0.301669,0.043511,-0.325337,0.455287,-0.044912,0.438280,-0.292297,-0.241933,0.148114,-0.215406,0.035601,0.097280,-0.113492,0.047343,0.134104,-0.388788,-0.359280,0.377353,-0.161860,-0.182829,-0.204511,0.343652,-0.698772,-0.354288,2.427627,-0.317005,0.246522,-0.546559,-0.132510,0.675227,-0.943532,-0.120116,1.434146,-1.036406
-0.034100,0.132683,-0.285342,-0.191613,-0.309570,-0.339346,-0.077303,-1.407845,-0.095084,0.022967,-0.553063,0.682461,-0.105273,0.403724,-0.198598,-0.230638,0.139738,-0.132728,0.000642,0.050786,-0.070052,-0.022505,0.134931,-0.286055,-0.205678,0.347625,-0.168556,-0.105152,-0.283026,0.212327,-0.713275,0.179985,2.285700,-0.174508,0.281342,-0.324185,0.088226,0.760234,-0.788825,0.244004,1.498307,-1.008874
-0.110814,0.104694,-0.168085,-0.267319,-0.314721,-0.190502,-0.123556,-1.505881,0.140272,0.023801,-0.790649,0.827892,-0.138218,0.363479,-0.108611,-0.189450,0.174194,-0.063859,-0.007665,0.029456,-0.053562,-0.086073,0.112669,-0.168270,-0.026146,0.225416,-0.156377,0.010679,-0.466533,0.135097,-0.589155,0.604091,1.992599,-0.029322,0.332150,-0.081910,0.310556,0.840842,-0.577542,0.595220,1.535109,-0.897313
-0.158840,0.062472,-0.054016,-0.305753,-0.339512,-0.039777,-0.162531,-1.507436,0.356318,0.034745,-1.015372,0.845798,-0.130914,0.328644,-0.031191,-0.128739,0.224677,-0.008192,-0.002399,0.020388,-0.054562,-0.125582,0.075545,-0.053846,0.140785,0.027564,-0.128101,0.114148,-0.724427,0.111692,-0.344239,0.845028,1.602796,0.098011,0.392846,0.129701,0.511623,0.891654,-0.375838,0.905114,1.517664,-0.761211
-0.171670,0.016086,0.045727,-0.313901,-0.378622,0.091574,-0.197996,-1.430820,0.516990,0.046599,-1.210499,0.733148,-0.085860,0.303448,0.032838,-0.058573,0.276979,0.038187,0.005919,0.017145,-0.063361,-0.134060,0.032810,0.045648,0.260547,-0.211307,-0.086742,0.164663,-1.006688,0.129260,-0.018830,0.873728,1.192822,0.196200,0.449944,0.281329,0.675945,0.897933,-0.223122,1.155663,1.434545,-0.643190
-0.153480,-0.029827,0.128801,-0.303606,-0.425403,0.195578,-0.240402,-1.307008,0.609352,0.056433,-1.372689,0.528065,-0.014404,0.281855,0.087942,0.015272,0.326890,0.079368,0.011870,0.016806,-0.073657,-0.114563,-0.011105,0.127848,0.312601,-0.451254,-0.031582,0.141515,-1.265494,0.173665,0.329303,0.691955,0.839152,0.262585,0.487358,0.370023,0.795874,0.857419,-0.124156,1.338885,1.291417,-0.555201
-0.112809,-0.076176,0.197134,-0.282594,-0.474015,0.273995,-0.297548,-1.163805,0.638175,0.067535,-1.509943,0.283751,0.071738,0.252849,0.137638,0.089348,0.373607,0.116785,0.014279,0.018165,-0.082240,-0.075045,-0.056913,0.195042,0.294585,-0.657379,0.039478,0.045232,-1.466941,0.237031,0.631104,0.322430,0.599324,0.299155,0.494274,0.408112,0.868953,0.777132,-0.064500,1.452564,1.106068,-0.488365
-0.058464,-0.126182,0.251488,-0.253602,-0.520472,0.330508,-0.367839,-1.015849,0.614077,0.085173,-1.633223,0.043805,0.163531,0.207726,0.180959,0.158705,0.415452,0.148927,0.014073,0.021435,-0.086902,-0.024385,-0.107379,0.248468,0.219785,-0.804237,0.125013,-0.106949,-1.589985,0.316465,0.820435,-0.189709,0.499411,0.308984,0.470868,0.409184,0.894942,0.670767,-0.029193,1.496370,0.903362,-0.429950
0.001129,-0.182397,0.289315,-0.219117,-0.563191,0.365443,-0.439923,-0.866996,0.546276,0.111469,-1.748876,-0.165207,0.252948,0.143795,0.213377,0.215488,0.448039,0.173247,0.012865,0.027755,-0.084660,0.028945,-0.164364,0.285888,0.110062,-0.876339,0.217446,-0.287718,-1.621074,0.407285,0.854059,-0.776525,0.527570,0.294950,0.428548,0.380383,0.874635,0.558209,-0.011621,1.471093,0.712692,-0.373952
0.058367,-0.245417,0.305924,-0.184240,-0.602613,0.375452,-0.497473,-0.718660,0.442244,0.142569,-1.855363,-0.329504,0.332281,0.064012,0.229534,0.251248,0.464499,0.188041,0.012585,0.037808,-0.072158,0.077776,-0.227652,0.302615,-0.012842,-0.868454,0.304651,-0.467340,-1.553095,0.498954,0.722804,-1.359258,0.635356,0.259896,0.385093,0.321012,0.810500,0.463462,-0.014051,1.380362,0.564752,-0.323934
0.108650,-0.313959,0.297004,-0.154549,-0.640135,0.356572,-0.525896,-0.575661,0.310285,0.169258,-1.942834,-0.443327,0.396925,-0.025446,0.225244,0.260502,0.458724,0.193045,0.015502,0.050622,-0.047979,0.118240,-0.295143,0.294032,-0.135133,-0.786584,0.374303,-0.622519,-1.389154,0.578293,0.445285,-1.865887,0.750096,0.207018,0.357806,0.223955,0.707956,0.408838,-0.045776,1.232521,0.485193,-0.292074
0.152231,-0.385489,0.260536,-0.132566,-0.677123,0.307443,-0.518536,-0.447661,0.161367,0.180589,-1.993973,-0.506985,0.448132,-0.117857,0.198172,0.242064,0.430535,0.189133,0.024085,0.063701,-0.014193,0.151384,-0.363575,0.257556,-0.254588,-0.648403,0.416858,-0.743861,-1.146366,0.635752,0.054692,-2.239407,0.797395,0.141612,0.358131,0.078961,0.577549,0.408602,-0.119754,1.042320,0.487607,-0.295479
0.192494,-0.456471,0.197011,-0.117740,-0.713788,0.230251,-0.481145,-0.347808,0.008931,0.169184,-1.987143,-0.525461,0.491032,-0.207529,0.147538,0.197964,0.388692,0.177615,0.040327,0.074323,0.024201,0.181800,-0.428998,0.192991,-0.375994,-0.482307,0.424088,-0.836447,-0.856295,0.667292,-0.405760,-2.434842,0.727795,0.075680,0.388316,-0.120385,0.438882,0.465068,-0.244875,0.833684,0.568704,-0.347960
0.230680,-0.521790,0.108324,-0.110268,-0.747490,0.129287,-0.433006,-0.288965,-0.133502,0.136129,-1.903351,-0.506498,0.527997,-0.289544,0.073468,0.132669,0.348262,0.159037,0.064272,0.080675,0.060444,0.213015,-0.486750,0.101723,-0.498136,-0.323889,0.385632,-0.910394,-0.561517,0.670233,-0.879635,-2.419012,0.538649,0.031790,0.438459,-0.365854,0.322728,0.565470,-0.414481,0.641001,0.705598,-0.448063
0.261494,-0.574548,-0.003434,-0.114028,-0.771728,0.008718,-0.401756,-0.277752,-0.256525,0.092487,-1.735289,-0.459333,0.552962,-0.358802,-0.023432,0.053018,0.322818,0.131793,0.092307,0.082131,0.086656,0.242799,-0.531770,-0.014017,-0.600019,-0.207193,0.290026,-0.964249,-0.307550,0.636976,-1.300295,-2.182878,0.277943,0.037153,0.484510,-0.626459,0.262447,0.678353,-0.599263,0.500986,0.855551,-0.570870
0.274627,-0.607874,-0.136223,-0.133961,-0.777974,-0.128653,-0.411292,-0.309532,-0.358602,0.054834,-1.493313,-0.394725,0.552843,-0.410498,-0.141841,-0.033356,0.316415,0.091996,0.116786,0.079251,0.095236,0.262648,-0.560233,-0.151072,-0.639618,-0.151706,0.132512,-0.970151,-0.130522,0.550260,-1.603313,-1.755405,0.018772,0.104377,0.491578,-0.853321,0.271911,0.754275,-0.754797,0.432055,0.961650,-0.674011
0.262118,-0.617780,-0.286581,-0.169075,-0.759716,-0.280165,-0.468250,-0.368434,-0.445466,0.035826,-1.204163,-0.324809,0.516517,-0.441762,-0.278338,-0.120835,0.321650,0.036056,0.128521,0.073786,0.082125,0.262710,-0.571193,-0.304128,-0.573059,-0.153852,-0.076502,-0.875583,-0.045925,0.384862,-1.736241,-1.198595,-0.185043,0.212684,0.426320,-0.999544,0.326006,0.738839,-0.843024,0.415539,0.968035,-0.718936
0.225282,-0.603474,-0.446298,-0.208161,-0.714816,-0.439240,-0.556069,-0.432475,-0.523380,0.036317,-0.903271,-0.260728,0.444580,-0.451546,-0.424770,-0.206297,0.325611,-0.034820,0.121632,0.067710,0.050220,0.238624,-0.565279,-0.463279,-0.385515,-0.191883,-0.310357,-0.634370,-0.045955,0.123027,-1.662426,-0.582850,-0.326268,0.312492,0.275658,-1.041816,0.368873,0.599374,-0.851061,0.401949,0.843183,-0.692013
0.174680,-0.564209,-0.599165,-0.233914,-0.644020,-0.590803,-0.641742,-0.479908,-0.590397,0.045839,-0.625168,-0.208458,0.351422,-0.438048,-0.565897,-0.286170,0.318465,-0.111797,0.097462,0.061232,0.009692,0.194882,-0.540608,-0.611749,-0.110604,-0.241153,-0.533392,-0.255223,-0.107067,-0.219596,-1.371579,0.032517,-0.429684,0.357703,0.060518,-0.986532,0.352833,0.350586,-0.790753,0.345952,0.599754,-0.607264
0.123293,-0.497200,-0.721667,-0.233114,-0.548729,-0.711174,-0.691880,-0.494039,-0.633526,0.050930,-0.395282,-0.166444,0.257265,-0.397657,-0.680318,-0.353885,0.297513,-0.180626,0.063940,0.052335,-0.026092,0.142286,-0.491125,-0.726973,0.180228,-0.286823,-0.711037,0.176150,-0.201276,-0.580872,-0.897213,0.594161,-0.515490,0.338768,-0.168628,-0.858201,0.275136,0.055040,-0.682761,0.241022,0.293040,-0.491277
0.079128,-0.400852,-0.789606,-0.204656,-0.431833,-0.775347,-0.687780,-0.466581,-0.635722,0.043980,-0.224772,-0.128383,0.176206,-0.328486,-0.746006,-0.401469,0.265373,-0.228068,0.030636,0.039475,-0.046613,0.091885,-0.411260,-0.786807,0.412591,-0.325083,-0.817856,0.535482,-0.303107,-0.873315,-0.318343,1.038018,-0.580171,0.284805,-0.355389,-0.684097,0.176323,-0.209184,-0.544225,0.120275,-0.007328,-0.367929
0.042810,-0.280359,-0.787223,-0.159290,-0.300152,-0.767872,-0.629763,-0.399173,-0.587526,0.026403,-0.110564,-0.089782,0.109519,-0.235068,-0.747620,-0.423669,0.226718,-0.247573,0.003947,0.024657,-0.048097,0.049857,-0.303099,-0.777758,0.541927,-0.355146,-0.841889,0.733165,-0.389723,-1.027811,0.265383,1.291603,-0.604688,0.233940,-0.463853,-0.487551,0.102565,-0.389728,-0.389563,0.023976,-0.252554,-0.254629
0.010730,-0.148805,-0.712602,-0.111580,-0.164192,-0.689253,-0.530009,-0.301694,-0.493352,0.005735,-0.040843,-0.052412,0.049031,-0.128584,-0.681178,-0.419816,0.186724,-0.240272,-0.014057,0.012846,-0.033496,0.016406,-0.178375,-0.699445,0.563058,-0.370022,-0.784707,0.758282,-0.438057,-1.024254,0.764807,1.304461,-0.569681,0.201329,-0.488683,-0.288909,0.069027,-0.477645,-0.235961,-0.033508,-0.429670,-0.165109
-0.019774,-0.021966,-0.576359,-0.070129,-0.034721,-0.553371,-0.402217,-0.187741,-0.367572,-0.009851,-0.001915,-0.022474,-0.012997,-0.022447,-0.554151,-0.391768,0.149920,-0.211793,-0.023910,0.008049,-0.009912,-0.011537,-0.053131,-0.562765,0.498201,-0.353019,-0.657534,0.663087,-0.424686,-0.888328,1.116778,1.081579,-0.463808,0.171472,-0.445688,-0.106465,0.054186,-0.494206,-0.102653,-0.069492,-0.550267,-0.109485
-0.047448,0.088381,-0.395805,-0.033079,0.080542,-0.378999,-0.255842,-0.069799,-0.225169,-0.015860,0.017810,-0.004699,-0.076201,0.072324,-0.381997,-0.340967,0.118196,-0.168083,-0.026969,0.010381,0.014747,-0.036627,0.059848,-0.384190,0.378674,-0.283487,-0.475795,0.515208,-0.331651,-0.665648,1.286504,0.687929,-0.289374,0.115219,-0.355586,0.046072,0.022183,-0.466384,-0.003986,-0.113132,-0.629915,-0.090596
-0.068119,0.177850,-0.188871,0.008547,0.178375,-0.182311,-0.095513,0.043901,-0.075444,-0.012724,0.027158,0.001535,-0.132567,0.149365,-0.183125,-0.267981,0.089811,-0.112842,-0.024874,0.016753,0.034768,-0.059205,0.155202,-0.180341,0.231477,-0.149686,-0.255299,0.360186,-0.156814,-0.397857,1.268623,0.219693,-0.069542,0.012778,-0.234560,0.163139,-0.050290,-0.412175,0.056728,-0.181295,-0.676617,-0.101458
-0.077982,0.249148,0.029327,0.063473,0.260739,0.025276,0.077618,0.150695,0.077613,-0.004515,0.033681,0.001130,-0.173130,0.207860,0.025699,-0.174208,0.061357,-0.047547,-0.019665,0.023607,0.048088,-0.077764,0.234750,0.034731,0.073637,0.039579,-0.011476,0.212011,0.077478,-0.114842,1.088001,-0.233361,0.148795,-0.134024,-0.094599,0.248493,-0.161260,-0.340310,0.088106,-0.268098,-0.691968,-0.126572
-0.076154,0.309566,0.246632,0.134688,0.334750,0.234588,0.263822,0.253029,0.231031,0.003133,0.047025,-0.000277,-0.194416,0.252402,0.231568,-0.063258,0.031264,0.026474,-0.013543,0.028822,0.055483,-0.090393,0.304509,0.249363,-0.086151,0.253354,0.239245,0.065237,0.325372,0.159350,0.794614,-0.609274,0.304386,-0.303656,0.051780,0.312950,-0.287499,-0.256550,0.106896,-0.350634,-0.677407,-0.145983
-0.064873,0.366615,0.451167,0.218527,0.409665,0.434527,0.460612,0.355443,0.378779,0.004921,0.083201,0.001729,-0.199984,0.289928,0.423791,0.058652,0.001379,0.105462,-0.008175,0.031918,0.058610,-0.095778,0.370121,0.451732,-0.240071,0.448158,0.477289,-0.083619,0.531461,0.397133,0.452456,-0.874979,0.341554,-0.464901,0.187334,0.369558,-0.397508,-0.169960,0.131681,-0.402380,-0.639198,-0.140431
-0.047796,0.422492,0.627788,0.307099,0.490381,0.609282,0.656584,0.459141,0.510260,-0.002016,0.166068,0.011405,-0.197064,0.323579,0.589689,0.182386,-0.025113,0.181926,-0.004209,0.033509,0.058832,-0.093344,0.431720,0.626676,-0.372974,0.582493,0.678850,-0.218163,0.652297,0.564158,0.126313,-1.018777,0.229411,-0.588165,0.288104,0.428066,-0.465210,-0.097457,0.176027,-0.405539,-0.591315,-0.096918
-0.028158,0.470777,0.758069,0.391296,0.572060,0.739954,0.828212,0.557439,0.612525,-0.015717,0.321537,0.035054,-0.191810,0.348116,0.713075,0.296210,-0.047434,0.245938,-0.001560,0.035139,0.057268,-0.083267,0.481356,0.755928,-0.461513,0.629791,0.819170,-0.301159,0.674508,0.627725,-0.131318,-1.043389,-0.029128,-0.654656,0.326387,0.490989,-0.479779,-0.063522,0.243406,-0.358723,-0.555000,-0.013427
-0.008634,0.499509,0.826714,0.462205,0.642077,0.811404,0.946084,0.636852,0.675521,-0.028870,0.564446,0.080927,-0.187349,0.352589,0.779717,0.388235,-0.068415,0.288818,-0.000105,0.039999,0.055308,-0.067341,0.506569,0.824484,-0.484328,0.586999,0.881333,-0.295456,0.619788,0.573548,-0.290785,-0.959457,-0.399157,-0.661458,0.281761,0.553204,-0.448884,-0.090404,0.326397,-0.278627,-0.551270,0.099746
0.007056,0.500013,0.829963,0.510730,0.689349,0.819492,0.990373,0.684864,0.696165,-0.032890,0.885416,0.154717,-0.185909,0.329681,0.785926,0.449809,-0.091091,0.306819,-0.000097,0.054027,0.054941,-0.050257,0.499300,0.828731,-0.436204,0.476410,0.864685,-0.192552,0.533704,0.417065,-0.349234,-0.778891,-0.823502,-0.620527,0.155656,0.604832,-0.393755,-0.182396,0.410322,-0.194069,-0.588304,0.223206
0.012995,0.474430,0.777573,0.527455,0.713077,0.771893,0.964762,0.699159,0.677051,-0.025244,1.247503,0.252907,-0.192041,0.283334,0.741263,0.476960,-0.113825,0.301847,-0.002225,0.085891,0.058644,-0.039441,0.463182,0.778208,-0.333595,0.337635,0.784533,-0.024214,0.463972,0.196669,-0.325555,-0.513327,-1.238781,-0.551567,-0.023103,0.635411,-0.338126,-0.318014,0.478855,-0.133448,-0.654433,0.334609
0.002511,0.434687,0.686369,0.504936,0.722559,0.682130,0.896172,0.690914,0.621579,-0.013725,1.596233,0.359821,-0.212725,0.226662,0.662382,0.469911,-0.129435,0.278837,-0.008036,0.144562,0.068261,-0.042430,0.412102,0.689216,-0.206319,0.211175,0.662818,0.153253,0.440181,-0.046863,-0.249016,-0.180544,-1.593889,-0.472590,-0.209421,0.637611,-0.297255,-0.459345,0.519134,-0.112197,-0.724660,0.415251
-0.028259,0.393715,0.571839,0.441869,0.728827,0.563119,0.819332,0.679322,0.531622,-0.012682,1.876887,0.451657,-0.253431,0.171858,0.564200,0.433043,-0.129380,0.242456,-0.021084,0.235433,0.083112,-0.063172,0.360897,0.576699,-0.082643,0.122515,0.518072,0.288229,0.465813,-0.287093,-0.147303,0.188796,-1.862723,-0.393748,-0.362692,0.609428,-0.273409,-0.571774,0.525022,-0.128036,-0.775723,0.454909
-0.077390,0.357382,0.444100,0.345853,0.736935,0.424858,0.758799,0.681503,0.410133,-0.033652,2.049165,0.504629,-0.313376,0.122070,0.455372,0.375153,-0.108188,0.195751,-0.047997,0.357496,0.098984,-0.099820,0.316746,0.450433,0.020990,0.076571,0.361490,0.354142,0.524767,-0.513528,-0.038682,0.554550,-2.045096,-0.317364,-0.462510,0.553807,-0.259238,-0.638877,0.497316,-0.166036,-0.797600,0.452859
-0.137010,0.323682,0.308517,0.231956,0.745289,0.275251,0.721279,0.704865,0.264791,-0.078106,2.094562,0.501982,-0.383886,0.072066,0.339043,0.307519,-0.064233,0.140875,-0.097837,0.502376,0.109295,-0.145342,0.278027,0.315686,0.100973,0.063908,0.198592,0.351221,0.594931,-0.723049,0.069285,0.880616,-2.157445,-0.242074,-0.511210,0.475839,-0.244990,-0.664465,0.440916,-0.208473,-0.794770,0.414773
-0.195889,0.287673,0.168032,0.117713,0.750004,0.121192,0.699767,0.746086,0.108025,-0.137496,2.017708,0.437381,-0.450952,0.014841,0.215813,0.239578,0.001271,0.080196,-0.178564,0.654006,0.107516,-0.190118,0.239365,0.175437,0.161686,0.071600,0.032464,0.295886,0.659266,-0.912692,0.174690,1.147843,-2.220096,-0.166538,-0.525992,0.379797,-0.224055,-0.664907,0.361306,-0.242718,-0.779615,0.348319
-0.243128,0.246506,0.024880,0.017624,0.748749,-0.031365,0.682158,0.795654,-0.047009,-0.198959,1.842936,0.314820,-0.500137,-0.052957,0.086028,0.175391,0.083415,0.016235,-0.290816,0.788991,0.088914,-0.224962,0.197235,0.031990,0.210187,0.091239,-0.134227,0.208586,0.710780,-1.079135,0.273901,1.357187,-2.247824,-0.090147,-0.527783,0.268184,-0.194206,-0.658733,0.262901,-0.263763,-0.764134,0.260600
-0.271210,0.201067,-0.118680,-0.060228,0.741415,-0.177901,0.657700,0.843310,-0.191015,-0.251179,1.606017,0.146461,-0.521127,-0.130316,-0.049186,0.114259,0.171172,-0.049320,-0.421550,0.880043,0.051238,-0.243456,0.152272,-0.112326,0.252837,0.121735,-0.298570,0.105573,0.753043,-1.221661,0.356556,1.523129,-2.246883,-0.011841,-0.532513,0.142890,-0.155708,-0.658787,0.149639,-0.272146,-0.754919,0.158021
