joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
-0.483176,-0.276030,0.229608,-0.025267,-0.235987,0.027153,-0.551911,-0.214238,0.275709,1.347543,1.000664,0.174994,-0.034007,-0.731290,-0.451379,0.647147,-0.709196,-0.218800,0.261800,-0.468294,0.749747,0.910000,1.015988,-0.419271,0.365195,0.105252,-0.083843,-0.033674,-0.190785
-0.504622,-0.302537,0.221596,-0.015137,-0.220927,0.015561,-0.565235,-0.205634,0.270455,1.395589,1.053251,0.174178,-0.059512,-0.763151,-0.504842,0.663159,-0.742397,-0.232674,0.261800,-0.470752,0.735410,0.898936,0.963866,-0.401768,0.332764,0.092954,-0.080287,-0.035084,-0.205307
-0.507037,-0.330514,0.205049,-0.002437,-0.206578,0.002302,-0.559922,-0.181287,0.268341,1.424335,1.096448,0.175535,-0.098060,-0.784334,-0.524931,0.654579,-0.755714,-0.235238,0.261800,-0.470752,0.707156,0.931822,0.921640,-0.384746,0.290991,0.069912,-0.068468,-0.026217,-0.226433
-0.496361,-0.346067,0.181870,0.011253,-0.192399,-0.011415,-0.540755,-0.153408,0.259200,1.420348,1.096658,0.174750,-0.143435,-0.787899,-0.517971,0.624001,-0.731560,-0.228679,0.261800,-0.473386,0.665121,0.990753,0.896818,-0.371086,0.227658,0.045326,-0.040813,-0.003216,-0.265002
-0.479138,-0.355407,0.155374,0.025439,-0.178306,-0.025361,-0.514660,-0.123763,0.246546,1.399993,1.075374,0.172894,-0.192222,-0.782653,-0.497485,0.582425,-0.688669,-0.217558,0.261800,-0.476186,0.616195,1.062706,0.880699,-0.359107,0.153543,0.019967,-0.005241,0.026851,-0.312293
-0.449677,-0.345078,0.125221,0.045768,-0.157511,-0.028305,-0.474470,-0.088609,0.234819,1.340874,0.992605,0.174939,-0.222312,-0.760577,-0.442470,0.535665,-0.633978,-0.200157,0.261800,-0.490507,0.564272,1.119805,0.839300,-0.364800,0.105649,0.030345,0.017204,0.031365,-0.362835
-0.417176,-0.331428,0.096996,0.063545,-0.141529,-0.031235,-0.428501,-0.053661,0.225991,1.273000,0.897410,0.175866,-0.243849,-0.734367,-0.376804,0.491281,-0.584386,-0.180351,0.261800,-0.511396,0.522281,1.169562,0.787912,-0.369766,0.068809,0.041384,0.030181,0.022643,-0.408999
-0.378600,-0.311138,0.072626,0.076218,-0.135174,-0.034135,-0.370978,-0.019125,0.222957,1.187619,0.777366,0.174559,-0.248280,-0.699893,-0.289843,0.451649,-0.544992,-0.155738,0.261800,-0.545417,0.500152,1.204640,0.716549,-0.373278,0.054076,0.053745,0.024224,-0.012550,-0.446410
-0.346911,-0.299664,0.054626,0.073811,-0.157583,-0.041713,-0.305775,-0.014961,0.221479,1.106675,0.664321,0.176370,-0.240699,-0.666026,-0.222247,0.422556,-0.520068,-0.125088,0.255024,-0.577503,0.497265,1.205377,0.636162,-0.362659,0.048409,0.057063,0.012360,-0.051240,-0.462525
-0.318666,-0.292599,0.039811,0.063866,-0.194374,-0.051630,-0.236735,-0.025982,0.221012,1.027952,0.554780,0.179741,-0.227111,-0.632466,-0.164336,0.398735,-0.502378,-0.091421,0.244861,-0.608620,0.503999,1.188946,0.551265,-0.344977,0.047653,0.055861,-0.002456,-0.091676,-0.467992
-0.290260,-0.318142,0.035424,0.070022,-0.214471,-0.059944,-0.175188,-0.093768,0.223602,0.938263,0.547683,0.191932,-0.210552,-0.588366,-0.169055,0.403161,-0.492258,-0.072010,0.139859,-0.632984,0.527877,1.115977,0.476257,-0.316898,0.034773,0.062789,-0.004030,-0.103024,-0.453096
-0.261602,-0.345062,0.030920,0.074985,-0.229689,-0.066475,-0.116017,-0.155573,0.226446,0.850356,0.566071,0.206087,-0.191559,-0.543352,-0.180909,0.414732,-0.484375,-0.052476,0.060163,-0.658214,0.555077,1.035802,0.411056,-0.285979,0.018288,0.072100,-0.004361,-0.102719,-0.436575
-0.232444,-0.374734,0.026181,0.077563,-0.235146,-0.069442,-0.061601,-0.205413,0.229798,0.766016,0.635429,0.224165,-0.167697,-0.496508,-0.207035,0.440595,-0.480965,-0.032698,0.031090,-0.685179,0.588917,0.941219,0.365477,-0.249381,-0.005404,0.086176,-0.002204,-0.079110,-0.416802
-0.205218,-0.392871,0.021309,0.077035,-0.232878,-0.066141,-0.015931,-0.239060,0.233362,0.692273,0.716179,0.239707,-0.138305,-0.457174,-0.231483,0.464735,-0.474794,-0.016319,0.017319,-0.700515,0.616698,0.858574,0.353129,-0.210234,-0.021988,0.095937,-0.005733,-0.046405,-0.402546
-0.178959,-0.405242,0.016370,0.074954,-0.226747,-0.059705,0.025366,-0.264611,0.237032,0.623825,0.802628,0.253981,-0.106148,-0.421592,-0.255093,0.488016,-0.467241,-0.001638,0.011200,-0.710037,0.641449,0.781895,0.357397,-0.169811,-0.034074,0.103540,-0.012105,-0.009151,-0.391048
-0.167732,-0.403700,0.014788,0.069881,-0.224858,-0.051373,0.060714,-0.283888,0.238268,0.587350,0.883036,0.263897,-0.068824,-0.401213,-0.269145,0.500145,-0.452511,0.001438,-0.001602,-0.693503,0.644643,0.728168,0.399733,-0.136394,-0.034074,0.106787,-0.022631,0.017751,-0.387076
-0.163971,-0.398861,0.013106,0.059272,-0.227714,-0.046540,0.085413,-0.300905,0.239571,0.566738,0.958511,0.270049,-0.034341,-0.385257,-0.279923,0.510556,-0.435512,0.002124,-0.014742,-0.674650,0.643543,0.683714,0.451612,-0.109804,-0.030307,0.109494,-0.032339,0.040354,-0.385587
-0.175143,-0.387427,0.011224,0.037591,-0.240059,-0.046540,0.088808,-0.313400,0.241010,0.577858,1.024115,0.270049,-0.005539,-0.378152,-0.284153,0.517533,-0.413976,-0.001969,-0.028557,-0.651161,0.633857,0.657811,0.522574,-0.096871,-0.021835,0.111120,-0.040415,0.054361,-0.389065
-0.206675,-0.377216,0.009244,0.011090,-0.249883,-0.050693,0.077921,-0.315424,0.241199,0.624529,1.079038,0.256860,0.013691,-0.383845,-0.288637,0.520393,-0.389904,-0.005177,-0.038461,-0.626315,0.619759,0.652031,0.610450,-0.091176,-0.005848,0.111206,-0.047923,0.062234,-0.398786
-0.248389,-0.367615,0.007215,-0.017821,-0.258447,-0.055839,0.059891,-0.312214,0.240909,0.688978,1.128624,0.237763,0.028136,-0.395936,-0.293248,0.520928,-0.364561,-0.007944,-0.046409,-0.600789,0.603454,0.656889,0.706785,-0.089099,0.013898,0.110750,-0.055149,0.067040,-0.411628
-0.312708,-0.363064,0.009370,-0.031029,-0.246884,-0.060486,0.061420,-0.293898,0.242435,0.795071,1.169657,0.211329,0.021425,-0.432263,-0.329010,0.516593,-0.331192,-0.016280,-0.051762,-0.556104,0.575604,0.656889,0.826112,-0.058085,0.077312,0.109220,-0.076847,0.076288,-0.425071
-0.373329,-0.351592,0.013980,-0.038842,-0.235429,-0.068332,0.075758,-0.275685,0.245026,0.898174,1.197013,0.186950,0.017684,-0.468988,-0.396504,0.513050,-0.303205,-0.020892,-0.054521,-0.503199,0.540568,0.638725,0.929820,-0.026486,0.141369,0.107439,-0.098559,0.087394,-0.433500
-0.426552,-0.326277,0.023498,-0.035864,-0.224193,-0.082577,0.115719,-0.257680,0.249749,0.995288,1.197013,0.166686,0.019886,-0.506509,-0.527460,0.513050,-0.285987,-0.018058,-0.052088,-0.433855,0.491163,0.582500,1.002281,0.006280,0.206708,0.107439,-0.120297,0.102215,-0.431897
-0.458576,-0.322499,0.039904,-0.038032,-0.232901,-0.109030,0.164532,-0.229962,0.258296,1.058347,1.208499,0.130158,0.019670,-0.543569,-0.645033,0.524878,-0.281389,-0.013327,-0.036344,-0.378269,0.455461,0.484391,1.027152,0.049394,0.289348,0.109064,-0.154295,0.134178,-0.454419
-0.480001,-0.329489,0.059755,-0.042772,-0.251580,-0.141586,0.217773,-0.197387,0.268755,1.104380,1.226231,0.085497,0.018246,-0.580400,-0.755916,0.543600,-0.283101,-0.007646,-0.013943,-0.329560,0.426611,0.365340,1.027152,0.097683,0.380641,0.112644,-0.194425,0.174710,-0.489002
-0.504970,-0.353664,0.073463,-0.027023,-0.247558,-0.158327,0.242990,-0.179882,0.262425,1.137205,1.237127,-0.007158,0.025249,-0.595713,-0.812899,0.557807,-0.306366,-0.013194,-0.015976,-0.310227,0.398313,0.236237,0.953847,0.152376,0.373945,0.130394,-0.224623,0.192894,-0.545369
-0.520743,-0.370913,0.081120,-0.008734,-0.241292,-0.171354,0.261111,-0.170135,0.255433,1.158341,1.242338,-0.110341,0.029918,-0.603044,-0.846080,0.565871,-0.334582,-0.020449,-0.018814,-0.300554,0.366169,0.126801,0.858542,0.203668,0.340073,0.147914,-0.243906,0.204435,-0.591535
-0.518124,-0.374311,0.076677,0.014632,-0.230540,-0.176955,0.265044,-0.175903,0.247121,1.158341,1.236178,-0.234576,0.029918,-0.594416,-0.831662,0.561647,-0.372700,-0.031117,-0.023258,-0.310203,0.326333,0.056703,0.720676,0.248159,0.251858,0.164975,-0.241355,0.204435,-0.617294
-0.487259,-0.356254,0.068642,0.036069,-0.220617,-0.185272,0.269517,-0.191136,0.239087,1.114367,1.197316,-0.355732,-0.001822,-0.567354,-0.787523,0.542880,-0.416595,-0.043254,-0.023318,-0.335937,0.309029,0.044820,0.609559,0.272135,0.164164,0.184079,-0.215330,0.218841,-0.629054
-0.442270,-0.327469,0.058811,0.056540,-0.211109,-0.194948,0.274931,-0.211102,0.231193,1.049527,1.142102,-0.475348,-0.048919,-0.531075,-0.728522,0.516841,-0.463378,-0.056127,-0.021187,-0.369712,0.302993,0.062049,0.511817,0.285852,0.076733,0.204205,-0.177567,0.240574,-0.633812
-0.371983,-0.291970,0.043655,0.074410,-0.182170,-0.196235,0.274931,-0.217859,0.211264,0.924750,1.061878,-0.580141,-0.122080,-0.463715,-0.616268,0.487861,-0.505638,-0.075068,0.023911,-0.415384,0.319171,0.154307,0.473424,0.317368,0.020368,0.245346,-0.130116,0.240574,-0.615378
-0.299728,-0.260715,0.030237,0.091705,-0.160436,-0.192479,0.278095,-0.223150,0.190478,0.791395,0.987739,-0.684778,-0.200807,-0.387376,-0.522292,0.460781,-0.547335,-0.093722,0.080615,-0.467273,0.344450,0.267179,0.453405,0.346592,-0.027356,0.276157,-0.087239,0.240958,-0.593949
-0.223529,-0.237947,0.020291,0.107852,-0.153109,-0.178636,0.285567,-0.225510,0.167976,0.640876,0.925765,-0.789112,-0.290670,-0.293070,-0.464862,0.437500,-0.587909,-0.111803,0.160534,-0.531601,0.387937,0.421290,0.470134,0.371237,-0.057799,0.286308,-0.053502,0.244355,-0.566529
-0.177128,-0.216657,0.015390,0.126904,-0.177348,-0.158748,0.287239,-0.252366,0.147792,0.533766,0.864985,-0.894851,-0.381391,-0.169958,-0.422323,0.412723,-0.627331,-0.119461,0.166046,-0.602585,0.447334,0.582837,0.510565,0.367111,-0.079603,0.279720,-0.032513,0.253748,-0.549742
-0.145624,-0.196104,0.012660,0.147409,-0.217370,-0.135837,0.286420,-0.291471,0.128766,0.448355,0.804799,-1.001297,-0.472544,-0.032438,-0.387227,0.387197,-0.666180,-0.121909,0.134355,-0.676900,0.514689,0.748109,0.562849,0.348599,-0.097087,0.264764,-0.017895,0.266139,-0.538271
-0.147868,-0.179229,0.012660,0.163985,-0.254349,-0.111211,0.267541,-0.316513,0.118288,0.433428,0.742862,-1.090274,-0.551958,0.020210,-0.344613,0.370860,-0.711801,-0.109036,0.083612,-0.773000,0.594461,0.888159,0.612273,0.305534,-0.101725,0.247018,-0.015389,0.260408,-0.530943
-0.151797,-0.165393,0.011616,0.182802,-0.286401,-0.084427,0.257720,-0.333207,0.110119,0.427522,0.687742,-1.174881,-0.630954,0.041248,-0.296423,0.358725,-0.763109,-0.103656,0.043280,-0.884203,0.682203,1.019205,0.659385,0.261968,-0.104426,0.228647,-0.014440,0.252303,-0.522669
-0.159096,-0.157635,0.009535,0.206103,-0.308601,-0.053326,0.266012,-0.333207,0.106569,0.439659,0.646252,-1.250753,-0.709124,-0.000933,-0.237080,0.354996,-0.825792,-0.113263,0.023770,-1.025620,0.785891,1.132255,0.701875,0.217395,-0.103254,0.209026,-0.016607,0.239452,-0.512504
-0.166184,-0.148803,0.009481,0.236267,-0.320087,-0.028698,0.283107,-0.325878,0.107268,0.457530,0.612620,-1.314138,-0.795138,-0.061552,-0.189780,0.360484,-0.899972,-0.120992,0.020192,-1.173948,0.904591,1.210629,0.732170,0.183247,-0.099234,0.194920,-0.021207,0.225538,-0.503747
-0.173168,-0.139433,0.010121,0.269863,-0.326217,-0.007307,0.304603,-0.314886,0.110091,0.478267,0.582918,-1.371278,-0.885070,-0.131389,-0.148502,0.370580,-0.979899,-0.127781,0.024579,-1.325729,1.030794,1.271664,0.756368,0.154311,-0.093789,0.183572,-0.027024,0.211093,-0.495695
-0.191476,-0.122042,-0.012359,0.314168,-0.321543,0.028337,0.335329,-0.297326,0.122398,0.528659,0.544964,-1.412250,-1.025742,-0.198154,-0.140168,0.347858,-1.032395,-0.123319,0.043185,-1.370292,1.188038,1.320649,0.775359,0.099343,-0.066610,0.164946,-0.043554,0.175474,-0.475295
-0.213038,-0.102931,-0.034324,0.362709,-0.311442,0.062361,0.360626,-0.280301,0.136417,0.584293,0.509385,-1.448061,-1.155338,-0.256292,-0.122215,0.327390,-1.072854,-0.120403,0.060774,-1.400000,1.314293,1.362160,0.794550,0.051753,-0.039932,0.149565,-0.059713,0.141656,-0.452405
-0.241109,-0.080384,-0.055257,0.419718,-0.290487,0.093145,0.375066,-0.264350,0.153858,0.650404,0.478557,-1.473549,-1.262775,-0.297175,-0.085027,0.311434,-1.089242,-0.120403,0.076326,-1.400000,1.378572,1.388721,0.814137,0.018923,-0.014259,0.140673,-0.075131,0.111443,-0.424537
-0.274158,-0.053810,-0.066691,0.465617,-0.268106,0.118643,0.366095,-0.262704,0.162144,0.709222,0.451447,-1.500066,-1.329733,-0.320262,-0.072195,0.296336,-1.095613,-0.120005,0.140052,-1.400000,1.400000,1.404410,0.814354,-0.004043,0.002960,0.134589,-0.086780,0.087210,-0.397832
-0.309692,-0.025227,-0.073373,0.505957,-0.245016,0.141495,0.345420,-0.268212,0.165852,0.764387,0.426199,-1.527094,-1.376445,-0.334448,-0.072195,0.281669,-1.096973,-0.120005,0.227859,-1.400000,1.400000,1.414661,0.804884,-0.022075,0.015950,0.129910,-0.096544,0.065971,-0.371711
-0.327713,-0.004644,-0.075397,0.531334,-0.215071,0.169410,0.305115,-0.281607,0.165852,0.792976,0.428810,-1.558637,-1.416143,-0.346914,-0.125484,0.268619,-1.093287,-0.114811,0.248224,-1.400000,1.400000,1.412500,0.780728,-0.028120,0.019023,0.128308,-0.100150,0.054858,-0.356931
-0.358345,0.004578,-0.080178,0.566978,-0.184288,0.202435,0.247042,-0.298722,0.171166,0.843394,0.471136,-1.594600,-1.461427,-0.374788,-0.210264,0.253223,-1.089855,-0.130331,0.261800,-1.400000,1.400000,1.415394,0.755357,-0.036475,0.023427,0.126899,-0.103961,0.038861,-0.335466
-0.414198,-0.008926,-0.090472,0.623157,-0.151830,0.245679,0.153434,-0.323275,0.187335,0.937470,0.592889,-1.639401,-1.517880,-0.433476,-0.357154,0.233136,-1.086931,-0.186363,0.261800,-1.400000,1.400000,1.428399,0.727555,-0.049449,0.030494,0.126899,-0.108184,0.013094,-0.300627
-0.468454,-0.034780,-0.094736,0.659651,-0.136959,0.261586,0.072211,-0.333813,0.200482,1.026479,0.717749,-1.660871,-1.551456,-0.468161,-0.452170,0.217759,-1.079521,-0.211769,0.261800,-1.400000,1.400000,1.444450,0.713516,-0.060787,0.037783,0.126567,-0.111162,-0.008940,-0.270118
-0.521909,-0.066808,-0.095983,0.686299,-0.130881,0.263822,-0.002818,-0.337343,0.212117,1.112952,0.844158,-1.670675,-1.573591,-0.490842,-0.521244,0.204738,-1.069867,-0.221861,0.261800,-1.400000,1.400000,1.462023,0.706361,-0.071306,0.045184,0.126567,-0.113517,-0.029107,-0.241775
-0.549203,-0.076124,-0.092604,0.682857,-0.142270,0.255169,-0.044916,-0.337343,0.219791,1.169869,0.922579,-1.676341,-1.576764,-0.496634,-0.561233,0.189524,-1.063528,-0.220891,0.261800,-1.400000,1.400000,1.469636,0.703718,-0.077553,0.050627,0.126575,-0.114222,-0.042582,-0.221896
-0.568901,-0.081230,-0.088952,0.676750,-0.153368,0.250316,-0.077980,-0.335757,0.222350,1.217492,0.986456,-1.681692,-1.576053,-0.504105,-0.596622,0.173991,-1.059301,-0.223415,0.261800,-1.400000,1.400000,1.476316,0.700994,-0.082976,0.055493,0.126604,-0.114877,-0.055071,-0.203447
-0.573409,-0.077919,-0.084753,0.665314,-0.163880,0.253067,-0.092974,-0.331174,0.214677,1.246530,1.021247,-1.686413,-1.567573,-0.514937,-0.622812,0.157816,-1.059301,-0.233896,0.261800,-1.400000,1.400000,1.481132,0.700994,-0.086748,0.059201,0.126604,-0.114877,-0.065589,-0.187853
-0.568854,-0.071362,-0.080824,0.649807,-0.172574,0.251242,-0.091360,-0.321484,0.197684,1.259676,1.026672,-1.682888,-1.555783,-0.519620,-0.630360,0.138149,-1.051646,-0.243964,0.261800,-1.400000,1.400000,1.492062,0.706052,-0.093681,0.066183,0.126318,-0.114652,-0.079043,-0.168173
-0.559769,-0.063182,-0.077030,0.632264,-0.180358,0.247131,-0.081442,-0.309240,0.176031,1.264876,1.017414,-1.675238,-1.542339,-0.521228,-0.628585,0.116736,-1.039769,-0.253825,0.261800,-1.400000,1.400000,1.506048,0.715082,-0.102194,0.074802,0.125988,-0.114478,-0.093964,-0.146451
-0.511359,-0.031850,-0.071200,0.604791,-0.194650,0.231840,-0.032403,-0.300501,0.152473,1.218705,0.942013,-1.668826,-1.526480,-0.499130,-0.579915,0.071976,-1.003125,-0.248161,0.261800,-1.400000,1.400000,1.536744,0.747986,-0.119392,0.095350,0.124688,-0.112032,-0.118257,-0.108114
-0.459017,0.000551,-0.064573,0.575782,-0.211863,0.209242,0.021394,-0.295626,0.130507,1.165465,0.858384,-1.658042,-1.512581,-0.471919,-0.520455,0.028085,-0.966420,-0.240610,0.261800,-1.400000,1.400000,1.570930,0.779462,-0.136465,0.115313,0.123256,-0.108927,-0.140257,-0.071435
-0.398806,0.035094,-0.056349,0.543696,-0.234916,0.172026,0.084709,-0.295626,0.111723,1.098080,0.758293,-1.638511,-1.502597,-0.434479,-0.439411,-0.014074,-0.929589,-0.229283,0.261800,-1.400000,1.400000,1.612103,0.808082,-0.153287,0.134107,0.123256,-0.104502,-0.157673,-0.038071
-0.357324,0.049466,-0.046060,0.505671,-0.266388,0.139541,0.129908,-0.295742,0.094349,1.049986,0.678219,-1.617843,-1.500778,-0.371540,-0.340045,-0.048435,-0.886836,-0.226803,0.261800,-1.400000,1.400000,1.652018,0.837598,-0.173449,0.153891,0.122690,-0.099984,-0.169647,-0.009584
-0.325203,0.053753,-0.034738,0.464677,-0.302071,0.109419,0.166051,-0.294907,0.077678,1.011536,0.608148,-1.596605,-1.503041,-0.295848,-0.231515,-0.078898,-0.841120,-0.228746,0.261800,-1.400000,1.400000,1.691307,0.867565,-0.195281,0.174169,0.122287,-0.095420,-0.178899,0.016465
-0.306462,0.014792,-0.013003,0.426074,-0.356135,0.089644,0.176881,-0.321781,0.068509,0.977836,0.614314,-1.588001,-1.509734,-0.308167,-0.154981,-0.081055,-0.813016,-0.234025,0.229492,-1.400000,1.400000,1.696523,0.887302,-0.208965,0.186133,0.122287,-0.091855,-0.182255,0.030966
-0.286561,-0.027150,0.009578,0.395590,-0.416135,0.067399,0.185921,-0.365179,0.063287,0.944296,0.642667,-1.581467,-1.517425,-0.333983,-0.109521,-0.079095,-0.788927,-0.228059,0.186816,-1.400000,1.400000,1.700000,0.903890,-0.221198,0.196479,0.122792,-0.088316,-0.185341,0.044815
-0.264336,-0.075052,0.033854,0.381345,-0.488012,0.040214,0.191380,-0.441628,0.065959,0.911073,0.715398,-1.581467,-1.527113,-0.386794,-0.126204,-0.068898,-0.772865,-0.199604,0.123401,-1.400000,1.400000,1.700000,0.914181,-0.230528,0.203589,0.122792,-0.084829,-0.187884,0.057362
-0.241407,-0.121768,0.054765,0.373252,-0.556239,0.007952,0.193637,-0.501728,0.075454,0.879922,0.813054,-1.581571,-1.535220,-0.432738,-0.179112,-0.056405,-0.766174,-0.162719,0.068805,-1.400000,1.400000,1.700000,0.918033,-0.236391,0.207453,0.124069,-0.081477,-0.189597,0.069263
-0.218125,-0.167892,0.073994,0.368236,-0.622644,-0.026849,0.194073,-0.553657,0.088362,0.849807,0.923176,-1.582923,-1.542538,-0.475250,-0.250135,-0.042764,-0.764167,-0.121617,0.017769,-1.400000,1.400000,1.700000,0.918456,-0.240804,0.209693,0.125230,-0.078192,-0.191313,0.080841
-0.191989,-0.211618,0.084865,0.355817,-0.650950,-0.058497,0.183043,-0.559306,0.103142,0.813949,1.006296,-1.582923,-1.548084,-0.495232,-0.311030,-0.029921,-0.769792,-0.106115,0.017769,-1.400000,1.400000,1.700000,0.910471,-0.240804,0.208184,0.125230,-0.076103,-0.191313,0.088689
-0.167685,-0.258346,0.093735,0.339704,-0.669070,-0.089659,0.172138,-0.548773,0.116321,0.779229,1.082009,-1.584854,-1.553554,-0.496369,-0.374116,-0.017679,-0.777664,-0.120587,0.034214,-1.400000,1.400000,1.700000,0.898432,-0.240276,0.205565,0.126288,-0.073946,-0.192700,0.097346
-0.147043,-0.311081,0.098603,0.316199,-0.669070,-0.119852,0.161480,-0.505875,0.126297,0.746782,1.142915,-1.589650,-1.558872,-0.459815,-0.441590,-0.006639,-0.790029,-0.195006,0.086094,-1.400000,1.400000,1.700000,0.878287,-0.237842,0.200728,0.126288,-0.071653,-0.192700,0.107621
-0.155644,-0.346126,0.101583,0.302059,-0.653342,-0.151696,0.161564,-0.474599,0.126541,0.756882,1.168237,-1.599641,-1.560061,-0.444721,-0.479678,-0.004722,-0.802423,-0.236607,0.128253,-1.400000,1.400000,1.700000,0.863304,-0.235814,0.196602,0.127259,-0.069930,-0.194580,0.115577
-0.178868,-0.372327,0.103620,0.292601,-0.630875,-0.184367,0.167017,-0.449132,0.121918,0.788255,1.175769,-1.612229,-1.559477,-0.440357,-0.503074,-0.007366,-0.814832,-0.261800,0.165553,-1.400000,1.400000,1.700000,0.850903,-0.233873,0.192832,0.127708,-0.067757,-0.196447,0.122375
-0.232640,-0.390897,0.111731,0.267208,-0.656530,-0.230390,0.174991,-0.421286,0.126124,0.881959,1.182914,-1.632541,-1.536727,-0.479520,-0.535634,-0.023117,-0.829189,-0.261800,0.157668,-1.400000,1.400000,1.700000,0.850903,-0.233873,0.190429,0.127708,-0.067757,-0.196447,0.127044
-0.276915,-0.412711,0.126130,0.244283,-0.685609,-0.270858,0.178374,-0.388813,0.136482,0.971450,1.208331,-1.654136,-1.507861,-0.518160,-0.562973,-0.044095,-0.845209,-0.261800,0.149634,-1.400000,1.400000,1.700000,0.852697,-0.234262,0.188347,0.127569,-0.066976,-0.197797,0.131498
-0.302197,-0.441016,0.153105,0.226295,-0.721536,-0.300219,0.172580,-0.347084,0.159145,1.052521,1.270293,-1.678297,-1.466761,-0.555761,-0.579874,-0.075528,-0.864557,-0.261800,0.141303,-1.400000,1.400000,1.700000,0.857938,-0.234262,0.186909,0.127569,-0.066976,-0.198980,0.135522
-0.316413,-0.463630,0.179235,0.219347,-0.741559,-0.310005,0.165034,-0.314820,0.176004,1.108687,1.320873,-1.699207,-1.433149,-0.583402,-0.578467,-0.104275,-0.882381,-0.261800,0.146547,-1.400000,1.400000,1.699892,0.858638,-0.234765,0.185436,0.127359,-0.067185,-0.200194,0.138835
-0.325097,-0.483399,0.204944,0.217919,-0.753631,-0.310199,0.156612,-0.287286,0.189961,1.152406,1.365769,-1.718492,-1.403277,-0.606066,-0.567907,-0.131681,-0.899445,-0.261800,0.158580,-1.400000,1.400000,1.700000,0.857067,-0.235376,0.183846,0.127896,-0.067441,-0.201014,0.141792
-0.329692,-0.475640,0.218502,0.219444,-0.756066,-0.299086,0.141816,-0.285320,0.195278,1.176100,1.384879,-1.732342,-1.378411,-0.617173,-0.562506,-0.159217,-0.919540,-0.261800,0.168906,-1.400000,1.400000,1.700000,0.855004,-0.235376,0.183846,0.127896,-0.067441,-0.202443,0.144350
-0.332189,-0.459627,0.228134,0.221136,-0.755028,-0.292259,0.124788,-0.294258,0.196186,1.187651,1.394043,-1.744161,-1.357440,-0.622434,-0.558178,-0.185960,-0.939277,-0.261800,0.177690,-1.400000,1.400000,1.700000,0.852178,-0.236254,0.183249,0.128663,-0.067961,-0.204064,0.146724
-0.332189,-0.427103,0.229915,0.221136,-0.747044,-0.294004,0.103291,-0.325008,0.188277,1.174917,1.383319,-1.751923,-1.344256,-0.616003,-0.555995,-0.211126,-0.958302,-0.261800,0.183392,-1.400000,1.400000,1.700000,0.847824,-0.237603,0.183249,0.128663,-0.067961,-0.206070,0.148730
-0.320562,-0.385172,0.226058,0.224993,-0.724998,-0.292931,0.082699,-0.368729,0.173387,1.128269,1.347112,-1.756643,-1.339001,-0.588215,-0.541582,-0.230891,-0.976470,-0.261800,0.182808,-1.400000,1.400000,1.700000,0.838850,-0.239561,0.185637,0.130015,-0.068660,-0.208497,0.150394
-0.303970,-0.338533,0.219381,0.229767,-0.695919,-0.290449,0.062555,-0.418940,0.155005,1.064657,1.298161,-1.759842,-1.338140,-0.549745,-0.521052,-0.247957,-0.994213,-0.261800,0.179081,-1.400000,1.400000,1.700000,0.827567,-0.241823,0.188822,0.130951,-0.068446,-0.211136,0.151887
-0.258096,-0.277804,0.202249,0.251812,-0.634819,-0.266013,0.059552,-0.466852,0.138369,0.949569,1.203556,-1.750864,-1.353439,-0.471564,-0.473392,-0.240884,-1.003100,-0.261800,0.174357,-1.400000,1.400000,1.700000,0.810116,-0.246816,0.200870,0.133405,-0.068446,-0.214377,0.153902
-0.216735,-0.229861,0.182757,0.276119,-0.570057,-0.234495,0.059256,-0.494174,0.122406,0.837820,1.117131,-1.743669,-1.370087,-0.388195,-0.413268,-0.233075,-1.005889,-0.261800,0.175388,-1.400000,1.400000,1.700000,0.797886,-0.252114,0.215652,0.135961,-0.067354,-0.217502,0.156197
-0.184406,-0.207498,0.158544,0.304949,-0.497979,-0.188811,0.064376,-0.480310,0.107791,0.732762,1.047074,-1.740043,-1.389430,-0.294456,-0.328220,-0.223794,-0.996482,-0.261800,0.187928,-1.400000,1.400000,1.700000,0.797886,-0.258025,0.235903,0.138724,-0.065238,-0.220396,0.159051
-0.183435,-0.196162,0.137329,0.333521,-0.433772,-0.150611,0.076212,-0.444649,0.100541,0.676396,0.990841,-1.742429,-1.403848,-0.198113,-0.288389,-0.221885,-0.988093,-0.253440,0.203408,-1.400000,1.400000,1.700000,0.804009,-0.261754,0.252264,0.141199,-0.063354,-0.223876,0.161576
-0.198143,-0.190340,0.117610,0.361964,-0.373500,-0.116150,0.091407,-0.398087,0.096971,0.644375,0.941516,-1.747821,-1.415806,-0.100464,-0.271166,-0.223662,-0.979727,-0.240900,0.220357,-1.400000,1.400000,1.700000,0.814084,-0.265166,0.266680,0.143532,-0.060838,-0.227649,0.164835
-0.224155,-0.167592,0.100481,0.394762,-0.363057,-0.088257,0.127125,-0.396247,0.101784,0.658812,0.906461,-1.760805,-1.421468,-0.081588,-0.306218,-0.230624,-0.979727,-0.208062,0.217703,-1.400000,1.400000,1.700000,0.823958,-0.265166,0.275101,0.145452,-0.060838,-0.230934,0.164835
