joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
-0.426940,-0.274796,0.008018,0.158149,-0.279882,-0.127024,-0.310500,-0.246601,0.275167,1.223663,0.923324,0.053549,-0.038560,-0.693128,-0.324664,0.392871,-0.753215,-0.176906,0.261800,-0.778442,0.523696,1.399569,1.055069,-0.409881,0.485327,0.031163,-0.152230,-0.057741,-0.226309
-0.377673,-0.256863,-0.019068,0.177453,-0.253513,-0.131456,-0.245553,-0.216906,0.252033,1.127252,0.782341,0.070314,-0.045751,-0.648290,-0.240185,0.369755,-0.748984,-0.149450,0.261800,-0.772137,0.486382,1.420118,1.005848,-0.418212,0.445287,0.061009,-0.124024,-0.105048,-0.221258
-0.323317,-0.239785,-0.030111,0.190211,-0.249382,-0.138456,-0.160954,-0.227858,0.229493,1.018864,0.650541,0.091000,-0.048696,-0.598959,-0.219823,0.363965,-0.751776,-0.127063,0.158958,-0.760101,0.468739,1.398995,0.979803,-0.413148,0.423084,0.089186,-0.137685,-0.128739,-0.193461
-0.270753,-0.230504,-0.039588,0.203834,-0.245752,-0.144748,-0.075504,-0.255025,0.209334,0.912756,0.553088,0.112504,-0.051830,-0.547650,-0.210025,0.365893,-0.756167,-0.109154,0.070055,-0.751475,0.454609,1.367645,0.953864,-0.403654,0.406292,0.112454,-0.153426,-0.142893,-0.165908
-0.221776,-0.236815,-0.045930,0.219185,-0.245752,-0.149621,0.011640,-0.314617,0.193938,0.811212,0.524326,0.135642,-0.055344,-0.492388,-0.221353,0.383256,-0.763757,-0.100204,0.009032,-0.749669,0.447506,1.315843,0.928143,-0.385303,0.400321,0.125904,-0.173328,-0.137975,-0.138845
-0.180675,-0.243532,-0.057626,0.225120,-0.248111,-0.154029,0.087074,-0.376543,0.185812,0.726704,0.543611,0.157767,-0.058672,-0.439411,-0.231136,0.412887,-0.778669,-0.100142,-0.043847,-0.767690,0.446922,1.253063,0.908775,-0.364043,0.397413,0.129841,-0.183207,-0.119451,-0.123011
-0.143513,-0.250453,-0.071999,0.225120,-0.252964,-0.158204,0.156652,-0.439636,0.181323,0.650715,0.586920,0.179386,-0.061909,-0.387578,-0.240147,0.448652,-0.797242,-0.104523,-0.092654,-0.795626,0.449597,1.184795,0.892583,-0.341329,0.396036,0.129841,-0.188075,-0.094122,-0.112793
-0.121980,-0.243682,-0.087676,0.215434,-0.257905,-0.163881,0.195356,-0.492808,0.183444,0.606442,0.644413,0.208153,-0.063842,-0.342679,-0.253343,0.507258,-0.823602,-0.129704,-0.140994,-0.826633,0.453598,1.090546,0.899059,-0.301847,0.398420,0.120390,-0.188075,-0.056862,-0.117617
-0.105901,-0.233746,-0.101482,0.200994,-0.261198,-0.170658,0.220285,-0.539751,0.185883,0.572401,0.696323,0.241423,-0.063485,-0.301829,-0.268858,0.575262,-0.853128,-0.154378,-0.180519,-0.851298,0.457537,0.982546,0.909050,-0.257088,0.401009,0.112303,-0.186662,-0.023473,-0.125780
-0.100730,-0.217480,-0.111547,0.178681,-0.261198,-0.179634,0.220285,-0.574233,0.188960,0.558821,0.737067,0.283701,-0.058546,-0.269076,-0.289010,0.662059,-0.888986,-0.178041,-0.202411,-0.863282,0.461351,0.847046,0.926073,-0.201776,0.404008,0.105850,-0.181238,0.002171,-0.140623
-0.102854,-0.198520,-0.114250,0.147491,-0.260462,-0.188727,0.190355,-0.598756,0.191702,0.560641,0.764544,0.332129,-0.044471,-0.248292,-0.304001,0.764011,-0.936444,-0.184644,-0.212755,-0.859770,0.472146,0.688347,0.945397,-0.154209,0.408785,0.105842,-0.173178,0.006788,-0.157784
-0.108626,-0.178212,-0.113599,0.111861,-0.258986,-0.197879,0.146771,-0.618300,0.194277,0.570160,0.785388,0.383634,-0.025827,-0.233491,-0.316412,0.873544,-0.989703,-0.182718,-0.217324,-0.848511,0.486433,0.518045,0.965870,-0.110514,0.414452,0.109056,-0.163799,0.000892,-0.176105
-0.096454,-0.146689,-0.093172,0.078424,-0.264105,-0.195351,0.088387,-0.653717,0.190910,0.561580,0.800177,0.464886,0.014397,-0.268579,-0.319582,1.013393,-1.054243,-0.157268,-0.234580,-0.774910,0.501320,0.292192,0.999208,-0.066376,0.425156,0.125329,-0.154270,-0.043460,-0.195004
-0.076186,-0.111669,-0.063857,0.047630,-0.266777,-0.186107,0.038563,-0.690997,0.182642,0.542740,0.800749,0.555495,0.067970,-0.319376,-0.345464,1.151620,-1.120831,-0.136504,-0.204221,-0.667806,0.506828,0.057391,1.035959,-0.015626,0.436139,0.148701,-0.143757,-0.115417,-0.211293
-0.039723,-0.069650,-0.016766,0.022119,-0.264554,-0.163427,0.005855,-0.732005,0.164571,0.503379,0.772884,0.664823,0.148240,-0.401591,-0.416771,1.286603,-1.191514,-0.125110,-0.078627,-0.493690,0.493578,-0.195308,1.079538,0.048349,0.447679,0.186271,-0.131273,-0.242586,-0.222363
-0.004637,-0.051078,0.045215,0.008289,-0.262686,-0.114335,0.017807,-0.725265,0.146652,0.491598,0.761063,0.693164,0.247400,-0.484108,-0.491736,1.370782,-1.256369,-0.106888,0.004758,-0.326001,0.451843,-0.378260,1.132346,0.081792,0.453123,0.212081,-0.116538,-0.353331,-0.224276
0.029761,-0.044230,0.114642,0.000298,-0.260997,-0.052038,0.052089,-0.694651,0.128811,0.493607,0.757264,0.681013,0.356004,-0.566776,-0.568531,1.429561,-1.319270,-0.085251,0.067040,-0.161523,0.395865,-0.526341,1.189769,0.099968,0.455518,0.232011,-0.100677,-0.455865,-0.222284
-0.018877,-0.112138,0.227338,0.033053,-0.246448,0.047396,0.118540,-0.612062,0.095007,0.635274,0.839932,0.486181,0.498735,-0.638178,-0.599673,1.462098,-1.319270,-0.071804,0.061012,-0.041373,0.271790,-0.610277,1.274708,0.083238,0.449316,0.241632,-0.066265,-0.574183,-0.222284
-0.070915,-0.168099,0.341725,0.078390,-0.223432,0.133491,0.177070,-0.543286,0.057973,0.786753,0.911108,0.248859,0.630781,-0.688550,-0.626664,1.481315,-1.288799,-0.059504,0.053830,0.051686,0.158296,-0.672555,1.345859,0.063842,0.438254,0.241481,-0.032909,-0.651316,-0.227374
-0.129755,-0.200171,0.459502,0.148900,-0.183478,0.192913,0.219759,-0.502135,0.014476,0.957866,0.959305,-0.073466,0.741463,-0.696861,-0.645354,1.473890,-1.194501,-0.049500,0.044338,0.090564,0.065957,-0.691519,1.389437,0.039111,0.417471,0.221781,-0.001662,-0.646076,-0.240625
-0.214521,-0.204222,0.536826,0.203317,-0.149316,0.198410,0.218145,-0.481087,-0.012497,1.149359,0.966726,-0.391403,0.796874,-0.600013,-0.653865,1.448501,-1.069921,-0.007382,0.033263,0.110937,0.032452,-0.677059,1.400051,-0.020690,0.395666,0.181365,0.029943,-0.537583,-0.237416
-0.312250,-0.194265,0.593923,0.249688,-0.118051,0.176946,0.194382,-0.470089,-0.031209,1.351039,0.953759,-0.707143,0.824651,-0.450590,-0.657288,1.414131,-0.930201,0.050791,0.021396,0.122057,0.028363,-0.645888,1.394183,-0.098026,0.373352,0.130591,0.061728,-0.377468,-0.225976
-0.391756,-0.207760,0.593923,0.288636,-0.104228,0.117644,0.201071,-0.437071,-0.027118,1.452905,0.945479,-0.934652,0.764592,-0.420578,-0.660294,1.401860,-0.827130,0.045513,0.014813,0.151752,0.085631,-0.608514,1.402243,-0.358929,0.379568,-0.026295,0.088491,-0.124329,-0.133449
-0.455690,-0.216734,0.586116,0.333862,-0.087883,0.059818,0.216644,-0.397147,-0.018829,1.529574,0.930259,-1.145543,0.694385,-0.402527,-0.661336,1.396296,-0.731309,0.041403,0.010959,0.186843,0.142323,-0.571679,1.411988,-0.594037,0.381220,-0.182558,0.113502,0.089701,-0.040798
-0.488476,-0.216734,0.560999,0.391645,-0.066494,0.004947,0.249987,-0.343412,-0.002141,1.555845,0.901162,-1.323192,0.603887,-0.408402,-0.658446,1.404144,-0.649991,0.041403,0.012563,0.232728,0.197864,-0.535919,1.425101,-0.777547,0.373743,-0.337574,0.135008,0.225507,0.052100
-0.504184,-0.208611,0.528783,0.442639,-0.046925,-0.039932,0.283173,-0.285287,0.012320,1.546534,0.864139,-1.460659,0.529033,-0.411313,-0.651612,1.411132,-0.577616,0.032550,0.023678,0.290419,0.247792,-0.471468,1.428950,-0.846507,0.362388,-0.413915,0.142716,0.296462,0.105034
-0.511353,-0.196460,0.493018,0.490236,-0.028268,-0.079814,0.316280,-0.224968,0.025669,1.519432,0.823154,-1.578032,0.462003,-0.412742,-0.642804,1.417112,-0.509714,0.020159,0.039548,0.354011,0.294915,-0.392671,1.428429,-0.858189,0.349093,-0.450916,0.143255,0.334990,0.137984
-0.497229,-0.169694,0.461806,0.504203,-0.030193,-0.100911,0.341733,-0.174414,0.040943,1.438869,0.757476,-1.664801,0.402656,-0.414102,-0.634158,1.417112,-0.455901,-0.007266,0.084468,0.350501,0.326443,-0.282230,1.441692,-0.836133,0.337972,-0.477117,0.127075,0.396788,0.168225
-0.478388,-0.143012,0.435310,0.508460,-0.044173,-0.114266,0.357874,-0.140129,0.050701,1.345615,0.696026,-1.727421,0.357427,-0.414459,-0.623977,1.412697,-0.412021,-0.033879,0.122094,0.337960,0.346194,-0.154895,1.453006,-0.823452,0.331706,-0.501384,0.110228,0.465692,0.196250
-0.450109,-0.116498,0.418245,0.493299,-0.082262,-0.112138,0.355391,-0.138381,0.049426,1.226969,0.643026,-1.741744,0.340431,-0.414459,-0.610724,1.401188,-0.388004,-0.058871,0.145137,0.307354,0.342391,0.006238,1.460421,-0.829520,0.335147,-0.521786,0.092048,0.548811,0.219843
-0.414200,-0.097905,0.415383,0.467840,-0.119073,-0.092886,0.329415,-0.140606,0.038275,1.094083,0.601734,-1.716483,0.342961,-0.403957,-0.603720,1.395017,-0.387237,-0.071807,0.154868,0.254219,0.326232,0.207967,1.469426,-0.836535,0.340438,-0.520752,0.080911,0.600939,0.238853
-0.374477,-0.083272,0.419624,0.437232,-0.155244,-0.065072,0.291694,-0.144816,0.022185,0.954079,0.566295,-1.671430,0.355254,-0.389027,-0.598974,1.391517,-0.398096,-0.078715,0.157944,0.189819,0.303896,0.429990,1.479224,-0.844025,0.346653,-0.509000,0.073296,0.637570,0.255572
-0.318941,-0.095216,0.447822,0.399283,-0.202166,0.015110,0.234638,-0.158407,-0.008379,0.813913,0.576885,-1.527103,0.395645,-0.341763,-0.598974,1.410462,-0.476046,-0.070895,0.138121,0.050571,0.279578,0.688973,1.494865,-0.846939,0.350049,-0.451333,0.069277,0.589698,0.278376
-0.267473,-0.117257,0.460105,0.362895,-0.255988,0.114131,0.177786,-0.176045,-0.026084,0.699238,0.604183,-1.307482,0.426933,-0.286715,-0.593088,1.460456,-0.583889,-0.060518,0.114269,-0.102350,0.261863,0.888748,1.502549,-0.851156,0.351984,-0.381793,0.066575,0.508355,0.300199
-0.224143,-0.159490,0.440560,0.329625,-0.323609,0.250830,0.121342,-0.201776,-0.018072,0.635545,0.664898,-0.937271,0.440014,-0.216097,-0.578032,1.572548,-0.751518,-0.045026,0.082358,-0.282617,0.257354,0.970104,1.494322,-0.857979,0.351984,-0.288505,0.066575,0.360069,0.320061
-0.192433,-0.205188,0.377512,0.312653,-0.377381,0.337728,0.085116,-0.207571,0.023757,0.640342,0.735147,-0.540120,0.420501,-0.196703,-0.567989,1.699769,-0.907765,-0.120993,0.068021,-0.309501,0.296591,0.964876,1.458839,-0.840529,0.347529,-0.230280,0.068131,0.241148,0.327707
-0.166534,-0.252620,0.292715,0.303830,-0.424227,0.399722,0.059001,-0.203399,0.082493,0.679387,0.810164,-0.130046,0.384691,-0.202923,-0.560453,1.834553,-1.058318,-0.242688,0.062472,-0.259690,0.357700,0.916354,1.409727,-0.810943,0.341339,-0.189590,0.070500,0.136913,0.329244
-0.171126,-0.300395,0.336310,0.309759,-0.461496,0.421607,0.065180,-0.175882,0.064040,0.799966,0.894548,-0.130046,0.428222,-0.311631,-0.566226,1.827535,-1.100778,-0.254155,0.137250,-0.122738,0.334602,0.733427,1.426162,-0.770065,0.336014,-0.188052,0.075924,0.052059,0.320544
-0.184021,-0.354854,0.408663,0.320754,-0.494614,0.429771,0.071649,-0.146619,0.028205,0.919429,0.983555,-0.229015,0.490006,-0.422917,-0.575316,1.798504,-1.114302,-0.261800,0.202041,-0.036692,0.289379,0.523924,1.449023,-0.743619,0.331335,-0.192106,0.080376,-0.022958,0.308306
-0.213527,-0.422684,0.538536,0.341882,-0.519429,0.410493,0.078698,-0.113860,-0.042396,1.036667,1.081810,-0.524310,0.588298,-0.539361,-0.591037,1.725444,-1.069956,-0.261800,0.246860,-0.052452,0.199902,0.261263,1.484740,-0.746040,0.327947,-0.207345,0.080376,-0.078303,0.288987
-0.259958,-0.501188,0.626298,0.354741,-0.531014,0.354203,0.080272,-0.072065,-0.087130,1.137723,1.169553,-0.783267,0.632503,-0.607701,-0.601835,1.668098,-1.017077,-0.261800,0.261800,-0.055497,0.158168,0.057390,1.497703,-0.764646,0.321174,-0.228641,0.079538,-0.099050,0.268970
-0.314853,-0.585032,0.693006,0.363465,-0.534939,0.279405,0.079497,-0.025749,-0.118931,1.230690,1.252040,-1.024056,0.649664,-0.651990,-0.610171,1.618607,-0.959930,-0.261800,0.261800,-0.052183,0.140305,-0.117090,1.499290,-0.791346,0.312707,-0.252967,0.077028,-0.102497,0.248604
-0.341593,-0.626810,0.702104,0.366641,-0.534939,0.208420,0.069484,0.003266,-0.111789,1.279637,1.310119,-1.235403,0.611378,-0.672875,-0.618015,1.604477,-0.900262,-0.261800,0.261800,-0.046222,0.160510,-0.161206,1.487388,-0.835719,0.296312,-0.287239,0.078237,-0.069010,0.228773
-0.362334,-0.650152,0.702252,0.368758,-0.534709,0.148980,0.053486,0.017297,-0.100450,1.313078,1.355417,-1.423937,0.568239,-0.686205,-0.625342,1.595535,-0.841668,-0.261800,0.261800,-0.049054,0.182744,-0.160898,1.471686,-0.885026,0.282834,-0.328786,0.078159,-0.019460,0.209800
-0.371078,-0.636619,0.684500,0.368758,-0.537155,0.112633,0.025519,0.001363,-0.080715,1.315504,1.375154,-1.566837,0.515397,-0.684423,-0.631632,1.595535,-0.785226,-0.261800,0.261800,-0.069472,0.209035,-0.071745,1.448386,-0.944194,0.275190,-0.384881,0.075507,0.062214,0.192542
-0.377091,-0.605495,0.674543,0.359063,-0.545500,0.103763,-0.004567,-0.032275,-0.072734,1.290168,1.368325,-1.596152,0.484452,-0.664149,-0.630738,1.602345,-0.740608,-0.261800,0.261800,-0.084113,0.221971,0.084186,1.431223,-0.989569,0.287192,-0.434155,0.065941,0.151277,0.178159
-0.381738,-0.565574,0.668484,0.344835,-0.556794,0.108631,-0.035713,-0.074764,-0.070630,1.250951,1.348213,-1.568672,0.464456,-0.634628,-0.626251,1.611844,-0.701903,-0.261800,0.261800,-0.095866,0.228230,0.273506,1.417129,-1.028048,0.309018,-0.480019,0.052918,0.244034,0.165213
-0.388181,-0.521496,0.662393,0.319097,-0.570081,0.135148,-0.066307,-0.128099,-0.070630,1.180855,1.305051,-1.418216,0.445581,-0.581772,-0.609939,1.628572,-0.673228,-0.261800,0.261800,-0.131082,0.202439,0.477358,1.410627,-1.043707,0.331027,-0.481983,0.041542,0.277321,0.151438
-0.387484,-0.463137,0.637433,0.294955,-0.579616,0.171230,-0.097154,-0.197497,-0.067186,1.084183,1.242546,-1.213278,0.420915,-0.505806,-0.583683,1.635670,-0.655027,-0.261800,0.258883,-0.136298,0.181646,0.659199,1.401615,-1.071295,0.359495,-0.462068,0.026147,0.283254,0.124120
-0.372507,-0.376216,0.574732,0.274006,-0.581646,0.226439,-0.128504,-0.299022,-0.055588,0.934358,1.141353,-0.899373,0.384663,-0.383618,-0.537538,1.623508,-0.657769,-0.261800,0.250133,-0.081514,0.170848,0.797025,1.387582,-1.122745,0.400879,-0.398398,0.002712,0.234478,0.069716
-0.363856,-0.291973,0.500636,0.264363,-0.582323,0.256326,-0.113771,-0.407982,-0.025783,0.801484,1.046811,-0.635181,0.336190,-0.327054,-0.495655,1.588674,-0.640242,-0.177602,0.236303,-0.044951,0.187771,0.817034,1.381095,-1.145799,0.442170,-0.310102,-0.024294,0.149506,0.018180
-0.358367,-0.209069,0.420841,0.260372,-0.582070,0.273551,-0.075994,-0.520662,0.013126,0.677084,0.955591,-0.395843,0.281606,-0.303301,-0.455903,1.542503,-0.612580,-0.051302,0.219933,-0.016572,0.218555,0.778131,1.378380,-1.154655,0.483413,-0.209490,-0.053087,0.046434,-0.031922
-0.385131,-0.132415,0.357177,0.246700,-0.577620,0.263092,0.007884,-0.631963,0.044333,0.669595,0.858479,-0.253388,0.235342,-0.322630,-0.399717,1.479105,-0.575225,-0.004289,0.217456,-0.016572,0.275861,0.621881,1.389951,-0.999705,0.509923,-0.125032,-0.089880,-0.004808,-0.050438
-0.413931,-0.064559,0.303664,0.237786,-0.566259,0.250117,0.091020,-0.729122,0.071527,0.691432,0.768400,-0.143445,0.192803,-0.343604,-0.344559,1.414833,-0.539645,0.034909,0.219123,-0.038505,0.339092,0.460596,1.400870,-0.822985,0.524992,-0.044646,-0.122311,-0.037619,-0.062303
-0.446799,-0.014302,0.270457,0.237786,-0.541072,0.232110,0.172669,-0.797993,0.090696,0.771918,0.692394,-0.098531,0.157715,-0.367868,-0.291459,1.348816,-0.507618,0.058476,0.229078,-0.107084,0.414168,0.289251,1.410480,-0.602735,0.517179,0.027590,-0.146021,-0.033569,-0.062303
-0.463066,0.025641,0.240545,0.248668,-0.500167,0.214200,0.239568,-0.826069,0.105893,0.860475,0.625084,-0.074549,0.123977,-0.383474,-0.246537,1.277984,-0.479359,0.083221,0.244158,-0.201306,0.487515,0.160997,1.419559,-0.453363,0.505103,0.081944,-0.157276,-0.030487,-0.060524
-0.471032,0.060426,0.212280,0.264689,-0.451403,0.196338,0.299093,-0.833747,0.119104,0.953066,0.562124,-0.061033,0.090914,-0.394751,-0.205703,1.204746,-0.452984,0.108554,0.261800,-0.308350,0.559996,0.054290,1.428372,-0.339434,0.490897,0.127357,-0.162305,-0.027888,-0.058572
-0.467343,0.089185,0.173594,0.285768,-0.389434,0.174404,0.329530,-0.791855,0.125857,1.022407,0.510822,-0.045818,0.065804,-0.389494,-0.198670,1.132711,-0.426244,0.136361,0.261800,-0.420967,0.593905,0.045704,1.426792,-0.304947,0.482921,0.142000,-0.161024,-0.029234,-0.058972
-0.466185,0.119848,0.132790,0.307764,-0.323690,0.152520,0.352514,-0.739645,0.128914,1.082688,0.454927,-0.035325,0.042627,-0.384141,-0.198375,1.061967,-0.399265,0.162102,0.261076,-0.537037,0.619272,0.071104,1.426681,-0.275605,0.474946,0.152659,-0.157970,-0.030734,-0.060472
-0.470087,0.154319,0.087752,0.331594,-0.250396,0.130735,0.360589,-0.666799,0.124579,1.124847,0.389847,-0.035325,0.023318,-0.378596,-0.211559,0.993808,-0.371807,0.183705,0.261076,-0.660010,0.627554,0.164477,1.426681,-0.256549,0.466972,0.152659,-0.151369,-0.030734,-0.063772
-0.483011,0.188202,0.042362,0.346793,-0.181990,0.106723,0.358631,-0.582547,0.118101,1.149806,0.327079,-0.043229,0.009133,-0.377746,-0.241141,0.929664,-0.350320,0.203231,0.248842,-0.778179,0.629381,0.303463,1.429667,-0.247015,0.462076,0.143894,-0.144020,-0.029616,-0.066857
-0.500446,0.221792,-0.003203,0.357677,-0.116029,0.081597,0.351656,-0.492593,0.110552,1.166168,0.265467,-0.055608,-0.002490,-0.378743,-0.278921,0.867527,-0.331816,0.221718,0.231577,-0.893946,0.628446,0.465255,1.432733,-0.242240,0.459206,0.129401,-0.136298,-0.027034,-0.069836
-0.518303,0.261250,-0.037970,0.356021,-0.057683,0.055301,0.337412,-0.447394,0.105546,1.159063,0.208197,-0.064970,-0.002490,-0.363667,-0.347727,0.786577,-0.319270,0.216633,0.234539,-0.965254,0.612842,0.656413,1.438580,-0.248227,0.459206,0.114647,-0.129991,-0.023682,-0.069836
-0.539139,0.303570,-0.067441,0.346248,0.000328,0.030625,0.312964,-0.430801,0.103138,1.155116,0.153185,-0.069494,0.004678,-0.373133,-0.411903,0.694157,-0.308895,0.180297,0.235712,-1.012284,0.591275,0.847132,1.444601,-0.254724,0.461039,0.107747,-0.123902,-0.018621,-0.069698
-0.565932,0.351615,-0.086321,0.320242,0.057672,0.009188,0.268106,-0.471424,0.103138,1.157484,0.102688,-0.064342,0.026344,-0.431686,-0.466820,0.578794,-0.302863,0.081454,0.235712,-1.010756,0.557781,1.036975,1.450966,-0.262240,0.465073,0.116556,-0.118247,-0.010141,-0.068474
-0.600784,0.387284,-0.090198,0.270600,0.109038,-0.014057,0.208819,-0.536055,0.100742,1.169461,0.064579,-0.052161,0.060511,-0.492760,-0.508360,0.479890,-0.299122,0.016842,0.227105,-0.980719,0.520935,1.189557,1.457451,-0.268058,0.473295,0.137358,-0.111679,0.005723,-0.069420
-0.639665,0.416766,-0.086573,0.209141,0.157414,-0.038208,0.142316,-0.612691,0.095755,1.186243,0.032664,-0.036467,0.100928,-0.555093,-0.543211,0.389215,-0.296527,-0.030065,0.215398,-0.936426,0.482413,1.323510,1.463996,-0.273028,0.483610,0.164157,-0.104654,0.025280,-0.071451
-0.658020,0.396255,-0.065427,0.127200,0.132887,-0.065327,0.094193,-0.690793,0.095755,1.202494,0.148392,-0.028404,0.137759,-0.555093,-0.597568,0.299045,-0.286338,-0.030065,0.226071,-0.846743,0.438062,1.448426,1.486617,-0.296906,0.511834,0.215572,-0.065963,0.074163,-0.091477
-0.668972,0.361050,-0.039696,0.049620,0.083204,-0.089408,0.059431,-0.754117,0.103448,1.211335,0.307153,-0.011776,0.161388,-0.548410,-0.646777,0.236480,-0.276291,-0.021703,0.214775,-0.764061,0.403793,1.538068,1.511880,-0.328691,0.532929,0.254471,-0.020977,0.098456,-0.113800
-0.665117,0.296453,-0.004795,-0.019246,-0.016796,-0.107413,0.051388,-0.787890,0.126956,1.205358,0.551991,0.021981,0.158611,-0.526728,-0.685691,0.229120,-0.266528,0.001609,0.159537,-0.695376,0.389685,1.557169,1.542428,-0.376289,0.539765,0.268343,0.036599,0.073571,-0.140723
-0.627988,0.198948,0.028686,-0.070292,-0.122613,-0.112058,0.039443,-0.752175,0.154646,1.154281,0.833050,0.052258,0.143735,-0.503196,-0.586030,0.227813,-0.267399,0.018338,0.049595,-0.674874,0.421895,1.566000,1.554494,-0.429032,0.540189,0.282257,0.087355,0.008673,-0.151606
-0.574222,0.084986,0.061457,-0.112430,-0.231342,-0.110025,0.025546,-0.681715,0.184426,1.080653,1.132226,0.080796,0.122809,-0.478737,-0.417080,0.229533,-0.273586,0.031776,-0.087700,-0.678463,0.477266,1.569697,1.557320,-0.484347,0.537407,0.296192,0.134702,-0.076235,-0.154470
-0.547642,-0.047700,0.088890,-0.128890,-0.292491,-0.102914,0.009316,-0.606665,0.214902,1.042024,1.300402,0.101295,0.096771,-0.461625,-0.373804,0.240815,-0.289737,0.032109,-0.071815,-0.714960,0.556242,1.560236,1.549397,-0.496128,0.533200,0.305261,0.136467,-0.139132,-0.140211
-0.526226,-0.174298,0.115478,-0.140458,-0.346455,-0.094020,-0.008580,-0.537995,0.242633,1.012089,1.432717,0.119795,0.072164,-0.447233,-0.345930,0.256670,-0.307665,0.030928,-0.043013,-0.747339,0.629738,1.545595,1.541129,-0.496496,0.531298,0.309791,0.127023,-0.196280,-0.128261
-0.515141,-0.288721,0.140377,-0.142244,-0.386051,-0.081560,-0.029805,-0.482087,0.264875,0.999542,1.493308,0.134301,0.050418,-0.438282,-0.348861,0.281669,-0.329146,0.026388,0.011620,-0.771480,0.692274,1.520595,1.532172,-0.474035,0.531298,0.305241,0.095164,-0.241929,-0.120929
-0.501338,-0.368911,0.159588,-0.134956,-0.422144,-0.062283,-0.059202,-0.450438,0.279407,0.992738,1.490719,0.143749,0.030370,-0.435298,-0.351017,0.305756,-0.350285,0.019410,0.041065,-0.775940,0.724300,1.498299,1.519899,-0.449477,0.536395,0.297206,0.061259,-0.267508,-0.119400
-0.486177,-0.431983,0.175953,-0.123131,-0.456485,-0.039596,-0.092684,-0.430920,0.290084,0.988805,1.456541,0.150669,0.011170,-0.435271,-0.352788,0.329386,-0.371252,0.011212,0.057915,-0.770558,0.741071,1.477355,1.505968,-0.423869,0.542686,0.287428,0.026331,-0.283051,-0.120774
-0.465113,-0.447525,0.187829,-0.113514,-0.480064,-0.022015,-0.129547,-0.423797,0.292204,0.987277,1.357659,0.160956,-0.003160,-0.437484,-0.358921,0.350942,-0.389274,0.000581,0.035221,-0.732170,0.724178,1.444402,1.481042,-0.407671,0.547464,0.276187,0.000059,-0.261610,-0.127125
-0.443477,-0.450659,0.198778,-0.104364,-0.495783,-0.006348,-0.166747,-0.417597,0.292089,0.987438,1.248778,0.175060,-0.013635,-0.442470,-0.359810,0.373027,-0.407053,-0.009698,0.022977,-0.687820,0.705861,1.405174,1.453336,-0.395524,0.551704,0.259818,-0.024752,-0.223803,-0.135474
-0.420700,-0.428975,0.207869,-0.096147,-0.495783,0.005493,-0.204622,-0.413247,0.287502,0.990976,1.119898,0.196801,-0.016402,-0.452999,-0.350210,0.396171,-0.424346,-0.019277,0.031634,-0.631544,0.684693,1.353395,1.420066,-0.391481,0.554867,0.233193,-0.046642,-0.153267,-0.147817
-0.406231,-0.398574,0.213663,-0.088263,-0.475882,0.015134,-0.246412,-0.391273,0.279517,1.006103,1.004404,0.212969,-0.016551,-0.476565,-0.326762,0.418223,-0.443386,-0.036670,0.065273,-0.581320,0.673995,1.302474,1.383794,-0.402954,0.549474,0.201024,-0.058949,-0.093462,-0.156595
-0.395917,-0.363813,0.217807,-0.080544,-0.445671,0.023675,-0.290160,-0.360487,0.269834,1.027024,0.895606,0.226351,-0.015777,-0.506648,-0.296392,0.439728,-0.463298,-0.057968,0.111403,-0.534122,0.668532,1.251983,1.346020,-0.422185,0.539802,0.166082,-0.066465,-0.039025,-0.164065
-0.400092,-0.326300,0.223715,-0.075491,-0.410388,0.030790,-0.339349,-0.316924,0.265724,1.072315,0.847409,0.220506,-0.013486,-0.544432,-0.265850,0.469020,-0.495755,-0.083982,0.125911,-0.512176,0.694350,1.199458,1.303011,-0.441638,0.518739,0.143083,-0.069673,-0.021030,-0.164065
-0.406952,-0.293962,0.228661,-0.067909,-0.370795,0.038003,-0.389444,-0.275170,0.264468,1.121596,0.824069,0.212921,-0.010381,-0.581732,-0.246528,0.501174,-0.532679,-0.110680,0.160826,-0.492534,0.718043,1.141646,1.253583,-0.455648,0.493348,0.124925,-0.073295,-0.009657,-0.165153
-0.419180,-0.271977,0.231683,-0.055272,-0.322580,0.045410,-0.441351,-0.237033,0.268919,1.178859,0.850446,0.201857,-0.005644,-0.618063,-0.249643,0.539053,-0.578539,-0.138749,0.236556,-0.477499,0.737489,1.073258,1.191319,-0.458770,0.459301,0.116452,-0.077746,-0.011528,-0.166990
-0.434839,-0.258892,0.233021,-0.044281,-0.284466,0.043893,-0.486899,-0.220288,0.275254,1.234707,0.892896,0.189660,-0.008448,-0.655740,-0.302900,0.578543,-0.622716,-0.168572,0.261800,-0.469796,0.749233,1.007493,1.131562,-0.450693,0.425954,0.112902,-0.080921,-0.018142,-0.172387
-0.452215,-0.250258,0.233352,-0.034113,-0.251402,0.037913,-0.529271,-0.214238,0.282531,1.289848,0.943384,0.176897,-0.015024,-0.694092,-0.381232,0.618840,-0.666054,-0.199273,0.261800,-0.465759,0.757125,0.943036,1.073057,-0.437015,0.392956,0.112177,-0.083843,-0.027127,-0.179565
