body_0_x,body_0_y,body_0_z,body_1_x,body_1_y,body_1_z,body_2_x,body_2_y,body_2_z,body_3_x,body_3_y,body_3_z,body_4_x,body_4_y,body_4_z,body_5_x,body_5_y,body_5_z,body_6_x,body_6_y,body_6_z,body_7_x,body_7_y,body_7_z,body_8_x,body_8_y,body_8_z,body_9_x,body_9_y,body_9_z,body_10_x,body_10_y,body_10_z,body_11_x,body_11_y,body_11_z,body_12_x,body_12_y,body_12_z,body_13_x,body_13_y,body_13_z
-0.026202,-0.151976,0.698480,0.032413,-0.076769,0.551373,0.183578,-0.109992,0.286824,0.029775,0.018981,0.045725,-0.058571,-0.287584,0.590675,-0.000294,-0.435911,0.329111,-0.145110,-0.404149,0.049256,-0.030420,-0.137530,0.750389,0.087948,0.033617,0.928376,0.066574,0.055423,0.746800,0.045092,0.067940,0.564155,-0.013931,-0.214442,1.012682,-0.078310,-0.360313,0.920385,-0.071635,-0.496943,0.797954
-0.019334,-0.142424,0.716848,0.042009,-0.068932,0.569577,0.176103,-0.102731,0.296189,0.029887,0.020341,0.046818,-0.061509,-0.274129,0.607469,-0.016627,-0.416122,0.339863,-0.143751,-0.401747,0.049725,-0.022181,-0.128228,0.768911,0.106949,0.032670,0.948976,0.085999,0.053825,0.767272,0.062384,0.070428,0.585202,-0.016845,-0.205844,1.031466,-0.090399,-0.346412,0.937772,-0.083550,-0.483418,0.815497
-0.013200,-0.133932,0.733114,0.052143,-0.061747,0.586522,0.167156,-0.095505,0.304705,0.029721,0.019790,0.046181,-0.066253,-0.259345,0.620989,-0.036173,-0.395020,0.348070,-0.140241,-0.391228,0.048484,-0.014713,-0.120525,0.785430,0.124511,0.028542,0.968155,0.104608,0.053324,0.786787,0.081665,0.071066,0.604752,-0.019773,-0.199219,1.047671,-0.103076,-0.333493,0.952897,-0.099982,-0.471059,0.831242
-0.008586,-0.126478,0.748389,0.060878,-0.056055,0.602508,0.157919,-0.087254,0.313805,0.029593,0.020697,0.046995,-0.071962,-0.244778,0.633859,-0.053238,-0.373425,0.356515,-0.137648,-0.374661,0.050752,-0.008827,-0.113945,0.800931,0.140156,0.022407,0.985904,0.121927,0.052128,0.805099,0.100236,0.070350,0.622989,-0.023572,-0.192759,1.062773,-0.116605,-0.320014,0.967353,-0.117979,-0.458240,0.846591
-0.007015,-0.121101,0.761683,0.066843,-0.053225,0.616498,0.147977,-0.080220,0.322546,0.029635,0.021038,0.048064,-0.080075,-0.231646,0.645230,-0.067130,-0.355084,0.365096,-0.135458,-0.347249,0.055480,-0.006059,-0.109487,0.814419,0.152529,0.012866,1.001222,0.137653,0.050013,0.821487,0.118399,0.067197,0.639026,-0.029502,-0.187931,1.075739,-0.132441,-0.307285,0.980275,-0.139273,-0.445890,0.860371
-0.006160,-0.115460,0.772167,0.072082,-0.050384,0.627823,0.140007,-0.074059,0.330246,0.030964,0.021985,0.049651,-0.087298,-0.218199,0.653970,-0.078279,-0.337595,0.371803,-0.134767,-0.311226,0.060864,-0.004264,-0.104751,0.825061,0.163313,0.002170,1.013522,0.154029,0.048129,0.835463,0.137387,0.063534,0.652592,-0.035761,-0.182662,1.085696,-0.148828,-0.293356,0.991262,-0.163909,-0.431871,0.872136
-0.005664,-0.109686,0.781247,0.076870,-0.047673,0.637817,0.132802,-0.068103,0.337474,0.032455,0.023331,0.051750,-0.093813,-0.204405,0.661427,-0.088038,-0.320869,0.377790,-0.131307,-0.271816,0.067518,-0.002982,-0.099901,0.834277,0.172541,-0.009522,1.024205,0.170792,0.045288,0.848443,0.155745,0.058549,0.665262,-0.042124,-0.176924,1.094142,-0.165083,-0.278035,1.001339,-0.189853,-0.415643,0.882848
-0.005566,-0.104179,0.787185,0.081320,-0.045294,0.644949,0.129627,-0.064715,0.343182,0.036184,0.026420,0.054738,-0.098995,-0.191304,0.665574,-0.097286,-0.302907,0.379781,-0.127825,-0.227329,0.073401,-0.002435,-0.095216,0.840324,0.179256,-0.021018,1.031531,0.188664,0.044867,0.859874,0.174681,0.054788,0.676372,-0.048178,-0.171575,1.099307,-0.180369,-0.263239,1.009434,-0.219127,-0.398561,0.892064
-0.005454,-0.098905,0.792143,0.085794,-0.043330,0.651273,0.127636,-0.061910,0.348460,0.040706,0.030871,0.058274,-0.103377,-0.178137,0.668623,-0.105296,-0.283812,0.380437,-0.120092,-0.184649,0.079740,-0.002006,-0.090810,0.845387,0.184344,-0.032655,1.037758,0.207538,0.043761,0.871882,0.193045,0.049961,0.688236,-0.053979,-0.166303,1.103447,-0.194787,-0.247996,1.017118,-0.248132,-0.379498,0.901118
-0.005314,-0.094099,0.795143,0.090481,-0.041955,0.655979,0.127978,-0.061171,0.352637,0.046957,0.036867,0.062301,-0.106678,-0.165262,0.669414,-0.111592,-0.262715,0.378263,-0.110379,-0.143432,0.084695,-0.001763,-0.086902,0.848490,0.187639,-0.043842,1.041995,0.228260,0.042986,0.884828,0.212088,0.044292,0.701206,-0.059416,-0.161659,1.105551,-0.208248,-0.233301,1.023886,-0.277302,-0.359149,0.909846
-0.004846,-0.089713,0.796022,0.095762,-0.041409,0.658888,0.130068,-0.062155,0.355303,0.056558,0.045459,0.066267,-0.108808,-0.152421,0.667840,-0.116109,-0.240437,0.373662,-0.098940,-0.105632,0.087482,-0.001423,-0.083452,0.849475,0.189303,-0.054415,1.044483,0.250580,0.040865,0.899370,0.231976,0.036132,0.716031,-0.064780,-0.157717,1.105322,-0.221383,-0.218969,1.029992,-0.306642,-0.336813,0.918278
-0.004214,-0.085538,0.795841,0.101175,-0.041457,0.660907,0.132591,-0.064117,0.357186,0.068394,0.054636,0.070236,-0.110044,-0.139524,0.665149,-0.118775,-0.217301,0.368068,-0.085292,-0.069858,0.089741,-0.001062,-0.080220,0.849390,0.189825,-0.064742,1.046027,0.273231,0.035150,0.915806,0.250420,0.024372,0.733200,-0.070151,-0.153983,1.103885,-0.233777,-0.204510,1.035900,-0.334839,-0.312425,0.927251
-0.002838,-0.082319,0.790005,0.106575,-0.043393,0.656668,0.133284,-0.062973,0.352317,0.083794,0.066487,0.067251,-0.110806,-0.127010,0.657444,-0.123369,-0.193337,0.357602,-0.071333,-0.036983,0.087117,-0.000094,-0.077753,0.843652,0.188186,-0.071484,1.043733,0.297032,0.030452,0.935733,0.272512,0.006508,0.754629,-0.076144,-0.150052,1.096565,-0.245827,-0.190290,1.037114,-0.363373,-0.285545,0.933190
-0.001568,-0.079755,0.782443,0.111406,-0.046425,0.650527,0.132891,-0.060323,0.345462,0.098399,0.076325,0.061818,-0.111256,-0.114702,0.648270,-0.126332,-0.168289,0.345861,-0.055671,-0.008669,0.081749,0.000625,-0.075875,0.836191,0.184475,-0.076496,1.041025,0.316436,0.021526,0.957981,0.289582,-0.019392,0.780330,-0.083518,-0.145665,1.087252,-0.257958,-0.175896,1.036247,-0.390501,-0.257292,0.938643
-0.000513,-0.078503,0.771430,0.115410,-0.051349,0.640611,0.130866,-0.054547,0.334881,0.109913,0.084736,0.051734,-0.111656,-0.102979,0.636053,-0.127447,-0.141791,0.331265,-0.040609,0.012787,0.069516,0.000896,-0.075195,0.825292,0.177189,-0.078099,1.037444,0.328412,0.011505,0.982219,0.299987,-0.054347,0.812610,-0.093639,-0.140704,1.073875,-0.271531,-0.161848,1.030815,-0.417455,-0.228560,0.941331
0.003182,-0.079380,0.760861,0.121046,-0.060468,0.630307,0.130397,-0.055299,0.324358,0.114704,0.089105,0.044108,-0.109280,-0.094678,0.625199,-0.127962,-0.126513,0.319794,-0.032973,0.022917,0.058549,0.003530,-0.076155,0.814829,0.167655,-0.079204,1.036745,0.331165,-0.001628,1.001762,0.303362,-0.097752,0.847301,-0.105740,-0.136372,1.058865,-0.285367,-0.149549,1.019942,-0.441694,-0.201382,0.938326
0.008196,-0.081322,0.750514,0.127072,-0.071695,0.619873,0.130930,-0.058864,0.314028,0.117767,0.092667,0.038226,-0.105216,-0.088045,0.614940,-0.128067,-0.116432,0.309602,-0.028571,0.028226,0.048132,0.007375,-0.077926,0.804529,0.156678,-0.079796,1.036600,0.328099,-0.013946,1.019650,0.298124,-0.138490,0.887649,-0.118368,-0.132242,1.042282,-0.298865,-0.139241,1.005728,-0.463144,-0.177019,0.932208
0.014389,-0.077973,0.738801,0.131034,-0.079280,0.605816,0.134279,-0.081727,0.299681,0.119437,0.093149,0.038962,-0.101880,-0.077443,0.605625,-0.133937,-0.120263,0.303122,-0.027103,0.027988,0.046960,0.012600,-0.074930,0.792818,0.142330,-0.070861,1.035154,0.318448,-0.016039,1.032118,0.289082,-0.173787,0.942302,-0.131581,-0.128158,1.020810,-0.310163,-0.130502,0.975088,-0.478688,-0.152204,0.904306
0.018630,-0.073828,0.727792,0.131602,-0.085585,0.592228,0.135126,-0.106140,0.286732,0.118931,0.090986,0.043158,-0.100494,-0.066706,0.597543,-0.141390,-0.121931,0.298367,-0.028800,0.028803,0.046474,0.016315,-0.071131,0.781710,0.129578,-0.060856,1.031090,0.308236,-0.015784,1.041106,0.268646,-0.190795,1.000892,-0.141815,-0.124283,1.001147,-0.317617,-0.121124,0.945532,-0.487694,-0.127102,0.875063
0.018966,-0.068094,0.718186,0.126599,-0.089494,0.579628,0.134698,-0.133458,0.276654,0.117707,0.085196,0.052390,-0.103566,-0.055905,0.591669,-0.148769,-0.120732,0.295179,-0.029995,0.029686,0.046186,0.017007,-0.065546,0.772007,0.120981,-0.046226,1.024631,0.301267,-0.010723,1.041804,0.244991,-0.185112,1.058355,-0.147137,-0.119215,0.987737,-0.318348,-0.107043,0.920166,-0.486054,-0.097176,0.844432
0.015206,-0.065185,0.714671,0.118869,-0.094841,0.574939,0.131379,-0.169209,0.278118,0.117584,0.070570,0.074833,-0.109000,-0.049169,0.590251,-0.153644,-0.117134,0.294442,-0.030921,0.030321,0.045701,0.014022,-0.062454,0.768493,0.119350,-0.036782,1.020859,0.301478,-0.014236,1.040434,0.225998,-0.168442,1.107067,-0.147610,-0.114514,0.986982,-0.313081,-0.089119,0.909468,-0.475422,-0.063411,0.826031
0.009399,-0.063689,0.714201,0.109773,-0.100858,0.574434,0.126147,-0.208026,0.288042,0.117697,0.051631,0.108306,-0.115633,-0.044515,0.591011,-0.156878,-0.112609,0.294770,-0.030867,0.030314,0.045073,0.009184,-0.060537,0.768062,0.120863,-0.028552,1.018836,0.303793,-0.020613,1.042030,0.211275,-0.138432,1.149397,-0.145602,-0.109140,0.992475,-0.303421,-0.069521,0.905537,-0.457576,-0.029241,0.812811
0.004892,-0.063558,0.715190,0.104169,-0.107544,0.577243,0.123682,-0.238357,0.301045,0.120350,0.025094,0.126364,-0.117980,-0.038705,0.590915,-0.158525,-0.107830,0.294906,-0.030324,0.030511,0.043786,0.005373,-0.060097,0.769137,0.130238,-0.032184,1.016023,0.312566,-0.042957,1.042679,0.204948,-0.116973,1.172580,-0.140521,-0.098907,1.000778,-0.288851,-0.048104,0.903615,-0.433335,0.004912,0.802159
0.000714,-0.063730,0.717106,0.098206,-0.115087,0.581042,0.120037,-0.265977,0.315440,0.121007,-0.001707,0.141752,-0.119472,-0.032622,0.591666,-0.159411,-0.102054,0.295747,-0.030040,0.030822,0.042300,0.001953,-0.059894,0.771079,0.139790,-0.039168,1.013803,0.319464,-0.066995,1.045739,0.206723,-0.089913,1.188539,-0.134684,-0.088184,1.009248,-0.272067,-0.029052,0.901351,-0.405366,0.033978,0.790780
-0.002807,-0.064510,0.720875,0.091776,-0.124439,0.586618,0.116456,-0.289827,0.329999,0.122023,-0.030823,0.148701,-0.119333,-0.026001,0.594044,-0.158417,-0.094377,0.297885,-0.029631,0.031255,0.040440,-0.000683,-0.060148,0.774802,0.149470,-0.053213,1.012893,0.324752,-0.098025,1.049685,0.219459,-0.069178,1.195107,-0.128016,-0.075971,1.018593,-0.253468,-0.011377,0.899887,-0.374595,0.059124,0.780269
-0.004851,-0.066392,0.725976,0.085874,-0.134911,0.593351,0.110425,-0.311370,0.344141,0.123183,-0.062326,0.149757,-0.117126,-0.020471,0.597742,-0.155834,-0.086229,0.301050,-0.029422,0.031800,0.038791,-0.001845,-0.061587,0.779814,0.156733,-0.071167,1.013900,0.326297,-0.132225,1.054105,0.243329,-0.062534,1.198861,-0.120991,-0.064546,1.027761,-0.233951,0.004810,0.899613,-0.342125,0.080255,0.770964
-0.006158,-0.068826,0.731744,0.079900,-0.145731,0.600698,0.102491,-0.331724,0.358257,0.123565,-0.096111,0.148478,-0.113566,-0.015714,0.602067,-0.151821,-0.078341,0.304729,-0.028701,0.031687,0.037368,-0.002266,-0.063714,0.785468,0.161307,-0.091850,1.015986,0.323789,-0.168593,1.058635,0.272497,-0.067775,1.198958,-0.113242,-0.054510,1.036686,-0.213510,0.017969,0.900025,-0.308583,0.095759,0.762714
-0.004418,-0.072926,0.739267,0.076936,-0.157625,0.609868,0.091347,-0.346705,0.369136,0.126642,-0.132483,0.139306,-0.106000,-0.013150,0.607692,-0.144922,-0.067366,0.308849,-0.029017,0.032328,0.034207,-0.000093,-0.067484,0.792901,0.161436,-0.113752,1.022978,0.314415,-0.206130,1.069580,0.293836,-0.096357,1.210449,-0.107331,-0.047718,1.044869,-0.194952,0.025521,0.900177,-0.277282,0.104919,0.755686
-0.002173,-0.078048,0.746637,0.074053,-0.169890,0.618785,0.079215,-0.359770,0.378264,0.129666,-0.171047,0.129677,-0.097619,-0.012264,0.613248,-0.138023,-0.056874,0.313045,-0.028606,0.032644,0.032192,0.002471,-0.072328,0.800198,0.158852,-0.134078,1.030945,0.300966,-0.240577,1.081612,0.311035,-0.133315,1.224968,-0.101956,-0.041799,1.052097,-0.178057,0.030956,0.900806,-0.248616,0.110515,0.750261
0.001082,-0.085214,0.753702,0.072002,-0.183297,0.627129,0.066573,-0.369399,0.383686,0.134208,-0.212342,0.117761,-0.088247,-0.014194,0.618690,-0.132582,-0.046011,0.317418,-0.028523,0.034311,0.031647,0.005820,-0.079156,0.807220,0.154429,-0.150421,1.040516,0.284612,-0.269319,1.095430,0.320471,-0.180790,1.246762,-0.097708,-0.035963,1.057573,-0.163801,0.036757,0.901631,-0.223938,0.116324,0.746605
0.004302,-0.093848,0.759111,0.069487,-0.197194,0.633272,0.054744,-0.375646,0.384608,0.140558,-0.255008,0.105173,-0.079065,-0.017856,0.622953,-0.127370,-0.037566,0.321254,-0.028528,0.035751,0.031699,0.008939,-0.087452,0.812624,0.148430,-0.162278,1.050101,0.267644,-0.290225,1.109325,0.319925,-0.236220,1.271758,-0.095438,-0.030206,1.059793,-0.153661,0.042840,0.900885,-0.205231,0.123384,0.743289
0.007505,-0.103217,0.763693,0.066652,-0.211153,0.638345,0.044320,-0.379847,0.383594,0.143194,-0.299333,0.094105,-0.069822,-0.022580,0.626614,-0.121406,-0.030239,0.324908,-0.027802,0.037839,0.032301,0.011967,-0.096444,0.817201,0.142170,-0.171292,1.059377,0.250881,-0.306367,1.122736,0.311138,-0.295280,1.291145,-0.093293,-0.024183,1.060069,-0.144645,0.049307,0.898999,-0.188366,0.131187,0.739724
0.012804,-0.115282,0.765181,0.065082,-0.227128,0.639738,0.038615,-0.381790,0.376713,0.148333,-0.340314,0.082635,-0.058582,-0.030016,0.627706,-0.120346,-0.026217,0.327834,-0.026881,0.039163,0.034567,0.016363,-0.107718,0.818676,0.131125,-0.170517,1.070250,0.232611,-0.308360,1.139172,0.279484,-0.355962,1.306553,-0.097855,-0.014037,1.050068,-0.145449,0.062071,0.889046,-0.184082,0.148637,0.730936
0.019247,-0.128180,0.765047,0.063837,-0.243663,0.639562,0.034118,-0.385244,0.369682,0.147123,-0.376775,0.073747,-0.046044,-0.038623,0.627324,-0.119888,-0.021430,0.330653,-0.024512,0.041401,0.037385,0.021848,-0.119575,0.818360,0.115855,-0.170287,1.078720,0.212374,-0.309537,1.151613,0.243333,-0.406771,1.301464,-0.102011,-0.002368,1.033656,-0.146138,0.077807,0.873612,-0.180300,0.169140,0.717163
0.027976,-0.142741,0.761670,0.063396,-0.261599,0.636148,0.029419,-0.391826,0.361152,0.145637,-0.405149,0.066329,-0.031234,-0.049121,0.624032,-0.121910,-0.015012,0.333527,-0.020681,0.043320,0.041144,0.029608,-0.132557,0.814430,0.093103,-0.168570,1.082771,0.188876,-0.302992,1.164890,0.200704,-0.436462,1.288773,-0.104835,0.013024,1.004671,-0.146396,0.099655,0.847325,-0.178112,0.195702,0.693201
0.033645,-0.155323,0.754533,0.059055,-0.277058,0.629179,0.019843,-0.400666,0.351854,0.145154,-0.423859,0.061328,-0.020142,-0.058362,0.617172,-0.125695,-0.007709,0.334195,-0.017230,0.044362,0.043130,0.035859,-0.143854,0.806687,0.076240,-0.174032,1.077400,0.165611,-0.302447,1.174883,0.164344,-0.451816,1.280719,-0.094820,0.025364,0.979040,-0.134542,0.122084,0.827217,-0.167006,0.222419,0.676009
0.037783,-0.166916,0.745516,0.052688,-0.290851,0.620514,0.007610,-0.410141,0.342200,0.146562,-0.440063,0.058597,-0.010817,-0.067077,0.608529,-0.128760,0.001023,0.334245,-0.012449,0.044648,0.044752,0.041488,-0.154436,0.797066,0.062536,-0.178957,1.069089,0.130855,-0.301175,1.189027,0.108513,-0.457886,1.281649,-0.077429,0.036113,0.954839,-0.113725,0.144627,0.810344,-0.147068,0.249427,0.662391
0.039588,-0.179611,0.728656,0.045655,-0.304442,0.603824,-0.011135,-0.423116,0.327395,0.148755,-0.443816,0.054725,-0.007123,-0.077834,0.592739,-0.137557,0.006435,0.328830,-0.012654,0.046901,0.042532,0.044215,-0.166942,0.779972,0.070934,-0.184617,1.052028,0.139537,-0.304374,1.174373,0.081499,-0.449959,1.269617,-0.067800,0.029885,0.935359,-0.106456,0.142484,0.794636,-0.140536,0.253926,0.651795
0.041014,-0.190919,0.710476,0.039552,-0.315933,0.585746,-0.028601,-0.434944,0.312040,0.150689,-0.447287,0.051994,-0.004100,-0.087314,0.575811,-0.145760,0.012524,0.323398,-0.011557,0.048368,0.040807,0.046110,-0.178407,0.761742,0.082540,-0.191381,1.033135,0.157505,-0.309801,1.153093,0.066388,-0.431173,1.255979,-0.061592,0.020342,0.918200,-0.103363,0.135728,0.780630,-0.138130,0.253295,0.642960
0.041682,-0.199456,0.689657,0.035380,-0.323918,0.564671,-0.043499,-0.445951,0.295208,0.152079,-0.448620,0.048032,-0.002584,-0.094182,0.556611,-0.156246,0.018386,0.316924,-0.011885,0.049388,0.038964,0.046388,-0.187742,0.741250,0.100001,-0.197375,1.011090,0.188250,-0.316678,1.120674,0.072728,-0.391728,1.241484,-0.062192,0.005207,0.905054,-0.108384,0.121040,0.769222,-0.143718,0.243997,0.636492
0.042430,-0.202942,0.671852,0.033920,-0.327657,0.547524,-0.055749,-0.453464,0.283219,0.151991,-0.448750,0.047030,-0.000431,-0.097325,0.539442,-0.165496,0.022168,0.310974,-0.012409,0.048822,0.037382,0.046766,-0.192076,0.723932,0.114716,-0.205299,0.992043,0.208154,-0.328113,1.093115,0.087457,-0.351034,1.228810,-0.059698,-0.007374,0.898684,-0.109052,0.109254,0.764626,-0.146034,0.234743,0.634745
0.043218,-0.203902,0.655554,0.033802,-0.329288,0.532363,-0.066624,-0.458999,0.273879,0.151064,-0.447818,0.047659,0.002073,-0.098584,0.523386,-0.174069,0.024987,0.305617,-0.012955,0.048055,0.036436,0.047263,-0.193841,0.708114,0.129496,-0.213167,0.973831,0.225061,-0.339225,1.068734,0.114543,-0.310030,1.211415,-0.054702,-0.018619,0.895047,-0.107165,0.098330,0.762445,-0.147030,0.224343,0.633928
0.041879,-0.201625,0.645639,0.032430,-0.327667,0.523342,-0.073039,-0.460768,0.268620,0.150196,-0.447420,0.048299,0.000448,-0.097014,0.513561,-0.182517,0.027030,0.301765,-0.013832,0.048314,0.037203,0.046549,-0.192201,0.698481,0.138361,-0.224114,0.961850,0.234401,-0.352364,1.053281,0.149392,-0.291582,1.202881,-0.048300,-0.027278,0.897793,-0.102524,0.088360,0.764765,-0.145361,0.211543,0.634471
0.040230,-0.198254,0.638458,0.031317,-0.324605,0.516623,-0.077502,-0.460961,0.265056,0.149444,-0.446810,0.048816,-0.002185,-0.094175,0.506603,-0.189979,0.028935,0.298515,-0.014638,0.048498,0.038267,0.045555,-0.189462,0.691480,0.145305,-0.232896,0.952239,0.242691,-0.361965,1.041053,0.185601,-0.281398,1.193973,-0.043243,-0.034787,0.901200,-0.099269,0.078414,0.766846,-0.145661,0.197140,0.633662
0.037960,-0.192698,0.636748,0.030713,-0.318654,0.514475,-0.078122,-0.458126,0.264632,0.149212,-0.446046,0.048646,-0.006879,-0.088844,0.505325,-0.195556,0.031225,0.296268,-0.015162,0.049206,0.039457,0.043967,-0.184525,0.689856,0.147685,-0.238238,0.948664,0.246657,-0.367476,1.035432,0.216454,-0.286990,1.195091,-0.041847,-0.039390,0.907152,-0.099068,0.069575,0.769849,-0.149328,0.180898,0.631763
0.035831,-0.186746,0.640653,0.032068,-0.312319,0.517887,-0.074666,-0.453641,0.268173,0.149485,-0.445418,0.048404,-0.011716,-0.083628,0.509171,-0.198119,0.032194,0.295727,-0.015449,0.049647,0.040484,0.041852,-0.178759,0.693800,0.147220,-0.234209,0.951889,0.250001,-0.361357,1.037291,0.236903,-0.301201,1.207114,-0.046702,-0.039104,0.913392,-0.104512,0.063789,0.771730,-0.157440,0.166390,0.628000
0.033772,-0.180595,0.647367,0.034393,-0.305672,0.524083,-0.069241,-0.448245,0.273764,0.149728,-0.444882,0.048288,-0.016575,-0.078503,0.515602,-0.198932,0.032918,0.296388,-0.015406,0.050615,0.041721,0.039470,-0.172591,0.700539,0.145215,-0.225577,0.958697,0.252546,-0.349496,1.043228,0.254120,-0.319472,1.220626,-0.054679,-0.036488,0.919923,-0.112298,0.059412,0.773366,-0.166689,0.152532,0.623848
0.033017,-0.173404,0.659532,0.040506,-0.298062,0.536112,-0.058137,-0.440738,0.283823,0.150663,-0.444431,0.048227,-0.019972,-0.073306,0.526736,-0.196535,0.031631,0.299684,-0.015470,0.051138,0.043199,0.037499,-0.164960,0.712713,0.138274,-0.210075,0.972731,0.250318,-0.329744,1.057231,0.252610,-0.347218,1.236277,-0.069260,-0.030259,0.927028,-0.125328,0.056265,0.774153,-0.178842,0.138636,0.618161
0.032283,-0.164644,0.675051,0.047669,-0.288255,0.551302,-0.043169,-0.431201,0.296224,0.151175,-0.444016,0.048038,-0.023529,-0.066721,0.541145,-0.191786,0.030318,0.304398,-0.015649,0.051781,0.044359,0.035403,-0.155772,0.728190,0.127915,-0.193546,0.990314,0.242385,-0.310901,1.074802,0.249923,-0.372872,1.243924,-0.084807,-0.021533,0.935427,-0.137745,0.055865,0.776645,-0.189106,0.127130,0.614597
0.031591,-0.152748,0.697274,0.056878,-0.274110,0.572787,-0.020318,-0.417040,0.313214,0.150968,-0.443203,0.048525,-0.027459,-0.057271,0.562168,-0.181897,0.029460,0.312189,-0.015509,0.052827,0.045482,0.033113,-0.143392,0.750263,0.111522,-0.174293,1.014956,0.225678,-0.293075,1.097923,0.238189,-0.396266,1.246471,-0.102155,-0.007052,0.946366,-0.150012,0.061823,0.782132,-0.197946,0.121417,0.614464
0.031712,-0.140474,0.716657,0.067842,-0.258657,0.591709,0.004431,-0.401652,0.328480,0.148917,-0.430154,0.048119,-0.031411,-0.048247,0.580499,-0.172233,0.028134,0.319091,-0.015563,0.052748,0.046271,0.031996,-0.130907,0.769540,0.098843,-0.161797,1.035445,0.214873,-0.283835,1.110779,0.225425,-0.417454,1.234557,-0.116198,0.001142,0.958891,-0.158117,0.062574,0.790153,-0.201123,0.112579,0.618143
0.032241,-0.128011,0.734620,0.079467,-0.241982,0.609413,0.029695,-0.384508,0.343050,0.145859,-0.414573,0.049843,-0.035197,-0.039555,0.597559,-0.162063,0.028126,0.326432,-0.015291,0.054466,0.047976,0.031470,-0.118403,0.787434,0.088086,-0.152742,1.054018,0.209696,-0.275877,1.117938,0.218417,-0.433961,1.210519,-0.128550,0.006020,0.972036,-0.163945,0.060640,0.799521,-0.201077,0.102197,0.624031
0.033847,-0.120584,0.749813,0.092647,-0.229225,0.625011,0.047182,-0.370654,0.357334,0.146566,-0.378563,0.056725,-0.037897,-0.036645,0.611805,-0.150384,0.022944,0.332147,-0.015334,0.053381,0.047798,0.032013,-0.111394,0.802710,0.084590,-0.151839,1.068763,0.215453,-0.272690,1.116796,0.208823,-0.446520,1.176425,-0.137672,-0.000564,0.987178,-0.168575,0.048893,0.812291,-0.200792,0.085677,0.634941
0.034943,-0.113190,0.763358,0.104475,-0.215417,0.638938,0.062773,-0.357527,0.370995,0.147077,-0.341285,0.066262,-0.040989,-0.033770,0.624766,-0.139553,0.019645,0.338277,-0.015647,0.056159,0.049237,0.032127,-0.104640,0.816361,0.082717,-0.151364,1.081521,0.224210,-0.265361,1.113417,0.206444,-0.447189,1.136817,-0.146081,-0.009244,1.001294,-0.173268,0.035910,0.824668,-0.201236,0.068781,0.646019
0.035017,-0.105860,0.773607,0.114046,-0.200663,0.649323,0.076253,-0.345935,0.382437,0.149013,-0.294657,0.078758,-0.045242,-0.030852,0.634950,-0.130763,0.016359,0.342919,-0.015449,0.060280,0.051065,0.031384,-0.098282,0.826762,0.083869,-0.151065,1.090346,0.235139,-0.255551,1.105162,0.204851,-0.437012,1.093876,-0.153383,-0.021287,1.013742,-0.178865,0.020789,0.836144,-0.204155,0.050943,0.656779
0.032820,-0.098977,0.780999,0.119655,-0.185630,0.656155,0.090132,-0.333554,0.389596,0.150151,-0.246617,0.091395,-0.052351,-0.028467,0.642920,-0.124521,0.013543,0.346391,-0.015871,0.068303,0.053598,0.028870,-0.092424,0.834317,0.086147,-0.150557,1.095742,0.244965,-0.244156,1.091622,0.206462,-0.419240,1.048710,-0.159099,-0.033151,1.024477,-0.184627,0.006116,0.846279,-0.208904,0.034286,0.666537
0.029489,-0.092316,0.786963,0.122917,-0.170248,0.661224,0.103896,-0.319790,0.394507,0.146444,-0.198253,0.105617,-0.060732,-0.026574,0.649775,-0.118874,0.012165,0.349703,-0.016450,0.078600,0.056918,0.025513,-0.086791,0.840441,0.089263,-0.149510,1.099282,0.253069,-0.230633,1.075467,0.205807,-0.394351,1.005309,-0.163368,-0.044818,1.034225,-0.189708,-0.008290,0.855598,-0.213876,0.018263,0.675638
0.023668,-0.086526,0.787982,0.122513,-0.154874,0.660777,0.118245,-0.303976,0.393107,0.144035,-0.156910,0.114240,-0.072335,-0.026483,0.652160,-0.116149,0.011518,0.349762,-0.019149,0.094884,0.059446,0.020192,-0.081958,0.841634,0.093456,-0.147864,1.097132,0.258839,-0.215947,1.052716,0.213048,-0.367498,0.958461,-0.165599,-0.054345,1.040885,-0.194421,-0.020052,0.862214,-0.220227,0.004036,0.682127
0.017508,-0.081643,0.787388,0.120950,-0.139600,0.658676,0.132177,-0.287006,0.390218,0.137885,-0.120275,0.121424,-0.084028,-0.027765,0.653087,-0.112962,0.013646,0.349576,-0.024507,0.113993,0.061915,0.014646,-0.078055,0.841196,0.098130,-0.145883,1.093023,0.262078,-0.200136,1.028858,0.218836,-0.336843,0.913182,-0.166645,-0.064044,1.045926,-0.198093,-0.032226,0.867251,-0.225801,-0.010423,0.687134
0.010667,-0.078576,0.783573,0.117770,-0.125022,0.653239,0.145986,-0.269359,0.384343,0.131777,-0.091082,0.123347,-0.096284,-0.031370,0.651086,-0.110166,0.018928,0.348150,-0.034690,0.136478,0.063370,0.008583,-0.076053,0.837514,0.103246,-0.143981,1.085328,0.262431,-0.185305,1.002430,0.227834,-0.304989,0.866712,-0.166512,-0.074256,1.048024,-0.201005,-0.045317,0.869426,-0.231198,-0.025942,0.689383
