body_0_angvel_x,body_0_angvel_y,body_0_angvel_z,body_1_angvel_x,body_1_angvel_y,body_1_angvel_z,body_2_angvel_x,body_2_angvel_y,body_2_angvel_z,body_3_angvel_x,body_3_angvel_y,body_3_angvel_z,body_4_angvel_x,body_4_angvel_y,body_4_angvel_z,body_5_angvel_x,body_5_angvel_y,body_5_angvel_z,body_6_angvel_x,body_6_angvel_y,body_6_angvel_z,body_7_angvel_x,body_7_angvel_y,body_7_angvel_z,body_8_angvel_x,body_8_angvel_y,body_8_angvel_z,body_9_angvel_x,body_9_angvel_y,body_9_angvel_z,body_10_angvel_x,body_10_angvel_y,body_10_angvel_z,body_11_angvel_x,body_11_angvel_y,body_11_angvel_z,body_12_angvel_x,body_12_angvel_y,body_12_angvel_z,body_13_angvel_x,body_13_angvel_y,body_13_angvel_z
-0.476563,0.846059,0.352293,-1.628842,-1.214398,1.424631,0.846151,0.083303,1.491804,-0.595594,-0.737607,1.258312,0.656923,-0.022376,0.548636,-0.022764,0.241539,0.828322,-0.730337,-1.525737,0.523530,-0.002465,-0.582546,-0.185987,-1.261757,-0.448350,-1.376319,-0.694864,-0.576377,-0.280019,0.126249,0.251260,-0.416837,-3.888690,-0.482174,0.235153,-2.147424,1.163768,0.565498,-1.102080,0.281176,0.861910
-0.556833,0.956959,0.390671,-1.816152,-0.989213,1.519235,1.009469,0.070561,1.021974,-0.308151,-0.525684,0.795051,0.468498,-0.079065,0.627428,0.474937,-0.104131,0.462609,-1.182888,-1.628836,0.392444,-0.143826,-0.458004,-0.006231,-1.359614,-0.341838,-1.211324,-0.763861,-0.303599,-0.302236,-0.186646,0.356799,-0.465484,-3.337216,-0.503325,0.502951,-2.017352,0.431345,0.801115,-1.179562,-0.284517,1.252311
-0.671707,1.068038,0.404134,-2.052131,-0.768541,1.607588,1.237764,0.057668,0.580863,-0.170800,-0.326827,0.327814,0.080095,-0.066449,0.681210,1.099122,-0.437944,0.030338,-1.569326,-1.400938,0.286169,-0.276783,-0.330186,0.132944,-1.486820,-0.242798,-1.091943,-0.778597,-0.164644,-0.274733,-0.446200,0.388072,-0.486245,-2.904255,-0.458050,0.703638,-1.702311,0.053458,0.916536,-1.174958,-0.519590,1.601993
-0.795338,1.130553,0.396319,-2.328322,-0.608022,1.680834,1.506444,0.061868,0.264702,-0.103903,-0.148484,-0.032655,-0.448241,-0.001267,0.707958,1.775241,-0.726336,-0.370446,-1.721694,-1.000702,0.202683,-0.369272,-0.190872,0.214387,-1.535560,-0.134879,-1.016943,-0.786524,-0.051822,-0.217473,-0.555835,0.420445,-0.443501,-2.580284,-0.354254,0.823479,-1.303418,-0.024027,0.887920,-1.056318,-0.497348,1.799837
-0.890378,1.086248,0.379292,-2.566388,-0.509430,1.687083,1.726700,0.091373,0.100140,-0.005008,-0.004523,-0.228371,-0.980361,0.088923,0.700165,2.345985,-0.918670,-0.643886,-1.558421,-0.622347,0.131309,-0.421931,-0.039360,0.260276,-1.451029,-0.011987,-0.936419,-0.822997,0.058632,-0.146609,-0.498798,0.488401,-0.322445,-2.267495,-0.204789,0.877547,-0.970025,0.063278,0.811952,-0.818375,-0.325834,1.805308
-0.926711,0.909859,0.371124,-2.651500,-0.432941,1.568838,1.799013,0.146125,0.051461,0.162916,0.099093,-0.269553,-1.357616,0.175413,0.654449,2.650535,-0.969623,-0.732801,-1.143764,-0.361418,0.082143,-0.459066,0.097863,0.308516,-1.254956,0.102290,-0.806918,-0.860694,0.149410,-0.064580,-0.339315,0.561436,-0.150272,-1.895128,-0.045214,0.892605,-0.788599,0.175269,0.794367,-0.500317,-0.114380,1.654653
-0.890070,0.633245,0.384164,-2.500749,-0.340446,1.312854,1.684891,0.219579,0.058401,0.341322,0.181677,-0.215571,-1.471273,0.237123,0.577721,2.620446,-0.869290,-0.642674,-0.646998,-0.198411,0.078747,-0.504813,0.174670,0.380854,-1.018938,0.162310,-0.634402,-0.851901,0.187456,0.023799,-0.167978,0.580267,0.018338,-1.472341,0.070081,0.890302,-0.717478,0.223342,0.839865,-0.166845,0.044743,1.422586
-0.779672,0.326859,0.412178,-2.104521,-0.222498,0.958743,1.425033,0.301705,0.070861,0.438781,0.277609,-0.136088,-1.305947,0.264246,0.481805,2.301088,-0.650553,-0.428852,-0.230590,-0.072225,0.131608,-0.567836,0.161604,0.465766,-0.806856,0.137465,-0.472554,-0.786360,0.151216,0.100227,-0.036061,0.516375,0.137046,-1.059178,0.102336,0.883605,-0.654666,0.185039,0.872655,0.134005,0.099026,1.173882
-0.605245,0.053410,0.431351,-1.512564,-0.091913,0.562298,1.091285,0.381313,0.060839,0.418531,0.406475,-0.077950,-0.925962,0.257512,0.372289,1.788587,-0.367165,-0.160139,0.039604,0.053696,0.222463,-0.641914,0.075628,0.528235,-0.634349,0.043034,-0.388827,-0.684698,0.056632,0.144945,0.067157,0.400331,0.190235,-0.708422,0.060187,0.887376,-0.544277,0.088009,0.832623,0.398844,0.051210,0.939974
-0.388239,-0.166239,0.415525,-0.793687,0.035424,0.156993,0.729755,0.446409,0.017246,0.324580,0.557379,-0.055405,-0.425435,0.226824,0.242874,1.156901,-0.065308,0.105903,0.196788,0.178671,0.306827,-0.713193,-0.027543,0.535167,-0.473948,-0.066822,-0.431943,-0.560631,-0.045493,0.150233,0.181995,0.296864,0.186558,-0.434054,-0.006010,0.925871,-0.397708,-0.016975,0.720530,0.659778,-0.053627,0.726752
-0.160275,-0.349122,0.348777,-0.012889,0.151719,-0.252718,0.350469,0.485630,-0.063104,0.240152,0.703276,-0.062822,0.110031,0.190184,0.079495,0.441289,0.228705,0.322586,0.314711,0.285863,0.326258,-0.765913,-0.087986,0.472779,-0.289658,-0.133124,-0.614651,-0.410451,-0.099088,0.120465,0.324363,0.251277,0.141804,-0.221185,-0.038718,1.019005,-0.248013,-0.081671,0.571270,0.945984,-0.159667,0.531600
0.047055,-0.519394,0.224706,0.758804,0.257053,-0.671755,-0.038161,0.493669,-0.182760,0.233975,0.829545,-0.095849,0.604360,0.170496,-0.129748,-0.324644,0.502302,0.444373,0.455824,0.363321,0.223941,-0.785618,-0.071681,0.345272,-0.065380,-0.121006,-0.905461,-0.228268,-0.072005,0.068086,0.462653,0.261112,0.072877,-0.053122,-0.004814,1.156335,-0.118083,-0.078435,0.416048,1.244362,-0.225173,0.352889
0.214925,-0.682523,0.040422,1.427762,0.353864,-1.094749,-0.396196,0.476300,-0.349947,0.332496,0.946757,-0.167182,0.976688,0.187235,-0.382837,-1.070613,0.744573,0.423890,0.654723,0.412542,-0.040757,-0.761246,0.018613,0.165472,0.188106,-0.029996,-1.230835,-0.018799,0.032408,0.010837,0.552698,0.301599,-0.000325,0.073693,0.092471,1.290616,-0.020213,-0.008595,0.270567,1.491530,-0.232978,0.193564
0.341285,-0.823188,-0.203382,1.893455,0.441510,-1.502722,-0.658912,0.446269,-0.581032,0.506824,1.064726,-0.310272,1.148291,0.247042,-0.655789,-1.693370,0.938895,0.212723,0.917000,0.451682,-0.486598,-0.686365,0.148473,-0.048588,0.438789,0.108832,-1.497567,0.199215,0.178588,-0.037463,0.595547,0.372660,-0.061346,0.155743,0.218969,1.364657,0.040166,0.098693,0.140675,1.606960,-0.192033,0.062690
0.432710,-0.919048,-0.493529,2.098407,0.512699,-1.870184,-0.777725,0.409134,-0.890399,0.660588,1.140183,-0.566829,1.078771,0.338661,-0.901184,-2.097817,1.060542,-0.239134,1.209327,0.518374,-1.113456,-0.560296,0.270968,-0.271048,0.642780,0.248200,-1.627911,0.394180,0.316169,-0.078507,0.640473,0.500669,-0.108989,0.196221,0.329663,1.344311,0.067909,0.201578,0.027527,1.544064,-0.126716,-0.029508
0.491849,-0.953325,-0.793936,2.066554,0.551077,-2.168452,-0.755129,0.351287,-1.266485,0.650154,1.055342,-0.956100,0.795433,0.441518,-1.065272,-2.237605,1.075736,-0.972175,1.449458,0.661120,-1.900250,-0.390117,0.356426,-0.470020,0.759515,0.353436,-1.585833,0.531157,0.410757,-0.125254,0.717547,0.686999,-0.154666,0.209024,0.398551,1.225603,0.077640,0.273838,-0.071294,1.325256,-0.053251,-0.084920
0.511152,-0.918615,-1.042377,1.889193,0.533070,-2.364664,-0.642712,0.245111,-1.654135,0.371796,0.680937,-1.440159,0.374235,0.552161,-1.134298,-2.127835,0.945159,-1.974295,1.526058,0.907716,-2.784703,-0.193036,0.412775,-0.618411,0.771673,0.426227,-1.385815,0.588312,0.467706,-0.181842,0.791049,0.882292,-0.203069,0.209891,0.437873,1.021751,0.085153,0.325630,-0.160234,1.040559,0.036136,-0.126412
0.477716,-0.818761,-1.167728,1.668122,0.440010,-2.426898,-0.509086,0.071514,-1.969916,-0.139115,-0.007013,-1.919221,-0.117960,0.703669,-1.175750,-1.831118,0.638584,-3.122115,1.355150,1.225233,-3.639195,0.004317,0.474952,-0.705368,0.696152,0.498189,-1.086129,0.569151,0.523678,-0.231437,0.800967,1.030768,-0.239837,0.206438,0.486140,0.754182,0.097452,0.392874,-0.241061,0.802296,0.163309,-0.185749
0.385250,-0.676328,-1.135194,1.462153,0.278154,-2.338136,-0.407022,-0.158057,-2.149862,-0.709258,-0.859515,-2.278236,-0.653097,0.929520,-1.296814,-1.431256,0.158854,-4.167287,0.931788,1.508638,-4.278904,0.172276,0.569454,-0.737210,0.573706,0.597626,-0.765484,0.498717,0.610789,-0.249371,0.729255,1.117758,-0.243763,0.196354,0.573024,0.449933,0.111086,0.502565,-0.310790,0.674693,0.340151,-0.276214
0.244294,-0.538395,-0.989724,1.272441,0.089352,-2.106256,-0.359048,-0.398748,-2.189792,-1.140893,-1.599245,-2.452639,-1.205599,1.184084,-1.522919,-1.009524,-0.438496,-4.811907,0.328010,1.620258,-4.519999,0.287290,0.686145,-0.727412,0.444055,0.721748,-0.490863,0.406621,0.727424,-0.227845,0.605474,1.157807,-0.210365,0.172489,0.693381,0.136132,0.117869,0.647107,-0.364121,0.637823,0.553320,-0.379550
0.083602,-0.460454,-0.835672,1.067555,-0.065165,-1.762725,-0.358231,-0.590885,-2.136111,-1.321078,-1.942696,-2.451109,-1.711113,1.325527,-1.738485,-0.629948,-1.048760,-4.842151,-0.359032,1.461848,-4.259700,0.337829,0.780738,-0.684038,0.326502,0.838927,-0.297379,0.310777,0.840999,-0.184680,0.465892,1.158523,-0.159863,0.129176,0.812262,-0.164951,0.111615,0.789699,-0.395747,0.624084,0.765527,-0.461768
-0.058039,-0.469997,-0.746905,0.822026,-0.141853,-1.360305,-0.372712,-0.685681,-2.031231,-1.241144,-1.730914,-2.315884,-2.087342,1.217210,-1.782169,-0.330414,-1.551062,-4.234724,-1.048466,1.036111,-3.528675,0.326162,0.805425,-0.603949,0.218107,0.914524,-0.188881,0.212561,0.915225,-0.148348,0.326128,1.115368,-0.121591,0.068324,0.892464,-0.432932,0.093144,0.891799,-0.400438,0.582328,0.927778,-0.496993
-0.145405,-0.547981,-0.702863,0.536096,-0.142407,-0.972477,-0.351590,-0.661285,-1.865531,-0.959626,-1.018711,-2.068425,-2.281249,0.844939,-1.585346,-0.119394,-1.852938,-3.166789,-1.664883,0.457731,-2.485456,0.268608,0.746417,-0.481431,0.105093,0.935575,-0.148874,0.103449,0.935869,-0.136675,0.184542,1.032374,-0.112429,0.005016,0.919721,-0.643382,0.073570,0.937721,-0.375148,0.502198,0.992815,-0.476355
-0.162121,-0.652351,-0.624891,0.219391,-0.106123,-0.671108,-0.237940,-0.522795,-1.584620,-0.571963,-0.074341,-1.699957,-2.281670,0.328937,-1.207112,0.018533,-1.917828,-1.929245,-2.107743,-0.093269,-1.358656,0.192918,0.640354,-0.325330,-0.023857,0.916310,-0.150927,-0.024280,0.916507,-0.147896,0.036079,0.933576,-0.128597,-0.030346,0.908381,-0.769867,0.075107,0.939897,-0.325246,0.395024,0.926748,-0.405283
-0.122690,-0.753243,-0.459115,-0.136729,-0.074286,-0.481516,0.007447,-0.293970,-1.150478,-0.190947,0.745205,-1.214530,-2.112786,-0.154630,-0.774884,0.113840,-1.765637,-0.806204,-2.263364,-0.446572,-0.369299,0.127921,0.546449,-0.163073,-0.169825,0.883799,-0.167169,-0.169946,0.883971,-0.166591,-0.119388,0.851162,-0.153056,0.001836,0.887609,-0.796364,0.126968,0.925538,-0.268476,0.279129,0.730819,-0.302717
-0.071406,-0.838820,-0.215120,-0.547322,-0.060599,-0.368081,0.379552,-0.012502,-0.602968,0.088581,1.189354,-0.674331,-1.841102,-0.457731,-0.416894,0.207206,-1.460454,0.012775,-2.066776,-0.513536,0.332283,0.088678,0.492852,-0.018698,-0.323396,0.856219,-0.176258,-0.323465,0.856373,-0.176240,-0.275402,0.803201,-0.168778,0.132697,0.880266,-0.731015,0.253213,0.916800,-0.228819,0.192943,0.471948,-0.201948
-0.060728,-0.894265,0.050900,-0.981605,-0.052157,-0.277935,0.816141,0.269238,-0.062338,0.230889,1.232535,-0.192257,-1.569377,-0.512924,-0.215646,0.338453,-1.096052,0.465296,-1.557618,-0.338118,0.697039,0.070747,0.459198,0.113387,-0.470125,0.829571,-0.170266,-0.470195,0.829699,-0.170389,-0.421608,0.779529,-0.169328,0.359370,0.888866,-0.608187,0.452699,0.917808,-0.221810,0.200608,0.275554,-0.141107
-0.118367,-0.888171,0.271673,-1.342218,-0.032112,-0.188291,1.213225,0.489977,0.336102,0.265881,1.023583,0.129016,-1.385436,-0.352260,-0.176541,0.520717,-0.770614,0.602683,-0.877275,-0.089592,0.771534,0.060266,0.418367,0.267146,-0.596948,0.781417,-0.155805,-0.597017,0.781518,-0.156035,-0.547104,0.747377,-0.161264,0.629385,0.896033,-0.473884,0.684292,0.914715,-0.242617,0.346642,0.243998,-0.139443
-0.227949,-0.788041,0.403161,-1.520219,0.003270,-0.104776,1.467303,0.601145,0.522498,0.251048,0.739933,0.257999,-1.296885,-0.083063,-0.226789,0.720097,-0.546872,0.544594,-0.208914,0.037555,0.662647,0.046612,0.374149,0.471325,-0.694848,0.688143,-0.145837,-0.694899,0.688224,-0.146154,-0.642845,0.672802,-0.156416,0.855962,0.877255,-0.363783,0.876728,0.886606,-0.267806,0.591591,0.365939,-0.179059
-0.340683,-0.590096,0.447237,-1.470595,0.045483,-0.034068,1.519287,0.590507,0.522088,0.226645,0.487037,0.242979,-1.218079,0.173717,-0.257099,0.869550,-0.425356,0.420486,0.297108,-0.041301,0.489795,0.023253,0.343039,0.711230,-0.758592,0.544365,-0.148133,-0.758590,0.544435,-0.148429,-0.702939,0.544179,-0.161356,0.960264,0.818260,-0.290699,0.962777,0.821042,-0.271186,0.814748,0.528225,-0.216780
-0.408074,-0.330943,0.445992,-1.229858,0.084241,0.027680,1.369617,0.483133,0.416358,0.203331,0.292241,0.166990,-1.027399,0.339616,-0.179726,0.911044,-0.361219,0.323496,0.571779,-0.257078,0.345148,-0.017149,0.323562,0.926792,-0.787005,0.372763,-0.161851,-0.786924,0.372834,-0.161965,-0.725614,0.383213,-0.175079,0.908507,0.727546,-0.249118,0.911629,0.726236,-0.241130,0.899123,0.623561,-0.218765
-0.407471,-0.069553,0.445741,-0.872562,0.116702,0.091388,1.058026,0.317608,0.278309,0.179766,0.143828,0.092887,-0.647076,0.392619,0.034127,0.826860,-0.308758,0.292809,0.633694,-0.472281,0.273206,-0.079766,0.305185,1.054543,-0.783156,0.216029,-0.182931,-0.783012,0.216111,-0.182792,-0.712948,0.235243,-0.194615,0.717706,0.633180,-0.228248,0.736440,0.628919,-0.184004,0.808248,0.627918,-0.180881
-0.345418,0.141609,0.459458,-0.462260,0.150075,0.173411,0.630144,0.121930,0.137816,0.162079,0.023205,0.041943,-0.083868,0.342657,0.355064,0.634616,-0.247753,0.325212,0.559833,-0.598301,0.273795,-0.159473,0.288284,1.067677,-0.751358,0.111478,-0.208031,-0.751223,0.111586,-0.207744,-0.667944,0.141492,-0.217891,0.434665,0.560265,-0.220396,0.478998,0.553049,-0.112303,0.585359,0.575743,-0.117916
-0.246925,0.276643,0.461011,-0.032030,0.192501,0.290492,0.117189,-0.091629,-0.005427,0.168185,-0.081250,0.012736,0.584496,0.201417,0.724287,0.361677,-0.175346,0.404739,0.442703,-0.640141,0.326002,-0.239419,0.271551,0.975676,-0.691965,0.062960,-0.231272,-0.691923,0.063111,-0.231024,-0.590113,0.109296,-0.239165,0.111655,0.503018,-0.220451,0.188933,0.492503,-0.032040,0.303940,0.486988,-0.042958
-0.141231,0.345740,0.418494,0.408446,0.236298,0.443761,-0.460246,-0.316173,-0.147027,0.220806,-0.170525,0.013134,1.247719,-0.028249,1.086563,0.032786,-0.088249,0.532666,0.357584,-0.661969,0.420072,-0.297700,0.227995,0.801824,-0.599278,0.032860,-0.240187,-0.599372,0.033071,-0.240090,-0.473984,0.103154,-0.244844,-0.204360,0.417553,-0.220450,-0.089047,0.403869,0.058054,0.029612,0.331472,0.039115
-0.046627,0.392427,0.336067,0.846114,0.253865,0.612066,-1.071063,-0.538555,-0.256135,0.338964,-0.237248,0.074260,1.794826,-0.341094,1.407138,-0.318144,0.019066,0.739180,0.349746,-0.730774,0.576251,-0.314688,0.113146,0.573082,-0.467198,-0.035613,-0.220081,-0.467403,-0.035334,-0.220125,-0.314927,0.066273,-0.218963,-0.469947,0.248474,-0.204458,-0.318435,0.232721,0.157997,-0.189539,0.056666,0.124590
0.036926,0.466863,0.262071,1.229782,0.216846,0.770855,-1.653554,-0.734721,-0.279512,0.531462,-0.272707,0.238333,2.132886,-0.709935,1.667460,-0.633644,0.142794,1.067114,0.428815,-0.874744,0.836385,-0.277825,-0.097195,0.326753,-0.301195,-0.181257,-0.166123,-0.301442,-0.180931,-0.166235,-0.121272,-0.043587,-0.156453,-0.643382,-0.027588,-0.149749,-0.471007,-0.043456,0.258911,-0.321392,-0.354563,0.203863
0.117204,0.583337,0.253921,1.461263,0.117938,0.915984,-2.116760,-0.872353,-0.160024,0.789502,-0.276727,0.535961,2.205848,-1.074747,1.850354,-0.844044,0.265488,1.532212,0.555492,-1.055683,1.229621,-0.185137,-0.377891,0.114346,-0.125739,-0.399678,-0.090766,-0.125960,-0.399360,-0.090879,0.078529,-0.229908,-0.070865,-0.692783,-0.375606,-0.038205,-0.529372,-0.389615,0.343333,-0.351330,-0.846834,0.262516
0.191954,0.704197,0.337151,1.439973,-0.028577,1.063791,-2.369978,-0.918564,0.144236,1.073618,-0.266867,0.968603,2.017949,-1.350121,1.927005,-0.905632,0.370089,2.078030,0.633435,-1.159945,1.727377,-0.047440,-0.661456,-0.011853,0.023830,-0.645209,-0.016073,0.023675,-0.644968,-0.016155,0.245309,-0.457503,0.013893,-0.611978,-0.714730,0.127237,-0.492281,-0.725924,0.393745,-0.286528,-1.306623,0.289583
0.245594,0.772868,0.496338,1.133912,-0.200666,1.229957,-2.360802,-0.849020,0.639653,1.301099,-0.280452,1.495884,1.646350,-1.448506,1.859953,-0.831868,0.459154,2.559577,0.544338,-1.033918,2.217887,0.112845,-0.874642,-0.023125,0.120024,-0.856526,0.042519,0.119943,-0.856406,0.042473,0.349435,-0.672916,0.080836,-0.429804,-0.961377,0.315770,-0.377684,-0.970203,0.402666,-0.156003,-1.619482,0.285275
0.262393,0.759385,0.691959,0.613421,-0.374575,1.407567,-2.091644,-0.653881,1.272314,1.360306,-0.358656,2.026359,1.225315,-1.312095,1.634986,-0.685054,0.556325,2.792728,0.229338,-0.567410,2.537876,0.267023,-0.976638,0.070097,0.155510,-0.988806,0.084338,0.155487,-0.988799,0.084321,0.383684,-0.831647,0.128812,-0.200430,-1.071556,0.481487,-0.218317,-1.079225,0.375897,-0.000894,-1.728625,0.260376
0.239690,0.672947,0.877284,0.015530,-0.519338,1.558830,-1.608340,-0.340133,1.914503,1.169327,-0.511271,2.427636,0.900302,-0.948184,1.304380,-0.536128,0.684513,2.665819,-0.249187,0.222064,2.567168,0.388428,-0.971713,0.225007,0.141686,-1.030825,0.117884,0.141695,-1.030885,0.117881,0.361300,-0.914738,0.166833,0.021162,-1.053515,0.587610,-0.049829,-1.060937,0.327725,0.141855,-1.653414,0.228648
0.189897,0.543464,1.008858,-0.528152,-0.597098,1.627377,-0.982972,0.064283,2.392387,0.739833,-0.689265,2.571493,0.762243,-0.450829,0.981909,-0.428481,0.839220,2.235356,-0.734627,1.160821,2.321522,0.460171,-0.893324,0.388805,0.100059,-0.998414,0.150941,0.100079,-0.998486,0.150941,0.306463,-0.926601,0.203408,0.200128,-0.948380,0.622778,0.101348,-0.955597,0.274306,0.252081,-1.461002,0.200724
0.132070,0.401573,1.057059,-0.939930,-0.580916,1.568769,-0.307583,0.503613,2.561632,0.177005,-0.803771,2.398054,0.792914,0.021474,0.766099,-0.365374,0.979667,1.710130,-1.074133,1.958790,1.953455,0.478622,-0.779091,0.520424,0.053028,-0.916643,0.185669,0.053044,-0.916687,0.185658,0.244090,-0.883012,0.240952,0.325804,-0.801369,0.598951,0.222545,-0.807788,0.229655,0.326792,-1.221789,0.183757
0.080605,0.272215,1.014915,-1.195062,-0.476729,1.381503,0.311203,0.896009,2.386897,-0.387868,-0.789247,1.954890,0.874446,0.318222,0.670208,-0.314800,1.045170,1.318706,-1.200028,2.304593,1.647485,0.451521,-0.656444,0.599392,0.016717,-0.807787,0.218827,0.016727,-0.807772,0.218784,0.192114,-0.802194,0.276043,0.400972,-0.645930,0.537489,0.309899,-0.650957,0.203290,0.370061,-0.983551,0.182687
0.039552,0.176660,0.897713,-1.295270,-0.325147,1.113753,0.773637,1.155435,1.960374,-0.857552,-0.654395,1.377674,0.868684,0.377572,0.637638,-0.222548,0.985795,1.160839,-1.134875,2.007613,1.493772,0.392984,-0.542389,0.620306,-0.001106,-0.689151,0.243815,-0.001096,-0.689041,0.243698,0.159517,-0.701856,0.301944,0.428321,-0.504444,0.456181,0.359525,-0.507978,0.197875,0.382285,-0.772658,0.198678
0.004643,0.133156,0.733663,-1.257515,-0.178846,0.840475,1.021780,1.226721,1.441804,-1.173568,-0.470025,0.823068,0.692262,0.257347,0.606590,-0.032515,0.787960,1.152975,-0.940541,1.140102,1.437071,0.318934,-0.450199,0.581309,0.002981,-0.575789,0.253788,0.002995,-0.575539,0.253542,0.150422,-0.599545,0.311931,0.405365,-0.396243,0.364306,0.363876,-0.398763,0.207954,0.357571,-0.607803,0.226307
-0.032354,0.152391,0.553526,-1.129502,-0.078279,0.630445,1.067124,1.110204,0.970978,-1.299165,-0.308101,0.400030,0.331039,0.090988,0.546544,0.287223,0.479695,1.103729,-0.671427,0.052699,1.334355,0.244700,-0.394344,0.478837,0.032973,-0.482886,0.245738,0.032994,-0.482469,0.245326,0.168706,-0.513475,0.303186,0.331355,-0.341677,0.265513,0.318128,-0.343974,0.221998,0.291166,-0.508244,0.254124
-0.082643,0.228953,0.385674,-1.003591,-0.044872,0.525469,0.990655,0.860432,0.618975,-1.225427,-0.190784,0.142009,-0.174424,-0.001980,0.457920,0.720507,0.115798,0.864257,-0.366618,-0.818928,1.076339,0.182561,-0.384333,0.315974,0.090844,-0.421394,0.223149,0.090872,-0.420854,0.222604,0.215612,-0.457220,0.279153,0.218951,-0.352245,0.165531,0.230947,-0.354978,0.228114,0.190446,-0.484849,0.269984
-0.159658,0.334212,0.256031,-0.989474,-0.084595,0.533886,0.905242,0.563099,0.397018,-0.986543,-0.087980,0.027394,-0.730549,0.016218,0.362674,1.194644,-0.241338,0.438913,-0.068222,-1.223666,0.677161,0.136456,-0.407931,0.117795,0.165188,-0.386045,0.194739,0.165217,-0.385492,0.194170,0.279329,-0.426672,0.248068,0.097125,-0.409975,0.079380,0.127123,-0.413308,0.220946,0.078324,-0.518424,0.268189
-0.270620,0.419459,0.184355,-1.144467,-0.186302,0.628180,0.893040,0.302225,0.288668,-0.649906,0.044457,0.017829,-1.202528,0.103720,0.288858,1.601923,-0.533996,-0.032387,0.168877,-1.197925,0.258066,0.097641,-0.424112,-0.065047,0.223506,-0.350202,0.169569,0.223531,-0.349754,0.169100,0.327681,-0.394551,0.218141,-0.000934,-0.460793,0.029941,0.036390,-0.464325,0.204746,-0.016296,-0.551583,0.252909
-0.400924,0.436427,0.170831,-1.414549,-0.318259,0.746560,0.959007,0.128694,0.265577,-0.290787,0.217473,0.076073,-1.471071,0.192152,0.246481,1.848551,-0.719905,-0.392891,0.294990,-0.943767,-0.052234,0.049414,-0.386936,-0.177476,0.223945,-0.284052,0.152187,0.223964,-0.283766,0.151882,0.319242,-0.330004,0.193432,-0.055935,-0.444653,0.033910,-0.022843,-0.447695,0.188654,-0.074196,-0.519417,0.233981
-0.507982,0.365623,0.184493,-1.648332,-0.437154,0.810538,1.039154,0.045401,0.285713,0.021064,0.387790,0.159299,-1.501317,0.233511,0.214046,1.897608,-0.784926,-0.572527,0.295932,-0.649400,-0.203150,-0.019789,-0.284990,-0.192969,0.142963,-0.183850,0.142478,0.142975,-0.183706,0.142323,0.230268,-0.229947,0.174667,-0.071851,-0.343045,0.085888,-0.051765,-0.345056,0.177558,-0.095762,-0.400160,0.218121
-0.539855,0.228305,0.174670,-1.685151,-0.507823,0.759905,1.054160,0.020090,0.299123,0.230616,0.485618,0.218175,-1.351948,0.211303,0.155409,1.769023,-0.745705,-0.595751,0.204395,-0.408370,-0.226632,-0.107014,-0.154090,-0.128918,-0.005401,-0.078770,0.141067,-0.005394,-0.078713,0.141006,0.073782,-0.125911,0.164475,-0.071029,-0.195446,0.158892,-0.067509,-0.196322,0.168327,-0.099472,-0.233990,0.204463
-0.468209,0.069762,0.104781,-1.447265,-0.516174,0.582713,0.958791,0.014145,0.267968,0.316316,0.471996,0.217091,-1.113346,0.130273,0.052747,1.503294,-0.635134,-0.521437,0.079740,-0.239532,-0.183613,-0.196894,-0.049689,-0.031542,-0.176302,-0.007119,0.154096,-0.176300,-0.007105,0.154084,-0.106840,-0.057692,0.170677,-0.080289,-0.068751,0.223148,-0.091952,-0.068812,0.155741,-0.110915,-0.091305,0.189069
-0.306415,-0.070831,-0.021775,-0.963903,-0.465689,0.314671,0.751332,0.001218,0.179928,0.300784,0.372736,0.152801,-0.839384,0.006191,-0.077218,1.130817,-0.483592,-0.391907,-0.025141,-0.132862,-0.117643,-0.270583,-0.010411,0.052948,-0.319008,0.010172,0.190225,-0.319016,0.010165,0.190240,-0.261930,-0.044800,0.202084,-0.116480,-0.013984,0.264519,-0.139160,-0.013766,0.140485,-0.148277,-0.026693,0.172314
-0.099164,-0.178389,-0.168285,-0.324572,-0.366069,0.010507,0.452387,-0.033602,0.043042,0.234656,0.257903,0.049628,-0.531118,-0.139395,-0.198409,0.669412,-0.310707,-0.227365,-0.083069,-0.074855,-0.048273,-0.314130,-0.043195,0.097122,-0.398857,-0.023601,0.252005,-0.398882,-0.023628,0.252049,-0.356456,-0.080900,0.259934,-0.178623,-0.045414,0.287161,-0.207661,-0.045485,0.129555,-0.212346,-0.056596,0.160290
0.103129,-0.257661,-0.294745,0.381213,-0.226792,-0.285034,0.084216,-0.100973,-0.125961,0.167811,0.191196,-0.059870,-0.167074,-0.284691,-0.282793,0.136762,-0.128163,-0.043226,-0.088967,-0.054837,0.013469,-0.323067,-0.129601,0.093597,-0.403708,-0.088537,0.331929,-0.403758,-0.088586,0.332008,-0.376263,-0.144297,0.334521,-0.250331,-0.144738,0.303588,-0.282106,-0.145630,0.129467,-0.287336,-0.163615,0.159429
0.265587,-0.317784,-0.382290,1.087988,-0.058523,-0.546402,-0.332782,-0.207620,-0.306416,0.133713,0.195325,-0.148646,0.258119,-0.414301,-0.324429,-0.439796,0.054114,0.140840,-0.044781,-0.064531,0.055765,-0.301511,-0.238671,0.047406,-0.337864,-0.157357,0.419113,-0.338089,-0.157585,0.418829,-0.323254,-0.207702,0.412085,-0.310393,-0.275954,0.324017,-0.342970,-0.278168,0.140403,-0.351374,-0.311584,0.170897
