body_0_angvel_x,body_0_angvel_y,body_0_angvel_z,body_1_angvel_x,body_1_angvel_y,body_1_angvel_z,body_2_angvel_x,body_2_angvel_y,body_2_angvel_z,body_3_angvel_x,body_3_angvel_y,body_3_angvel_z,body_4_angvel_x,body_4_angvel_y,body_4_angvel_z,body_5_angvel_x,body_5_angvel_y,body_5_angvel_z,body_6_angvel_x,body_6_angvel_y,body_6_angvel_z,body_7_angvel_x,body_7_angvel_y,body_7_angvel_z,body_8_angvel_x,body_8_angvel_y,body_8_angvel_z,body_9_angvel_x,body_9_angvel_y,body_9_angvel_z,body_10_angvel_x,body_10_angvel_y,body_10_angvel_z,body_11_angvel_x,body_11_angvel_y,body_11_angvel_z,body_12_angvel_x,body_12_angvel_y,body_12_angvel_z,body_13_angvel_x,body_13_angvel_y,body_13_angvel_z
0.091954,-0.146338,-1.882096,1.212660,1.012517,-1.290320,-0.393702,0.070371,-0.591977,0.144831,0.177647,-0.548388,0.949718,-0.419552,-1.299798,-0.735679,-1.020211,0.036501,0.046477,-0.085204,-0.293324,-0.544680,-0.664892,-3.039410,-0.735743,-0.346304,-2.987875,1.101547,1.975972,-4.946280,-0.086559,3.048130,-5.145187,-1.295837,-1.380958,-2.315341,-0.769453,-2.953496,-1.934925,-1.326337,-2.867364,-1.988230
0.199088,-0.006326,-2.216366,1.503006,1.421116,-1.673293,-0.856703,-0.283369,-0.756547,0.125512,0.156886,-0.636703,1.228438,-0.072275,-1.613548,-1.310053,-1.642361,0.051494,-0.116673,-0.075019,-0.477184,-0.464259,-0.760613,-3.490426,-0.836627,-0.187152,-3.378832,0.977215,1.725091,-4.919290,-0.112489,3.174419,-5.082571,-0.896191,-1.457756,-2.905452,-0.406233,-3.522515,-2.459285,-0.856620,-2.949452,-2.473333
0.330769,0.095646,-2.570825,1.794826,1.741556,-2.117787,-1.259743,-0.599962,-0.886901,0.128626,0.148514,-0.709425,1.451331,0.210474,-1.998250,-1.801060,-2.199366,-0.124508,-0.466320,-0.053831,-0.778090,-0.353035,-0.810809,-3.824517,-0.780047,-0.017293,-3.681542,0.765802,1.379279,-4.694589,-0.122140,3.141897,-4.811319,-0.556191,-1.441236,-3.370791,-0.157015,-3.829358,-2.845441,-0.386784,-2.840072,-2.716572
0.482956,0.150982,-2.936523,2.075440,1.951029,-2.602418,-1.569196,-0.868253,-0.970176,0.143710,0.154350,-0.758886,1.576560,0.396159,-2.448485,-2.115251,-2.640492,-0.603388,-1.031456,-0.005464,-1.278873,-0.216586,-0.811109,-4.040544,-0.545729,0.108863,-3.901540,0.499152,0.996656,-4.343860,-0.118406,2.904275,-4.486079,-0.309099,-1.317744,-3.703002,-0.041888,-3.774950,-3.111374,0.019287,-2.586726,-2.743665
0.635554,0.162982,-3.284092,2.320430,2.036304,-3.074802,-1.758479,-1.088084,-0.999946,0.156315,0.180215,-0.777308,1.574871,0.467349,-2.919090,-2.140021,-2.905663,-1.439536,-1.688351,0.075898,-2.033820,-0.073674,-0.762145,-4.162928,-0.150345,0.156998,-4.067118,0.216386,0.633031,-3.918769,-0.123107,2.438278,-4.294432,-0.163624,-1.102649,-3.917636,-0.035289,-3.376432,-3.288740,0.322674,-2.275950,-2.637748
0.759141,0.140268,-3.571202,2.491967,1.998075,-3.471133,-1.816183,-1.256581,-0.989318,0.157074,0.240756,-0.770789,1.447439,0.425106,-3.337712,-1.789749,-2.943761,-2.562211,-2.144044,0.182126,-3.012576,0.056888,-0.670991,-4.227191,0.358312,0.109073,-4.214096,-0.034998,0.338148,-3.442738,-0.164757,1.777431,-4.359823,-0.106327,-0.825255,-4.044300,-0.085894,-2.744540,-3.406247,0.501325,-1.958240,-2.517364
0.830111,0.091815,-3.756062,2.545226,1.854350,-3.741351,-1.751449,-1.358360,-0.978112,0.140817,0.356280,-0.769846,1.235444,0.299970,-3.634508,-1.069633,-2.746044,-3.760212,-2.103257,0.302355,-4.062398,0.166962,-0.552132,-4.260124,0.919546,-0.042919,-4.366918,-0.223777,0.146979,-2.976860,-0.260243,1.021300,-4.660295,-0.109917,-0.511819,-4.110644,-0.143411,-2.010901,-3.487485,0.547286,-1.611079,-2.495348
0.844244,0.023556,-3.814500,2.446524,1.638443,-3.867524,-1.589976,-1.368872,-1.026492,0.103975,0.541886,-0.826734,1.011198,0.149017,-3.773679,-0.114898,-2.365729,-4.745526,-1.501091,0.433991,-4.934264,0.259756,-0.425172,-4.266975,1.483896,-0.299537,-4.528846,-0.368649,0.068307,-2.697368,-0.398314,0.311801,-5.005897,-0.142137,-0.177432,-4.129684,-0.174136,-1.261179,-3.556025,0.474288,-1.169098,-2.635808
0.817597,-0.061738,-3.752148,2.192726,1.390463,-3.866455,-1.361270,-1.269471,-1.197250,0.051609,0.792365,-1.000297,0.852053,0.028849,-3.764966,0.830623,-1.897642,-5.255529,-0.573701,0.565305,-5.370205,0.342410,-0.309625,-4.233283,2.027046,-0.653616,-4.686347,-0.532322,0.083685,-2.819869,-0.543563,-0.211441,-5.122672,-0.171623,0.172227,-4.098616,-0.159949,-0.522321,-3.631518,0.323362,-0.586202,-2.932357
0.775147,-0.161319,-3.604289,1.817458,1.148240,-3.779659,-1.087679,-1.062609,-1.537116,0.008086,1.068012,-1.338977,0.809439,-0.035941,-3.651451,1.508288,-1.433222,-5.153805,0.303786,0.650296,-5.219985,0.418629,-0.220613,-4.138866,2.536466,-1.083671,-4.815054,-0.767406,0.161842,-3.369522,-0.674497,-0.461901,-4.866000,-0.170560,0.536031,-4.009188,-0.088535,0.205472,-3.716243,0.157044,0.128120,-3.318416
0.737365,-0.269313,-3.423429,1.381637,0.943805,-3.659487,-0.784281,-0.776270,-2.064024,0.010355,1.291242,-1.868827,0.890424,-0.058885,-3.489062,1.784027,-1.034992,-4.522583,0.864062,0.624831,-4.554561,0.486449,-0.168683,-3.972735,2.977248,-1.539854,-4.874184,-1.078648,0.273908,-4.081220,-0.826324,-0.442505,-4.424069,-0.115577,0.914148,-3.860195,0.054472,0.917727,-3.789290,0.045137,0.919686,-3.701444
0.712302,-0.375614,-3.261664,0.959080,0.803330,-3.555222,-0.466839,-0.456558,-2.758623,0.072415,1.363956,-2.583178,1.062682,-0.067201,-3.331104,1.745067,-0.743449,-3.698334,1.083396,0.459492,-3.708217,0.538983,-0.163307,-3.737320,3.264637,-1.929921,-4.789606,-1.452507,0.393661,-4.603763,-1.071307,-0.235651,-4.227336,0.012160,1.304134,-3.660892,0.284191,1.600626,-3.820534,0.046210,1.723607,-4.003591
0.694368,-0.466172,-3.156463,0.626303,0.744110,-3.500138,-0.158679,-0.154398,-3.555140,0.142982,1.206165,-3.427487,1.277068,-0.072579,-3.218966,1.633288,-0.579495,-3.133471,1.103952,0.186109,-3.138110,0.564174,-0.217275,-3.441245,3.291410,-2.138027,-4.466854,-1.914925,0.486805,-4.771769,-1.435375,0.052066,-4.548552,0.227783,1.692099,-3.424274,0.604536,2.237112,-3.795245,0.187945,2.485206,-4.190667
0.668767,-0.525015,-3.124987,0.451103,0.766574,-3.504005,0.111028,0.089678,-4.335979,0.103410,0.803368,-4.285488,1.488352,-0.066017,-3.176047,1.627633,-0.521147,-3.099110,1.010351,-0.137710,-3.127581,0.544714,-0.348773,-3.090500,3.031880,-2.109107,-3.879611,-2.547629,0.504659,-4.657676,-1.860093,0.330419,-5.247089,0.543518,2.042419,-3.158920,0.992083,2.803969,-3.727028,0.454874,3.156359,-4.275874
0.619186,-0.539732,-3.159897,0.469060,0.846236,-3.549402,0.323321,0.260195,-4.943372,-0.162618,0.238100,-4.985494,1.659666,-0.038370,-3.198991,1.696499,-0.497498,-3.493111,0.698173,-0.476870,-3.591002,0.462989,-0.579195,-2.686934,2.614658,-1.932956,-3.161629,-3.450822,0.387131,-4.442138,-2.278342,0.509279,-5.970896,0.967944,2.293593,-2.867166,1.388774,3.260960,-3.648536,0.793422,3.682608,-4.300361
0.534570,-0.507690,-3.220995,0.653324,0.934047,-3.588266,0.496291,0.371803,-5.217201,-0.659170,-0.328525,-5.342148,1.752596,0.000227,-3.247179,1.684492,-0.436906,-3.955557,0.007979,-0.806602,-4.169521,0.311628,-0.925042,-2.232388,2.190141,-1.798264,-2.540313,-4.688448,0.069754,-4.290584,-2.712790,0.470267,-6.496775,1.502022,2.365072,-2.548802,1.714030,3.548608,-3.590622,1.133837,4.001660,-4.307572
0.413146,-0.436901,-3.226471,0.903681,0.970833,-3.537867,0.702577,0.454127,-5.051645,-1.214071,-0.736369,-5.226366,1.725163,0.026034,-3.236435,1.503842,-0.329220,-4.141609,-1.006892,-1.058194,-4.481362,0.101844,-1.383283,-1.728303,1.657191,-1.848403,-2.139440,-6.257030,-0.505524,-4.297167,-3.261935,0.099785,-6.781987,2.132503,2.173524,-2.205907,1.893500,3.601284,-3.569356,1.416345,4.058415,-4.329567
0.265156,-0.337404,-3.074944,1.066713,0.908695,-3.300988,1.048412,0.523397,-4.447481,-1.528657,-0.915529,-4.631060,1.547249,0.024099,-3.062668,1.206763,-0.235874,-3.892591,-1.993996,-1.126972,-4.303603,-0.139238,-1.911161,-1.169911,0.619791,-2.140286,-1.925461,-8.090622,-1.362330,-4.465894,-3.949482,-0.614956,-6.793792,2.821913,1.659235,-1.850155,1.889297,3.368144,-3.588099,1.608789,3.825317,-4.387124
0.111532,-0.206956,-2.726340,0.972806,0.724479,-2.837458,1.606614,0.566402,-3.528883,-1.318689,-0.911018,-3.691428,1.211607,-0.001708,-2.678994,0.907217,-0.236001,-3.252912,-2.525077,-0.969337,-3.638139,-0.382670,-2.408762,-0.551595,-1.278204,-2.701414,-1.867478,-10.076551,-2.437149,-4.721408,-4.535180,-1.491817,-6.417668,3.492435,0.824314,-1.517519,1.715638,2.831443,-3.644666,1.712161,3.311733,-4.489459
-0.026422,-0.028798,-2.286887,0.485447,0.423610,-2.242180,2.341187,0.553153,-2.506951,-0.450593,-0.833264,-2.641314,0.730006,-0.042259,-2.178737,0.674260,-0.353366,-2.411326,-2.421055,-0.665749,-2.690349,-0.611617,-2.723146,0.101554,-3.981187,-3.467654,-2.016591,-12.049193,-3.532290,-4.956364,-4.495821,-2.156555,-5.546928,4.009505,-0.230331,-1.284189,1.432644,2.019788,-3.731657,1.755084,2.553558,-4.626939
-0.138979,0.199718,-1.964701,-0.424312,0.046008,-1.709669,3.090259,0.465075,-1.603305,1.003927,-0.789552,-1.725670,0.150770,-0.102088,-1.761482,0.494445,-0.526114,-1.605642,-1.864040,-0.355731,-1.756582,-0.820606,-2.693770,0.696606,-6.961207,-4.166773,-2.379990,-13.778204,-4.338274,-5.090149,-3.438106,-2.205697,-4.304105,4.193348,-1.307455,-1.258968,1.118347,1.014516,-3.832567,1.773101,1.591013,-4.774346
-0.225917,0.427329,-1.888187,-1.610242,-0.333814,-1.373835,3.632819,0.310627,-0.969159,2.772195,-0.835701,-1.107934,-0.406271,-0.200308,-1.568357,0.311544,-0.649630,-1.013323,-1.214457,-0.127170,-1.065809,-0.998821,-2.233411,1.075417,-9.421811,-4.428886,-2.813396,-15.005747,-4.557725,-5.109936,-1.798501,-1.454825,-3.275698,3.882363,-2.183367,-1.533343,0.827277,-0.058749,-3.925840,1.771971,0.452470,-4.921200
-0.283842,0.556471,-2.001538,-2.776903,-0.639973,-1.212195,3.784655,0.117229,-0.637239,4.393693,-0.951645,-0.810947,-0.786432,-0.350630,-1.578407,0.089588,-0.652118,-0.684961,-0.745235,0.015651,-0.684891,-1.116502,-1.395986,1.073539,-10.622829,-4.065419,-3.096810,-15.537295,-4.063797,-5.076180,-0.966921,-0.055972,-3.448138,3.021519,-2.710191,-2.113682,0.559748,-1.057188,-3.997645,1.699022,-0.836721,-5.099946
-0.305515,0.513942,-2.174667,-3.619166,-0.850109,-1.136553,3.456232,-0.086688,-0.531759,5.305068,-1.053981,-0.726925,-0.917999,-0.542593,-1.695016,-0.160156,-0.530512,-0.563889,-0.530932,0.105894,-0.545963,-1.135040,-0.373805,0.609722,-10.284031,-3.191492,-3.128382,-15.322101,-2.964144,-5.089934,-2.193227,1.628498,-5.566903,1.716714,-2.870197,-2.886846,0.268278,-1.858712,-4.049897,1.461139,-2.216051,-5.359553
-0.296417,0.314810,-2.358063,-3.970236,-1.008926,-1.121656,2.669012,-0.279855,-0.536011,5.102586,-1.058542,-0.703095,-0.866899,-0.745982,-1.875812,-0.402467,-0.324585,-0.558685,-0.516148,0.168030,-0.539355,-1.036237,0.581139,-0.240463,-8.867436,-2.101729,-3.072152,-14.464024,-1.514656,-5.235005,-5.241500,3.229785,-9.319934,0.223834,-2.745959,-3.648408,-0.099520,-2.396154,-4.095763,0.992907,-3.547930,-5.690331
-0.283963,0.051173,-2.583838,-3.848254,-1.173949,-1.204360,1.556359,-0.443174,-0.571287,3.844908,-0.948111,-0.646414,-0.752109,-0.930807,-2.134269,-0.611992,-0.072528,-0.604631,-0.623873,0.208678,-0.586670,-0.842795,1.253887,-1.229071,-7.337748,-1.074258,-3.264002,-13.152744,0.032165,-5.532212,-8.475486,4.479284,-13.268859,-1.116522,-2.445829,-4.166334,-0.553662,-2.671207,-4.148108,0.319545,-4.623388,-5.981940
-0.300926,-0.176854,-2.867742,-3.394108,-1.352378,-1.408531,0.336008,-0.554390,-0.626910,2.069691,-0.772814,-0.559887,-0.634835,-1.076537,-2.465409,-0.781517,0.209580,-0.683325,-0.803936,0.228131,-0.661496,-0.610017,1.528513,-2.028335,-6.415612,-0.260694,-3.881204,-11.544831,1.510073,-5.939472,-10.303261,5.265406,-15.802465,-1.996011,-2.053007,-4.262192,-1.044508,-2.737881,-4.209964,-0.447670,-5.244366,-6.080681
-0.359303,-0.318816,-3.165452,-2.768658,-1.495673,-1.718574,-0.750957,-0.592835,-0.724982,0.441466,-0.587293,-0.504711,-0.497992,-1.163547,-2.822910,-0.906401,0.520824,-0.816255,-1.023890,0.233070,-0.780982,-0.399022,1.412200,-2.432303,-6.067544,0.306093,-4.732611,-9.684895,2.803761,-6.375686,-10.226621,5.670572,-16.230093,-2.291470,-1.632375,-3.923190,-1.484972,-2.664513,-4.273141,-1.177553,-5.333393,-5.906463
-0.443095,-0.379794,-3.409526,-2.081327,-1.547047,-2.103808,-1.517900,-0.551348,-0.880145,-0.667914,-0.403157,-0.570573,-0.296865,-1.165415,-3.155076,-0.970116,0.858277,-1.049615,-1.240810,0.244656,-0.990610,-0.257754,1.028434,-2.527336,-5.776088,0.634517,-5.436653,-7.551243,3.773102,-6.724927,-8.624301,5.878522,-15.032207,-2.154204,-1.263333,-3.384706,-1.794105,-2.499652,-4.325997,-1.780182,-4.972956,-5.519903
-0.523152,-0.389011,-3.558532,-1.379690,-1.488773,-2.534413,-1.922170,-0.445868,-1.125289,-1.331137,-0.203277,-0.883093,-0.009783,-1.056068,-3.435348,-0.945431,1.201938,-1.429265,-1.381851,0.297390,-1.341244,-0.221604,0.557485,-2.613298,-5.146835,0.711954,-5.737676,-5.197930,4.243351,-6.811663,-6.047972,5.976837,-13.232615,-1.901669,-1.028944,-3.017801,-1.930318,-2.261948,-4.361194,-2.214857,-4.338350,-5.078579
-0.574691,-0.369428,-3.613259,-0.679655,-1.352999,-2.976117,-2.121541,-0.313156,-1.571132,-1.860032,0.007890,-1.566090,0.341037,-0.825402,-3.660744,-0.808802,1.509444,-1.965413,-1.354738,0.423537,-1.854432,-0.320337,0.130424,-2.888590,-4.146818,0.502884,-5.594386,-2.811166,4.080650,-6.412954,-2.907131,5.872984,-11.595076,-1.753970,-0.952303,-3.021949,-1.893107,-1.955118,-4.371715,-2.459760,-3.594912,-4.726061
-0.584946,-0.329399,-3.606549,0.003772,-1.200068,-3.390903,-2.376113,-0.193774,-2.368820,-2.435773,0.168326,-2.628697,0.696804,-0.486187,-3.840493,-0.557813,1.727241,-2.612070,-1.092832,0.627386,-2.498137,-0.575221,-0.241925,-3.253754,-2.931288,-0.033092,-5.052116,-0.532930,3.263844,-5.368126,0.445118,5.390615,-10.255176,-1.679541,-0.964743,-3.246638,-1.699773,-1.591097,-4.336853,-2.489008,-2.849813,-4.504415
-0.553803,-0.270535,-3.584003,0.644346,-1.086898,-3.749834,-2.798048,-0.112922,-3.545005,-2.923793,0.177771,-3.900356,0.992093,-0.062236,-3.993248,-0.218327,1.812456,-3.289946,-0.597985,0.867172,-3.202858,-0.985940,-0.640340,-3.474628,-1.633165,-0.947411,-4.121692,1.761224,1.889583,-3.724075,3.550771,4.404941,-8.893635,-1.506886,-0.960440,-3.373881,-1.366326,-1.200450,-4.216711,-2.283242,-2.167748,-4.346701
-0.492232,-0.195238,-3.586831,1.201560,-1.041677,-4.042161,-3.210402,-0.080965,-4.894166,-3.030028,-0.030791,-5.110261,1.189011,0.431548,-4.149457,0.164409,1.749156,-3.939395,0.058429,1.062121,-3.909409,-1.515698,-1.151874,-3.472604,-0.301812,-2.317719,-2.767226,4.310874,0.121338,-1.738071,5.841238,2.888552,-7.155503,-1.128430,-0.870110,-3.232742,-0.913715,-0.820581,-3.969755,-1.859945,-1.591670,-4.139858
-0.418355,-0.106740,-3.635999,1.618974,-1.050358,-4.265901,-3.304568,-0.117498,-6.074748,-2.573138,-0.421771,-6.020751,1.290915,0.990218,-4.338999,0.539071,1.549623,-4.542816,0.760171,1.125398,-4.589412,-2.078491,-1.799062,-3.394680,1.041149,-4.202115,-0.981244,6.928890,-1.807584,0.247004,6.906765,0.883799,-4.961707,-0.567342,-0.674144,-2.902136,-0.388669,-0.473266,-3.584539,-1.287819,-1.132861,-3.803900
-0.350422,-0.006096,-3.720166,1.832241,-1.060260,-4.408769,-2.911994,-0.270873,-6.792286,-1.596115,-0.844331,-6.486753,1.324659,1.593070,-4.562558,0.853687,1.244699,-5.083404,1.358375,1.007064,-5.204130,-2.540825,-2.498182,-3.445440,2.303084,-6.495043,1.096445,8.766136,-3.521291,1.826427,6.843271,-1.434320,-2.599129,0.084765,-0.374874,-2.579466,0.133726,-0.154715,-3.096867,-0.663197,-0.757574,-3.332195
-0.298895,0.107071,-3.792955,1.795498,-1.002298,-4.437308,-2.104940,-0.601840,-6.888019,-0.321653,-1.092794,-6.448683,1.310916,2.182989,-4.769626,1.061332,0.870409,-5.489539,1.682895,0.725062,-5.651651,-2.762863,-3.049084,-3.677325,3.255640,-8.744889,3.081656,8.901364,-4.555585,2.469506,6.158724,-3.544473,-0.693354,0.728964,0.005443,-2.392542,0.582051,0.149117,-2.574017,-0.062214,-0.408065,-2.776315
-0.261640,0.227819,-3.784730,1.514048,-0.821000,-4.305172,-1.103918,-1.132829,-6.333922,0.913765,-1.020084,-5.928931,1.253071,2.683948,-4.868807,1.136801,0.458129,-5.641697,1.595193,0.363671,-5.783410,-2.672709,-3.191481,-3.897364,3.595561,-10.113897,4.388824,7.201988,-4.653056,1.690030,5.209208,-4.598350,-0.056942,1.270971,0.393220,-2.285250,0.927430,0.436212,-2.081327,0.489032,-0.048763,-2.205756
-0.226411,0.337117,-3.629252,1.055544,-0.497297,-3.978019,-0.143674,-1.801645,-5.223662,1.744223,-0.636791,-5.038647,1.149633,3.044158,-4.770611,1.090431,0.033721,-5.448283,1.078059,0.031272,-5.497018,-2.311013,-2.736618,-3.761683,3.119899,-9.675530,4.476348,4.456301,-3.952114,-0.577350,3.932535,-4.068468,-1.261922,1.623643,0.659076,-2.045651,1.184316,0.680353,-1.659851,0.996044,0.309384,-1.677967
-0.181557,0.399415,-3.296387,0.527096,-0.059525,-3.461705,0.605935,-2.463288,-3.772092,1.937498,-0.109198,-3.956015,1.004937,3.259894,-4.434638,0.957700,-0.376826,-4.916714,0.292822,-0.201555,-4.822148,-1.790313,-1.703484,-3.025437,1.886751,-7.010000,3.181354,1.656354,-2.761426,-3.832623,2.222860,-2.399513,-4.124594,1.734259,0.690052,-1.484976,1.367566,0.852251,-1.322228,1.445933,0.629070,-1.224212
-0.128577,0.375258,-2.810594,0.034938,0.420448,-2.814317,1.062091,-2.948174,-2.274687,1.551174,0.348036,-2.867925,0.822855,3.356804,-3.887563,0.772417,-0.743748,-4.151391,-0.471047,-0.338055,-3.914818,-1.204491,-0.349267,-1.767638,0.218415,-2.662568,0.881454,-0.704264,-1.281370,-7.226110,0.244278,-0.621678,-7.663459,1.614643,0.493807,-0.638916,1.452239,0.946624,-1.056008,1.777605,0.882778,-0.842385
-0.084177,0.249107,-2.237800,-0.346101,0.851340,-2.127537,1.222185,-3.139226,-1.010317,0.896173,0.587821,-1.912246,0.601877,3.349431,-3.201780,0.553995,-1.037294,-3.288313,-0.950877,-0.434902,-2.964247,-0.583329,0.948782,-0.379165,-1.456663,2.035338,-1.678376,-2.630529,0.339748,-9.878564,-1.723194,0.684197,-10.675855,1.329858,0.224830,0.211935,1.379584,0.985266,-0.830425,1.904474,1.064876,-0.501923
-0.065758,0.054360,-1.648465,-0.579808,1.157074,-1.485219,1.142514,-3.014976,-0.142033,0.308120,0.577958,-1.156637,0.351736,3.216511,-2.456927,0.318599,-1.236392,-2.434878,-1.058881,-0.544602,-2.100166,0.069801,1.879337,0.688158,-2.791432,5.724469,-3.764643,-4.166854,1.890788,-11.163167,-3.427981,1.712909,-12.385723,0.946376,0.082740,0.741337,1.105595,0.995239,-0.611819,1.768467,1.177904,-0.166540
-0.071688,-0.132346,-1.085567,-0.659439,1.299609,-0.927891,0.907753,-2.634471,0.315719,-0.053168,0.387478,-0.614204,0.115441,2.910488,-1.713831,0.091359,-1.334371,-1.658190,-0.899671,-0.672648,-1.372450,0.714773,2.314831,1.195324,-3.611979,7.710723,-4.950608,-5.112418,3.202295,-10.908978,-4.547146,2.871016,-12.662108,0.498070,0.163884,0.813816,0.649609,0.985423,-0.382912,1.379938,1.219893,0.177730
-0.077726,-0.235470,-0.557418,-0.597010,1.282818,-0.448503,0.597787,-2.086130,0.451397,-0.213436,0.139205,-0.265816,-0.037571,2.392677,-1.009542,-0.099503,-1.335177,-1.000316,-0.657842,-0.781762,-0.787029,1.256249,2.300995,1.207782,-3.888633,8.068563,-5.162863,-5.142298,4.232975,-9.414090,-4.685665,4.255351,-11.829442,0.001466,0.393662,0.555825,0.108011,0.940061,-0.153513,0.818921,1.187148,0.508865
-0.056453,-0.231595,-0.051964,-0.418479,1.144325,-0.018262,0.269757,-1.443012,0.384329,-0.267058,-0.055676,-0.071120,-0.051098,1.669265,-0.363436,-0.237132,-1.243537,-0.482521,-0.470989,-0.828982,-0.337886,1.579937,1.968040,0.987706,-3.646795,7.253271,-4.541645,-4.115757,4.959277,-7.237296,-3.598588,5.628602,-10.328840,-0.512787,0.587461,0.238275,-0.383594,0.829615,0.048739,0.209964,1.082607,0.773226
-0.001190,-0.162158,0.443965,-0.161207,0.937199,0.383337,-0.043059,-0.746319,0.215260,-0.280173,-0.147720,0.025100,0.081274,0.801994,0.217221,-0.320901,-1.059650,-0.097450,-0.382149,-0.798421,-0.011345,1.609007,1.445470,0.807941,-2.900187,5.684596,-3.283733,-2.286510,5.265732,-4.933077,-1.393952,6.633185,-8.451814,-0.996538,0.576731,0.096302,-0.736218,0.628264,0.206423,-0.319767,0.920405,0.904123
0.069655,-0.098324,0.934740,0.131380,0.705684,0.760539,-0.327676,-0.010492,0.013779,-0.276087,-0.151626,0.083717,0.316074,-0.115276,0.737670,-0.360580,-0.783395,0.189040,-0.368485,-0.707680,0.218233,1.346473,0.821820,0.813371,-1.650485,3.606326,-1.581681,-0.235929,4.998580,-2.870248,1.454371,6.968466,-6.290136,-1.407886,0.301990,0.214843,-0.984633,0.328385,0.337673,-0.702065,0.731127,0.858773
0.130560,-0.091733,1.419042,0.417184,0.470200,1.117774,-0.589303,0.765363,-0.166186,-0.274497,-0.110029,0.165319,0.593069,-0.998705,1.219839,-0.370412,-0.421520,0.419924,-0.389631,-0.592753,0.383023,0.884878,0.145981,0.985283,0.070337,1.179742,0.352853,1.507762,4.094134,-1.145340,4.219541,6.492327,-3.927479,-1.729364,-0.175466,0.522403,-1.257506,-0.052051,0.483902,-0.976487,0.568474,0.661027
0.169551,-0.149279,1.898005,0.660171,0.233272,1.477904,-0.841338,1.582743,-0.256416,-0.333364,-0.053088,0.334154,0.870788,-1.803594,1.700096,-0.365882,0.008160,0.625313,-0.413995,-0.488193,0.508741,0.379172,-0.547691,1.198697,2.159730,-1.383109,2.267587,2.882712,2.643213,0.399775,6.147887,5.263252,-1.660764,-1.961245,-0.725110,0.863192,-1.632297,-0.473411,0.665662,-1.247787,0.495569,0.405684
0.192462,-0.242436,2.376630,0.829633,0.001607,1.877873,-1.079534,2.418908,-0.148876,-0.553406,0.024743,0.664736,1.136939,-2.516024,2.212254,-0.357951,0.473399,0.812524,-0.420775,-0.414842,0.607522,-0.004026,-1.207224,1.327149,4.420073,-3.761103,3.903144,4.218364,0.885547,1.954736,6.835190,3.509641,0.049927,-2.102312,-1.215593,1.095331,-2.029247,-0.892431,0.871538,-1.555606,0.537735,0.209114
0.211533,-0.335757,2.854903,0.898522,-0.192942,2.340103,-1.251029,3.196243,0.295649,-1.009785,0.161292,1.235673,1.391435,-3.117464,2.763197,-0.345367,0.925582,0.974619,-0.397261,-0.379265,0.684211,-0.140795,-1.747049,1.333592,6.554622,-5.558828,5.064913,5.629574,-0.828875,3.412527,6.524312,1.552795,0.922891,-2.141102,-1.562280,1.168103,-2.272335,-1.278380,1.098787,-1.809197,0.638826,0.167343
0.234314,-0.409850,3.317568,0.849380,-0.295369,2.845261,-1.248156,3.775300,1.182590,-1.626159,0.390354,2.100038,1.622804,-3.566045,3.322214,-0.313781,1.307457,1.113258,-0.345209,-0.382483,0.752561,0.007103,-2.067990,1.291667,8.215164,-6.422000,5.680569,6.675059,-2.100997,4.316475,5.899109,-0.272344,1.089492,-2.065289,-1.738356,1.142045,-2.236594,-1.604690,1.371759,-1.882852,0.679413,0.365773
0.263365,-0.462934,3.733013,0.687544,-0.262445,3.334947,-0.950701,4.002167,2.487379,-2.113878,0.688513,3.236618,1.799319,-3.820086,3.834887,-0.246953,1.570442,1.259463,-0.287301,-0.430090,0.848534,0.376698,-2.106396,1.323362,9.117392,-6.193779,5.807187,6.858853,-2.622117,4.233230,5.476316,-1.724511,0.908649,-1.877321,-1.756111,1.139492,-1.925736,-1.821962,1.684740,-1.745714,0.556365,0.887626
0.301330,-0.495321,4.063316,0.449000,-0.108212,3.746333,-0.302651,3.796153,4.007500,-2.113509,0.952662,4.511672,1.878325,-3.875521,4.248965,-0.142433,1.685070,1.475690,-0.256197,-0.532841,1.031434,0.833057,-1.872618,1.505572,9.164268,-5.006723,5.585980,6.343699,-2.359424,3.149936,5.358265,-2.816007,0.623624,-1.602959,-1.641416,1.259243,-1.445938,-1.857176,1.955426,-1.469761,0.255477,1.761992
0.350986,-0.496146,4.279968,0.193151,0.084828,4.049593,0.624721,3.213009,5.417122,-1.468472,1.046983,5.689038,1.825476,-3.775543,4.532805,-0.017079,1.637038,1.835891,-0.267655,-0.694465,1.371185,1.235369,-1.444661,1.819312,8.485449,-3.225693,5.175535,5.889755,-1.586117,1.504582,5.539494,-3.771629,0.290171,-1.288375,-1.420715,1.515394,-0.936108,-1.668771,2.105968,-1.145498,-0.141493,2.891561
0.410175,-0.447056,4.378854,-0.016107,0.210520,4.258240,1.630596,2.426091,6.393877,-0.365597,0.895730,6.502292,1.636342,-3.590868,4.682052,0.104050,1.423965,2.396724,-0.301487,-0.895894,1.927208,1.496734,-0.923635,2.170617,7.365136,-1.277073,4.701400,6.085452,-0.656582,-0.071806,6.057138,-4.636417,-0.057159,-0.986944,-1.121912,1.838479,-0.505436,-1.312169,2.205979,-0.825906,-0.507404,4.043178
